cmun,municipality,population,number_of_houses,VDSL_30Mbps,fixed_wireless,FTTH,HFC,reception_30Mbps,reception_100Mbps,reception_1Gbps,4G,5G,"5G_3,5GHz"
44063,Cañizar del Olivar,103,157,0.0,1.0,0.01,0.0,1.0,0.01,0.0,1.0,0.0,0.0
44064,Cascante del Río,66,177,0.0,1.0,0.98,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44065,Castejón de Tornos,53,171,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0
44066,Castel de Cabra,95,162,0.0,1.0,0.99,0.0,1.0,0.01,0.01,1.0,0.0,0.0
44067,Castelnou,113,199,0.0,1.0,0.99,0.0,1.0,0.0,0.0,0.84,0.0,0.0
44068,Castelserás,793,638,0.29,1.0,0.99,0.0,0.96,0.0,0.87,1.0,0.0,0.0
44070,El Castellar,55,141,0.01,1.0,0.99,0.0,1.0,0.0,0.0,0.28,0.0,0.0
44071,Castellote,677,984,0.0,0.85,0.96,0.0,0.73,0.0,0.0,0.84,0.0,0.0
44074,Cedrillas,634,505,0.0,1.0,0.83,0.0,1.0,0.0,0.0,1.0,0.97,0.0
44075,Celadas,362,220,0.0,0.99,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44076,Cella,2.611,1.720,0.03,1.0,0.99,0.0,1.0,0.98,0.97,1.0,0.0,0.0
44077,La Cerollera,74,104,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44080,La Codoñera,317,403,0.24,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44082,Corbalán,110,138,0.0,1.0,0.91,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44084,Cortes de Aragón,62,142,0.0,1.0,0.96,0.0,0.99,0.0,0.0,1.0,0.0,0.0
44085,Cosa,50,140,0.0,0.93,0.89,0.0,0.9,0.0,0.0,0.63,0.0,0.0
44086,Cretas,563,570,0.0,1.0,0.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44087,Crivillén,90,201,0.0,0.94,0.94,0.0,0.94,0.0,0.0,0.99,0.0,0.0
44088,La Cuba,42,87,0.0,1.0,0.0,0.0,0.99,0.0,0.0,1.0,0.0,0.0
44089,Cubla,60,111,0.0,1.0,0.99,0.0,0.4,0.0,0.0,1.0,0.0,0.0
44090,Cucalón,78,156,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44092,El Cuervo,72,167,0.2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.19,0.0
44093,Cuevas de Almudén,126,70,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44094,Cuevas Labradas,133,136,0.0,0.99,0.82,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44096,Ejulve,186,250,0.0,1.0,0.98,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44097,Escorihuela,138,185,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44099,Escucha,773,589,0.24,0.94,0.94,0.0,0.99,0.0,0.06,0.99,0.98,0.0
44100,Estercuel,205,393,0.0,1.0,0.97,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44101,Ferreruela de Huerva,70,107,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44102,Fonfría,30,51,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.97,0.0,0.0
44103,Formiche Alto,159,269,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44105,Fórnoles,86,286,0.0,1.0,0.81,0.0,0.97,0.84,0.0,1.0,0.0,0.0
44106,Fortanete,209,341,0.0,0.93,0.0,0.0,0.93,0.04,0.0,1.0,0.0,0.0
44107,Foz-Calanda,273,310,0.0,0.92,0.8,0.0,0.83,0.81,0.78,1.0,0.0,0.0
44108,La Fresneda,462,551,0.17,0.97,0.98,0.0,1.0,0.0,0.88,1.0,0.0,0.0
44109,Frías de Albarracín,105,257,0.0,1.0,0.06,0.0,1.0,0.07,0.07,1.0,0.0,0.0
44110,Fuenferrada,35,75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44111,Fuentes Calientes,89,112,0.0,1.0,0.95,0.0,1.0,0.97,0.99,1.0,0.0,0.0
44112,Fuentes Claras,434,509,0.13,1.0,0.91,0.0,1.0,0.78,0.0,1.0,0.93,0.0
44113,Fuentes de Rubielos,160,272,0.0,0.85,0.72,0.0,0.89,0.82,0.8,0.96,0.09,0.0
44114,Fuentespalda,293,352,0.0,1.0,0.98,0.0,1.0,0.85,0.0,1.0,0.0,0.0
44115,Galve,150,100,0.0,1.0,0.86,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44116,Gargallo,98,147,0.0,1.0,0.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44117,Gea de Albarracín,434,451,0.0,1.0,0.91,0.0,1.0,0.0,0.0,1.0,0.94,0.0
44118,La Ginebrosa,200,301,0.37,1.0,0.81,0.0,0.99,0.0,0.0,1.0,0.0,0.0
44119,Griegos,140,194,0.0,1.0,0.85,0.0,1.0,0.88,0.84,1.0,0.0,0.0
44120,Guadalaviar,249,265,0.0,1.0,0.94,0.0,1.0,0.96,0.97,1.0,0.0,0.0
44121,Gúdar,73,216,0.0,1.0,0.93,0.0,0.99,0.96,0.94,1.0,0.0,0.0
44122,Híjar,1.751,1.483,0.11,1.0,0.99,0.0,1.0,0.95,0.93,1.0,0.0,0.0
44123,Hinojosa de Jarque,106,112,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44124,La Hoz de la Vieja,90,261,0.0,1.0,0.98,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44125,Huesa del Común,71,241,0.0,1.0,0.81,0.0,1.0,0.0,0.0,0.17,0.0,0.0
44126,La Iglesuela del Cid,395,436,0.02,0.99,0.82,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44127,Jabaloyas,65,196,0.0,0.66,0.0,0.0,0.32,0.0,0.0,0.96,0.01,0.0
44128,Jarque de la Val,56,77,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44129,Jatiel,46,94,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.01,0.0
44130,Jorcas,36,87,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0
44131,Josa,42,146,0.0,1.0,0.98,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44132,Lagueruela,71,103,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44133,Lanzuela,25,50,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44135,Libros,102,216,0.0,1.0,0.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44136,Lidón,53,80,0.09,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44137,Linares de Mora,235,388,0.0,0.86,0.78,0.0,0.02,0.0,0.0,0.95,0.91,0.0
44138,Loscos,118,307,0.0,0.92,0.64,0.0,0.92,0.0,0.0,0.91,0.0,0.0
44141,Lledó,171,187,0.0,1.0,0.91,0.0,1.0,0.0,0.0,1.0,0.22,0.0
44142,Maicas,31,81,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.21,0.0,0.0
44143,Manzanera,533,1.100,0.0,0.94,0.93,0.0,0.91,0.0,0.0,0.95,0.0,0.0
44144,Martín del Río,372,342,0.26,1.0,0.82,0.0,1.0,0.07,0.0,1.0,0.0,0.0
44145,Mas de las Matas,1.255,1.157,0.11,1.0,0.98,0.0,1.0,0.98,0.97,1.0,0.0,0.0
44146,La Mata de los Olmos,270,157,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44147,Mazaleón,487,533,0.03,0.99,0.97,0.0,0.98,0.0,0.74,1.0,0.0,0.0
44148,Mezquita de Jarque,84,81,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44149,Mirambel,111,156,0.51,0.97,0.0,0.0,0.98,0.0,0.0,1.0,0.0,0.0
44150,Miravete de la Sierra,27,89,0.0,0.97,0.0,0.0,0.98,0.0,0.0,1.0,0.0,0.0
44151,Molinos,227,349,0.21,1.0,0.99,0.0,1.0,0.68,0.0,1.0,0.0,0.0
44152,Monforte de Moyuela,75,129,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.85,0.0,0.0
44153,Monreal del Campo,2.499,1.678,0.2,1.0,0.99,0.0,1.0,0.98,0.98,1.0,0.0,0.0
44154,Monroyo,312,269,0.0,1.0,0.87,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44155,Montalbán,1.209,1.161,0.06,1.0,0.98,0.0,1.0,0.99,0.98,0.99,0.99,0.0
44156,Monteagudo del Castillo,43,145,0.0,1.0,0.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44157,Monterde de Albarracín,55,219,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44158,Mora de Rubielos,1.569,2.039,0.14,1.0,0.96,0.0,1.0,0.97,0.96,1.0,1.0,0.0
44159,Moscardón,52,128,0.0,1.0,0.98,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44160,Mosqueruela,551,769,0.0,0.92,0.8,0.0,0.92,0.0,0.0,0.96,0.0,0.0
44161,Muniesa,571,771,0.24,1.0,0.98,0.0,1.0,0.0,0.82,1.0,0.0,0.0
44163,Noguera de Albarracín,138,276,0.0,0.43,0.0,0.0,1.0,0.03,0.0,0.99,0.0,0.0
44164,Nogueras,27,98,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44165,Nogueruelas,205,305,0.0,0.99,0.0,0.0,0.99,0.02,0.02,0.97,0.0,0.0
44167,Obón,35,293,0.0,1.0,0.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44168,Odón,214,272,0.0,1.0,0.0,0.0,1.0,0.11,0.0,1.0,0.0,0.0
44169,Ojos Negros,328,627,0.0,0.99,0.71,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44171,Olba,266,607,0.0,0.99,0.82,0.0,0.99,0.0,0.0,0.99,0.0,0.0
44172,Oliete,330,840,0.33,1.0,0.93,0.0,1.0,0.89,0.0,1.0,0.0,0.0
44173,Los Olmos,120,143,0.0,1.0,0.02,0.0,0.9,0.01,0.0,1.0,0.0,0.0
44174,Orihuela del Tremedal,454,759,0.04,1.0,0.77,0.0,1.0,0.0,0.76,1.0,1.0,0.0
44175,Orrios,123,134,0.0,0.78,0.99,0.0,0.62,0.0,0.0,0.91,0.0,0.0
44176,Palomar de Arroyos,172,194,0.0,1.0,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44177,Pancrudo,123,210,0.0,1.0,0.67,0.0,1.0,0.64,0.0,0.97,0.0,0.0
44178,Las Parras de Castellote,60,200,0.0,0.99,0.98,0.0,0.99,0.07,0.77,0.99,0.0,0.0
44179,Peñarroya de Tastavins,450,465,0.0,0.98,0.95,0.0,0.98,0.87,0.0,0.96,0.0,0.0
44180,Peracense,78,163,0.0,1.0,0.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44181,Peralejos,85,103,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44182,Perales del Alfambra,264,248,0.0,0.89,0.0,0.0,0.65,0.0,0.0,1.0,0.0,0.0
44183,Pitarque,69,175,0.0,0.99,0.0,0.0,0.99,0.0,0.0,1.0,0.0,0.0
44184,Plou,47,86,0.0,1.0,0.99,0.0,1.0,0.03,0.0,1.0,0.0,0.0
44185,El Pobo,106,179,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44187,La Portellada,236,234,0.0,1.0,0.97,0.0,1.0,0.94,0.03,1.0,0.0,0.0
44189,Pozondón,48,199,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44190,Pozuel del Campo,60,182,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.21,0.0,0.0
44191,La Puebla de Híjar,914,944,0.13,1.0,0.98,0.0,1.0,0.0,0.63,1.0,1.0,0.0
44192,La Puebla de Valverde,448,501,0.29,0.98,0.92,0.0,0.54,0.0,0.88,0.99,0.95,0.0
44193,Puertomingalvo,141,363,0.0,0.96,0.0,0.0,0.94,0.0,0.0,0.99,0.0,0.0
44194,Ráfales,146,191,0.0,0.99,0.98,0.0,0.99,0.0,0.0,1.0,0.0,0.0
44195,Rillo,86,131,0.0,1.0,0.9,0.0,1.0,0.68,0.77,0.87,0.0,0.0
44196,Riodeva,136,244,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44197,Ródenas,62,215,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44198,Royuela,225,374,0.0,1.0,0.79,0.0,1.0,0.73,0.73,1.0,0.0,0.0
44199,Rubiales,43,83,0.0,0.99,0.0,0.0,0.99,0.0,0.0,0.02,0.0,0.0
44200,Rubielos de la Cérida,32,69,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44201,Rubielos de Mora,624,1.153,0.0,1.0,0.77,0.0,1.0,0.02,0.8,1.0,1.0,0.0
44203,Salcedillo,11,20,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.47,0.0,0.0
44204,Saldón,22,173,0.0,1.0,0.0,0.0,0.92,0.0,0.0,1.0,0.0,0.0
44205,Samper de Calanda,731,832,0.19,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.81,0.0
44206,San Agustín,134,495,0.0,0.93,0.38,0.0,0.82,0.47,0.0,1.0,0.0,0.0
44207,San Martín del Río,132,495,0.0,1.0,0.86,0.0,1.0,0.86,0.85,1.0,0.0,0.0
44208,Santa Cruz de Nogueras,25,56,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44209,Santa Eulalia,1.033,824,0.13,1.0,0.99,0.0,1.0,0.99,0.99,1.0,0.98,0.0
44210,Sarrión,1.201,1.254,0.1,0.99,0.83,0.0,1.0,0.84,0.83,1.0,0.97,0.0
44211,Segura de los Baños,42,139,0.0,1.0,0.99,0.0,1.0,0.0,0.0,0.01,0.0,0.0
44212,Seno,43,86,0.0,1.0,0.98,0.0,0.15,0.14,0.93,1.0,0.0,0.0
44213,Singra,80,99,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.89,0.0
44215,Terriente,191,316,0.0,0.99,0.56,0.0,0.99,0.0,0.0,0.99,0.0,0.0
44216,Teruel,35.900,21.031,0.19,1.0,0.98,0.0,1.0,0.86,0.85,1.0,0.96,0.04
44217,Toril y Masegoso,37,100,0.0,0.93,0.0,0.0,1.0,0.0,0.0,0.59,0.0,0.0
44218,Tormón,26,82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42,0.24,0.0
44219,Tornos,196,380,0.0,1.0,0.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44220,Torralba de los Sisones,151,162,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44221,Torrecilla de Alcañiz,460,335,0.0,1.0,1.0,0.0,1.0,0.98,0.98,1.0,0.0,0.0
44222,Torrecilla del Rebollar,121,201,0.0,1.0,0.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44223,Torre de Arcas,82,102,0.0,0.93,0.91,0.0,0.04,0.0,0.0,1.0,0.0,0.0
44224,Torre de las Arcas,24,91,0.0,0.4,0.98,0.0,1.0,0.0,0.0,0.53,0.0,0.0
44225,Torre del Compte,125,280,0.0,1.0,0.99,0.0,1.0,0.73,0.0,1.0,0.77,0.0
44226,Torrelacárcel,140,244,0.0,1.0,0.02,0.0,1.0,0.01,0.02,1.0,0.0,0.0
44227,Torre los Negros,81,131,0.0,1.0,0.99,0.0,1.0,0.0,0.0,0.5,0.0,0.0
44228,Torremocha de Jiloca,106,198,0.0,1.0,0.71,0.0,1.0,0.0,0.78,1.0,0.0,0.0
44229,Torres de Albarracín,168,213,0.0,0.86,0.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44230,Torrevelilla,170,199,0.0,1.0,1.0,0.0,1.0,0.02,0.01,1.0,0.0,0.0
44231,Torrijas,35,220,0.0,0.99,0.86,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44232,Torrijo del Campo,482,466,0.08,1.0,0.84,0.0,1.0,0.57,0.01,1.0,0.0,0.0
44234,Tramacastiel,66,158,0.0,0.37,0.99,0.0,1.0,0.0,0.0,0.42,0.0,0.0
44235,Tramacastilla,117,161,0.0,1.0,0.02,0.0,1.0,0.02,0.02,1.0,0.0,0.0
44236,Tronchón,61,191,0.0,0.98,0.94,0.0,0.98,0.0,0.94,0.95,0.0,0.0
44237,Urrea de Gaén,440,441,0.0,1.0,0.99,0.0,1.0,0.93,0.93,1.0,0.0,0.0
44238,Utrillas,3.011,1.767,0.22,1.0,0.96,0.0,1.0,0.95,0.94,0.99,0.13,0.0
44239,Valacloche,26,67,0.0,1.0,0.97,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44240,Valbona,188,216,0.0,0.99,0.8,0.0,0.99,0.0,0.0,1.0,0.31,0.0
44241,Valdealgorfa,591,480,0.2,0.99,0.99,0.0,1.0,0.0,0.84,1.0,0.0,0.0
44243,Valdecuenca,31,115,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44244,Valdelinares,78,309,0.0,0.75,0.0,0.0,0.99,0.0,0.0,1.0,0.0,0.0
44245,Valdeltormo,301,278,0.2,1.0,0.99,0.0,1.0,0.8,0.0,1.0,0.0,0.0
44246,Valderrobres,2.498,1.651,0.43,0.99,0.96,0.0,1.0,0.55,0.56,1.0,0.99,0.0
44247,Valjunquera,337,419,0.39,1.0,1.0,0.0,1.0,0.81,0.0,1.0,0.0,0.0
44249,El Vallecillo,41,102,0.0,1.0,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0
44250,Veguillas de la Sierra,21,66,0.0,0.56,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
44251,Villafranca del Campo,301,279,0.0,1.0,0.74,0.0,1.0,0.81,0.0,0.46,0.48,0.0
44252,Villahermosa del Campo,90,110,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44256,Villanueva del Rebollar de la Sierra,44,62,0.0,1.0,0.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44257,Villar del Cobo,165,292,0.0,1.0,0.66,0.0,1.0,0.04,0.67,1.0,0.0,0.0
44258,Villar del Salz,63,148,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44260,Villarluengo,174,261,0.0,0.8,0.0,0.0,0.78,0.0,0.0,0.85,0.0,0.0
44261,Villarquemado,857,569,0.2,1.0,0.86,0.0,1.0,0.81,0.76,1.0,0.0,0.0
44262,Villarroya de los Pinares,172,199,0.0,0.01,0.0,0.0,0.98,0.0,0.0,1.0,0.0,0.0
44263,Villastar,543,426,0.0,0.48,0.94,0.0,1.0,0.05,0.06,1.0,0.01,0.0
44264,Villel,329,479,0.0,0.97,0.86,0.0,0.97,0.89,0.88,0.99,0.0,0.0
44265,Vinaceite,211,244,0.0,1.0,0.95,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44266,Visiedo,118,150,0.27,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44267,Vivel del Río Martín,68,178,0.2,0.74,0.72,0.0,0.92,0.0,0.0,0.91,0.0,0.0
44268,La Zoma,30,33,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
45001,Ajofrín,2.290,1.221,0.1,0.58,1.0,0.0,1.0,1.0,0.98,1.0,0.88,0.0
45002,Alameda de la Sagra,3.908,2.045,0.03,0.99,1.0,0.0,1.0,0.99,0.99,1.0,0.0,0.0
45003,Albarreal de Tajo,692,585,0.16,1.0,0.75,0.0,1.0,0.75,0.74,1.0,0.0,0.0
45004,Alcabón,743,712,0.0,0.97,0.94,0.0,0.99,0.95,0.95,1.0,0.0,0.0
45005,Alcañizo,277,320,0.07,0.9,0.96,0.0,0.98,0.96,0.95,1.0,0.0,0.0
45006,Alcaudete de la Jara,1.614,1.553,0.03,0.04,0.97,0.0,1.0,0.97,0.97,1.0,0.0,0.0
45007,Alcolea de Tajo,824,537,0.03,0.73,0.96,0.0,0.99,0.99,0.96,1.0,0.01,0.0
45008,Aldea en Cabo,187,280,0.0,0.99,0.94,0.0,0.94,0.94,0.9,1.0,1.0,0.0
45009,Aldeanueva de Barbarroya,482,915,0.13,0.54,0.95,0.0,1.0,0.96,0.95,0.99,0.94,0.0
45010,Aldeanueva de San Bartolomé,416,635,0.12,0.93,0.97,0.0,0.99,0.97,0.92,1.0,0.0,0.0
45011,Almendral de la Cañada,322,482,0.16,1.0,0.93,0.0,0.99,0.98,0.95,1.0,1.0,0.0
45012,Almonacid de Toledo,885,739,0.09,0.96,0.96,0.0,0.98,0.95,0.95,1.0,0.0,0.0
45013,Almorox,2.317,2.014,0.1,0.97,0.99,0.0,0.97,0.75,0.97,1.0,1.0,0.0
45014,Añover de Tajo,5.225,2.546,0.03,0.67,1.0,0.0,1.0,1.0,1.0,1.0,0.72,0.0
45015,Arcicóllar,1.004,830,0.15,1.0,0.33,0.0,0.45,0.0,0.31,0.96,0.95,0.0
45016,Argés,6.829,3.054,0.04,0.91,0.98,0.0,0.99,0.98,0.98,1.0,0.97,0.0
45017,Azután,296,205,0.0,0.98,0.95,0.0,1.0,0.93,0.91,1.0,0.0,0.0
45018,Barcience,1.003,552,0.05,0.0,1.0,0.0,1.0,0.99,0.99,1.0,0.91,0.0
45019,Bargas,10.807,5.631,0.2,1.0,0.99,0.0,1.0,0.99,0.99,1.0,1.0,0.03
45020,Belvís de la Jara,1.497,1.535,0.1,0.63,0.88,0.0,1.0,0.87,0.84,1.0,0.0,0.0
45021,Borox,4.032,2.193,0.09,0.97,0.85,0.0,0.95,0.85,0.85,1.0,1.0,0.0
45022,Buenaventura,403,536,0.22,1.0,0.94,0.0,1.0,0.94,0.9,1.0,1.0,0.0
45023,Burguillos de Toledo,3.473,1.791,0.05,0.3,0.98,0.0,1.0,0.99,0.99,1.0,0.71,0.5
45024,Burujón,1.304,879,0.09,0.98,0.94,0.0,1.0,0.94,0.93,1.0,0.0,0.0
45025,Cabañas de la Sagra,2.041,928,0.06,0.86,0.99,0.0,1.0,0.98,0.99,1.0,1.0,0.0
45026,Cabañas de Yepes,304,373,0.0,0.91,0.97,0.0,1.0,0.0,0.97,1.0,0.0,0.0
45027,Cabezamesada,319,621,0.08,1.0,0.98,0.0,0.99,0.99,0.99,1.0,1.0,0.0
45028,Calera y Chozas,4.716,3.028,0.05,0.55,0.94,0.0,0.99,0.94,0.89,1.0,0.0,0.0
45029,Caleruela,202,364,0.14,1.0,0.98,0.0,0.99,0.98,0.98,1.0,0.0,0.0
45030,Calzada de Oropesa,510,837,0.07,0.94,0.91,0.0,1.0,0.9,0.87,1.0,0.07,0.0
45031,Camarena,4.283,2.835,0.08,0.99,0.91,0.0,0.97,0.9,0.91,1.0,1.0,0.0
45032,Camarenilla,610,354,0.08,1.0,0.0,0.0,0.99,0.0,0.0,1.0,0.01,0.0
45033,El Campillo de la Jara,336,554,0.09,0.98,0.99,0.0,1.0,0.99,0.97,1.0,0.98,0.0
45034,Camuñas,1.742,1.208,0.1,0.22,0.95,0.0,1.0,0.93,0.82,1.0,0.06,0.0
45035,Cardiel de los Montes,394,637,0.0,0.98,0.38,0.0,0.96,0.4,0.38,1.0,0.04,0.0
45036,Carmena,777,730,0.05,0.28,0.98,0.0,0.99,0.97,0.94,1.0,0.0,0.0
45037,El Carpio de Tajo,1.826,1.535,0.03,0.85,0.99,0.0,1.0,1.0,0.99,1.0,0.99,0.0
45038,Carranque,5.155,2.745,0.08,0.94,0.96,0.0,0.97,0.91,0.9,1.0,0.98,0.0
45039,Carriches,276,280,0.0,0.0,0.96,0.0,0.9,0.9,0.98,1.0,0.0,0.0
45040,El Casar de Escalona,1.891,3.184,0.02,0.93,0.86,0.0,0.94,0.86,0.84,1.0,1.0,0.0
45041,Casarrubios del Monte,6.441,4.963,0.05,0.98,0.95,0.0,0.98,0.96,0.95,1.0,0.98,0.0
45042,Casasbuenas,188,225,0.0,0.81,0.94,0.0,0.93,0.93,0.0,1.0,1.0,0.0
45043,Castillo de Bayuela,895,921,0.05,1.0,0.92,0.0,0.99,0.92,0.87,1.0,1.0,0.0
45045,Cazalegas,1.927,1.357,0.08,0.45,0.94,0.0,0.98,0.93,0.93,1.0,0.84,0.0
45046,Cebolla,3.201,1.875,0.1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
45047,Cedillo del Condado,4.101,2.428,0.15,0.89,0.98,0.0,0.96,0.87,0.88,1.0,0.97,0.0
45048,Los Cerralbos,397,387,0.05,1.0,0.99,0.0,0.99,0.99,0.99,1.0,0.01,0.0
45049,Cervera de los Montes,508,382,0.14,0.87,0.93,0.0,0.98,0.96,0.96,1.0,0.16,0.0
45050,Ciruelos,630,472,0.0,1.0,0.99,0.0,1.0,1.0,1.0,1.0,0.99,0.0
45051,Cobeja,2.482,1.108,0.06,1.0,1.0,0.0,1.0,1.0,0.99,1.0,1.0,0.0
45052,Cobisa,4.427,2.012,0.0,0.79,0.99,0.0,0.99,0.99,0.99,1.0,0.98,0.96
45053,Consuegra,9.886,5.498,0.02,0.66,0.95,0.0,0.96,0.95,0.91,1.0,0.93,0.0
45054,Corral de Almaguer,4.827,3.704,0.03,0.99,0.98,0.0,0.99,0.98,0.98,1.0,1.0,0.0
45055,Cuerva,1.248,985,0.02,0.83,0.89,0.0,1.0,0.85,0.0,1.0,0.0,0.0
45056,Chozas de Canales,4.523,2.189,0.01,1.0,0.99,0.0,1.0,1.0,0.99,1.0,1.0,0.0
45057,Chueca,249,178,0.0,0.0,0.96,0.0,1.0,0.0,0.0,1.0,0.39,0.0
45058,Domingo Pérez,306,582,0.0,0.87,0.99,0.0,1.0,0.99,0.99,1.0,0.02,0.0
45059,Dosbarrios,2.273,1.435,0.1,0.79,0.99,0.0,1.0,0.99,0.99,1.0,0.0,0.0
45060,Erustes,206,233,0.0,0.95,0.91,0.0,0.98,0.98,0.98,1.0,0.0,0.0
45061,Escalona,3.573,4.846,0.04,0.95,0.98,0.0,0.97,0.94,0.96,1.0,1.0,0.0
45062,Escalonilla,1.440,972,0.21,0.56,0.99,0.0,1.0,0.99,0.99,1.0,0.0,0.0
45063,Espinoso del Rey,437,795,0.0,0.99,0.97,0.0,1.0,0.0,0.97,1.0,0.0,0.0
45064,Esquivias,5.740,2.656,0.06,0.96,1.0,0.0,1.0,1.0,0.99,1.0,0.98,0.41
45065,La Estrella,194,620,0.07,1.0,0.97,0.0,0.99,0.98,0.96,1.0,0.94,0.0
45066,Fuensalida,12.004,6.210,0.07,1.0,0.96,0.0,0.98,0.96,0.95,1.0,1.0,0.0
45067,Gálvez,2.986,1.878,0.03,0.19,0.99,0.0,1.0,1.0,0.99,1.0,0.0,0.0
45068,Garciotum,216,203,0.0,1.0,0.94,0.0,0.99,0.98,0.98,1.0,0.03,0.0
45069,Gerindote,2.518,1.430,0.0,0.81,0.99,0.0,1.0,0.99,0.99,1.0,0.97,0.0
45070,Guadamur,1.774,1.018,0.09,0.76,0.96,0.0,0.99,0.96,0.96,1.0,0.98,0.0
45071,La Guardia,2.163,1.751,0.06,1.0,0.98,0.0,0.99,0.98,0.98,1.0,0.99,0.0
45072,Las Herencias,768,913,0.0,0.41,0.85,0.0,0.84,0.6,0.56,1.0,0.46,0.0
45073,Herreruela de Oropesa,304,453,0.13,0.18,0.96,0.0,0.98,0.96,0.96,1.0,0.55,0.0
