cmun,municipality,province,autonomous_community,altitude,longitude,latitude,0-17,18-24,25-34,35-54,55+,male,female,total_population,n_industry,n_construction,n_info_communications,n_financial_insurance,n_real_estate,n_professional_technical,n_eduation_health_social,n_other,nearest_airport,closest_distance_airport,nearest_train_station,closest_distance_train,closest_distance_hospital,nearest_hospital,closest_distance_school,nearest_school,koppen_climate,description,number_of_houses,vdsl_30mbps,fixed_wireless,ftth,hfc,reception_30mbps,reception_100mbps,reception_1gbps,4g,5g,"5g_3,5ghz",count_of_stations,suburban_train
34003,Abia de las Torres,Palencia,Castilla León,836.1696,-4.421913,42.41972,13,12,17,40,88,92,78,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,66.29507535044095,Osorno,5.3382288006175616,45.9058305383454,Hospital Recoletas De Palencia,5.073197358338204,Nuestra Señora De Ronte,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",135.0,0.0,0.13,0.0,0.0,0.41,0.0,0.0,0.93,0.0,0.0,,
34004,Aguilar de Campoo,Palencia,Castilla León,897.081,-4.260221,42.79245,943,418,738,1855,2897,3325,3526,6851,28.0,63.0,0.0,0.0,20.0,51.0,28.0,47.0,Aeropuerto de Burgos,71.53310105707213,Aguilar De Campoo,2.3012732068204778,65.04743799058166,Hospital Sierrallana,0.0869370541096804,San Gregorio-Nuestra Señora De La Compasion,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",4909.0,0.16,0.94,0.91,0.0,0.91,0.81,0.85,0.99,0.94,0.0,2.0,0.0
34005,Alar del Rey,Palencia,Castilla León,853.8849,-4.311825,42.65989,103,44,91,231,443,462,450,912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,66.10204460088771,Alar Del Rey,0.3380387934283794,61.21104275910221,Complejo Asistencial Universitario De Burgos,0.1386540506397506,Miguel De Cervantes,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",913.0,0.05,1.0,0.81,0.0,0.99,0.77,0.77,1.0,1.0,0.0,1.0,0.0
34006,Alba de Cerrato,Palencia,Castilla León,780.3799,-4.366223,41.81252,11,0,4,25,42,47,35,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,41.70157481959472,Venta De Baños,15.839042370411152,23.869126145068336,Hospital San Telmo,7.491292185757025,Cra La Esgueva,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",81.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,,
34009,Amayuelas de Arriba,Palencia,Castilla León,787.3027,-4.489736,42.21093,3,2,0,11,22,23,15,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,63.17647439202038,Amusco,3.717243160398226,22.06094741405159,Hospital Recoletas De Palencia,3.836728538232563,Canal De Castilla,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,,
34010,Ampudia,Palencia,Castilla León,794.2702,-4.780129,41.91397,45,21,66,144,305,300,281,581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,23.45701964426798,Cubillas De Santa Marta,20.32622559481371,22.13326362304687,Hospital Rio Carrión,0.2400237297431311,La Cañada,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",458.0,0.0,0.85,0.0,0.0,0.89,0.0,0.0,0.99,0.89,0.0,,
34011,Amusco,Palencia,Castilla León,773.6923,-4.47014,42.17311,32,24,30,123,202,234,177,411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,60.33502984331143,Amusco,1.0238809900331616,18.398528908542108,Hospital Recoletas De Palencia,5.96464445738141,Canal De Castilla,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",367.0,0.17,1.0,0.99,0.0,0.88,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34012,Antigüedad,Palencia,Castilla León,833.6262,-4.118328,41.94587,6,21,40,75,198,191,149,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,61.18463974507184,Quintana Del Puente,16.317676653686007,33.55670129956459,Hospital San Telmo,11.396011345564492,San Pedro,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",362.0,0.0,0.98,0.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
34015,Arconada,Palencia,Castilla León,804.9647,-4.495456,42.32811,0,4,1,15,24,26,18,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,72.0630979403156,Fromista,10.401284133044294,34.87518695109989,Hospital Recoletas De Palencia,8.564372429041468,Marqués De Santillana,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
34017,Astudillo,Palencia,Castilla León,788.4464,-4.294691,42.19241,91,44,94,257,552,524,514,1038,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,58.36018045384249,Piña,11.750664684191966,28.22749421191325,Hospital Recoletas De Palencia,0.2836295039299544,Anacleto Orejón,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",820.0,0.0,0.84,0.85,0.0,0.98,0.0,0.0,0.97,0.97,0.0,,
34018,Autilla del Pino,Palencia,Castilla León,870.6778,-4.633556,41.99172,14,11,15,62,118,122,98,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,36.10849842345762,Grijota,7.621330885942142,7.829767381118374,Hospital Rio Carrión,6.716461736720389,Viñalta,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",200.0,0.0,0.01,0.92,0.0,0.0,0.0,0.0,1.0,0.2,0.0,,
34019,Autillo de Campos,Palencia,Castilla León,762.9597,-4.833488,42.08715,12,6,6,35,71,70,60,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,42.01725737169832,Cisneros,11.625250475031857,25.53570683363867,Hospital Recoletas De Palencia,4.292774803586769,San Agustín,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",105.0,0.0,0.97,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
34020,Ayuela,Palencia,Castilla León,952.0762,-4.660477,42.62606,0,3,1,12,37,35,18,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de León,81.6627760372246,Herrera Del Pisuerga,28.38448570297273,48.88390136196602,Hospital De León,4.032516010995051,La Valdavia,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",65.0,0.0,1.0,0.94,0.0,0.95,0.95,0.91,1.0,0.0,0.0,,
34022,Baltanás,Palencia,Castilla León,784.0414,-4.245831,41.93716,141,69,111,283,627,635,596,1231,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,56.09805912494215,Magaz,16.04944488262659,23.44306592429051,Hospital San Telmo,0.9547414575705778,San Pedro,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",1242.0,0.18,0.9,0.96,0.0,0.98,0.88,0.87,0.95,0.0,0.0,,
34023,Venta de Baños,Palencia,Castilla León,722.1985,-4.494053,41.92121,1065,363,587,1926,2388,3194,3135,6329,34.0,44.0,0.0,9.0,0.0,34.0,11.0,35.0,Aeropuerto de Valladolid,37.70413910230319,Venta De Baños,0.5180583622841706,8.449057487253382,Hospital San Telmo,0.1562406342807564,Sagrado Corazón,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",3606.0,0.1,1.0,0.98,0.0,0.99,0.98,0.97,1.0,1.0,0.61,1.0,0.0
34024,Baquerín de Campos,Palencia,Castilla León,749.9719,-4.78178,42.01602,1,1,0,4,15,13,8,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,34.54246136608891,Becerril,14.880886628843635,20.009181385959533,Hospital Recoletas De Palencia,7.685233778008471,San Agustín,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",23.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.72,0.23,0.0,,
34025,Bárcena de Campos,Palencia,Castilla León,845.1735,-4.498671,42.4837,0,1,4,7,41,27,26,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,73.59658934996678,Espinosa De Villagonzalo,10.225418368482853,52.07465583183223,Hospital Recoletas De Palencia,7.976484207168892,Centro De Educación Preescolar Villandrando,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",83.0,0.0,0.36,0.0,0.0,0.9,0.0,0.0,0.84,0.99,0.0,,
34027,Barruelo de Santullán,Palencia,Castilla León,1051.277,-4.28723,42.90768,110,73,99,261,620,583,580,1163,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Santander-Seve Ballesteros,68.8762456014892,Quintanilla De Las Torres,12.034886695575068,53.33657215501575,Hospital Sierrallana,0.1974369328836636,Nuestra Señora Del Carmen,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",1815.0,0.06,0.97,1.0,0.0,0.97,0.79,0.97,0.99,0.02,0.0,3.0,0.0
34028,Báscones de Ojeda,Palencia,Castilla León,962.8129,-4.527061,42.67077,6,5,15,24,83,71,62,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,82.29077316809295,Alar Del Rey,17.75080125822408,56.99641007544589,Hospital De León,8.047674616007043,La Valdavia,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",145.0,0.0,1.0,0.92,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
34029,Becerril de Campos,Palencia,Castilla León,769.5222,-4.639876,42.10857,77,35,73,208,364,377,380,757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,47.627347259911005,Becerril,0.7316976074269411,13.190472828656567,Hospital Recoletas De Palencia,0.6355870526146981,Cra Campos De Castilla,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",565.0,0.0,0.99,0.9,0.0,1.0,0.0,0.0,1.0,0.97,0.0,1.0,0.0
34031,Belmonte de Campos,Palencia,Castilla León,743.8493,-4.987806,41.94308,1,1,4,7,17,16,14,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,28.46491397669624,Cisneros,29.80653255904636,37.67970091105705,Hospital Rio Carrión,3.786721149265124,Cra Guareña,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",22.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,,
34032,Berzosilla,Palencia,Castilla León,826.7042,-4.038914,42.78024,5,1,3,11,27,28,19,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,58.41295815115257,Quintanilla De Las Torres,14.071698150334234,54.93882623417137,Complejo Asistencial Universitario De Burgos,17.824571068546387,La Cometa,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",114.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,1.0,0.11,0.0,,
34033,Boada de Campos,Palencia,Castilla León,748.0,-4.877423,41.98954,0,0,1,4,11,12,4,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,31.251471769178544,Cisneros,22.49771351252708,27.998581682687984,Hospital Rio Carrión,6.827430113885708,Nube De Algodón,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,,
34034,Boadilla del Camino,Palencia,Castilla León,782.657,-4.347185,42.25846,5,2,8,33,67,67,48,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,60.75930370053956,Fromista,4.615152880209156,31.31328816324883,Hospital Recoletas De Palencia,4.888402540375572,Pablo Saenz,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",107.0,0.0,1.0,0.98,0.0,0.99,0.98,0.96,1.0,0.0,0.0,,
34035,Boadilla de Rioseco,Palencia,Castilla León,783.1019,-4.968832,42.17916,7,2,7,24,61,62,39,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,53.1680915126531,Villada,7.340690353360366,39.82509462464718,Hospital Recoletas De Palencia,10.67262444927478,Valdecea,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",164.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
34036,Brañosera,Palencia,Castilla León,1200.068,-4.308174,42.93497,26,9,17,67,134,142,111,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Santander-Seve Ballesteros,67.3404282180127,Quintanilla De Las Torres,15.502456202445682,51.07932675872621,Hospital Sierrallana,3.3362652616528887,Nuestra Señora Del Carmen,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.,509.0,0.0,0.89,0.95,0.0,0.88,0.33,0.84,0.95,0.0,0.0,,
34037,Buenavista de Valdavia,Palencia,Castilla León,926.9855,-4.614254,42.63752,22,22,24,71,159,166,132,298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de León,85.51284840801684,Herrera Del Pisuerga,24.804233930227756,51.71138877050666,Hospital De León,0.179689003342584,La Valdavia,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",419.0,0.18,0.9,0.95,0.0,0.88,0.0,0.54,1.0,0.82,0.0,,
34038,Bustillo de la Vega,Palencia,Castilla León,885.0,-4.740725,42.45601,14,16,16,53,170,151,118,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de León,76.5379196594407,Sahagun,25.12445921564801,51.61165077442093,Hospital Recoletas De Palencia,6.805620138791693,Carlos Casado Del Alisal,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",199.0,0.0,0.05,0.0,0.0,0.75,0.0,0.0,1.0,0.78,0.0,,
34039,Bustillo del Páramo de Carrión,Palencia,Castilla León,854.3857,-4.738232,42.35588,0,3,1,10,42,35,21,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,72.42458525125812,Cisneros,20.505516969702764,41.15407232452844,Hospital Recoletas De Palencia,6.084985413904551,Carlos Casado Del Alisal,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,,
34041,Calahorra de Boedo,Palencia,Castilla León,868.8841,-4.386165,42.5752,8,0,6,15,54,39,44,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,67.49180417236123,Herrera Del Pisuerga,6.282997718556351,62.255936789396806,Complejo Asistencial Universitario De Burgos,4.822578835917206,Nuestra Señora De La Piedad,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",111.0,0.0,0.56,1.0,0.0,1.0,0.0,0.0,1.0,0.01,0.0,,
34042,Calzada de los Molinos,Palencia,Castilla León,827.0596,-4.652052,42.32693,26,22,25,81,156,168,142,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,70.53113766781483,Paredes De Nava,19.9283279858324,35.7621213363257,Hospital Recoletas De Palencia,0.0472137735992747,Santiago Apóstol,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",192.0,0.05,0.06,0.96,0.0,0.99,0.95,0.96,1.0,0.64,0.0,,
34045,Capillas,Palencia,Castilla León,760.7122,-4.890835,42.01353,4,1,4,18,45,42,30,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,34.00638334067842,Cisneros,20.004418167972315,29.04396035181816,Hospital Recoletas De Palencia,3.942259822512344,Nube De Algodón,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,,
34046,Cardeñosa de Volpejera,Palencia,Castilla León,827.3951,-4.701925,42.23212,3,8,6,17,26,35,25,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,59.35459797605034,Paredes De Nava,9.048356164100309,27.48793661088689,Hospital Recoletas De Palencia,3.2887664922284103,Escuela De Música De Carrión De Los Condes,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
34047,Carrión de los Condes,Palencia,Castilla León,837.2867,-4.601765,42.33895,275,112,181,513,919,971,1029,2000,16.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,72.88579451321637,Fromista,18.380463333344547,36.24127722487819,Hospital Recoletas De Palencia,0.2272067505228837,Naranjita,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",1472.0,0.2,0.92,0.93,0.0,0.99,0.91,0.91,1.0,0.99,0.0,,
34048,Castil de Vela,Palencia,Castilla León,759.6097,-4.958809,41.98415,0,1,5,11,38,29,26,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,31.90827416996739,Cisneros,24.677455481497024,34.76471942570221,Hospital Rio Carrión,1.4229336536041928,Cra Guareña,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,,
34049,Castrejón de la Peña,Palencia,Castilla León,1121.003,-4.599902,42.8079,20,10,22,71,197,170,150,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de León,89.73949690575101,Mave,28.155586294725044,48.16965199363002,Hospital De León,10.429199432161562,Modesto Lafuente,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",434.0,0.15,0.92,0.82,0.0,0.89,0.0,0.0,0.96,0.02,0.0,1.0,0.0
34050,Castrillo de Don Juan,Palencia,Castilla León,830.5445,-4.069573,41.792,5,14,12,33,121,103,82,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,65.41796660143123,Quintana Del Puente,33.73412525773862,34.33140569135884,Hospital Santos Reyes,13.866113504403826,Cra Antonio De Nebrija,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",266.0,0.0,0.45,0.0,0.0,1.0,0.0,0.0,1.0,0.8,0.0,,
34051,Castrillo de Onielo,Palencia,Castilla León,821.9319,-4.301824,41.85771,8,1,10,21,51,50,41,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,48.33420346770804,Magaz,17.057988261622857,23.535685705168618,Hospital San Telmo,6.633854465633316,Vinuesa,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",150.0,0.06,0.0,0.97,0.0,0.15,0.0,0.0,0.88,0.0,0.0,,
34052,Castrillo de Villavega,Palencia,Castilla León,851.3707,-4.480228,42.45428,5,3,8,49,104,91,78,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,71.54525552096123,Espinosa De Villagonzalo,9.119092768789208,48.94473177178157,Hospital Recoletas De Palencia,4.91277439037376,Centro De Educación Preescolar Villandrando,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",228.0,0.0,0.1,0.0,0.0,0.97,0.0,0.0,0.83,0.59,0.0,,
34053,Castromocho,Palencia,Castilla León,758.2964,-4.823366,42.03073,19,8,18,52,100,104,93,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,35.79225503679638,Becerril,16.746713035874578,23.508775298909143,Hospital Recoletas De Palencia,6.966408982251997,San Agustín,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",174.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
34055,Cervatos de la Cueza,Palencia,Castilla León,853.0574,-4.769318,42.29036,12,4,35,50,140,138,103,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,64.90167089582785,Cisneros,12.892435701185867,35.88773888144138,Hospital Recoletas De Palencia,7.687073199626814,Escuela De Música De Carrión De Los Condes,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",256.0,0.25,0.97,0.0,0.0,0.39,0.0,0.0,1.0,0.0,0.0,,
34056,Cervera de Pisuerga,Palencia,Castilla León,1007.858,-4.499135,42.86576,290,134,229,597,1033,1112,1171,2283,14.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Santander-Seve Ballesteros,83.08202255985833,Aguilar De Campoo,23.46422985412348,56.43531650126005,Hospital De León,0.3512099576439164,Modesto Lafuente,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",2667.0,0.08,0.87,0.74,0.0,0.95,0.63,0.61,0.98,0.86,0.0,,
34057,Cevico de la Torre,Palencia,Castilla León,754.6013,-4.410702,41.8524,36,15,39,94,292,240,236,476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,39.70889567952878,Venta De Baños,10.084302109574692,18.176436809871824,Hospital San Telmo,8.371274571100171,Cra Del Cerrato,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",375.0,0.25,1.0,0.96,0.0,1.0,0.97,0.95,1.0,1.0,0.0,,
34058,Cevico Navero,Palencia,Castilla León,829.4386,-4.183983,41.86105,5,6,8,47,112,105,73,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,57.744108502289,Magaz,24.25183963638895,31.43780689116563,Hospital San Telmo,8.556758480906215,Vinuesa,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",263.0,0.16,0.94,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
34059,Cisneros,Palencia,Castilla León,804.7203,-4.857163,42.22045,35,22,33,93,248,211,220,431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,56.8106537692406,Cisneros,3.313848650550021,34.68730751181332,Hospital Recoletas De Palencia,14.766600812162928,Escuela De Música De Carrión De Los Condes,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",352.0,0.18,0.96,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34060,Cobos de Cerrato,Palencia,Castilla León,819.4964,-4.0022,42.02774,6,4,18,27,73,71,57,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,47.99918464717735,Quintana Del Puente,17.26402582114728,42.85747568593828,Hospital San Telmo,11.67637520141385,Virgen De Los Escuderos,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",210.0,0.0,0.26,0.96,0.0,0.0,0.0,0.0,1.0,0.88,0.0,,
34061,Collazos de Boedo,Palencia,Castilla León,916.8154,-4.483604,42.6189,5,3,15,16,60,58,41,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,76.71604070588727,Herrera Del Pisuerga,13.891889524158657,62.35824368370204,Hospital De León,10.803553806727177,La Valdavia,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",116.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
34062,Congosto de Valdavia,Palencia,Castilla León,973.56,-4.633691,42.71569,3,2,9,35,91,88,52,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de León,84.86105960409488,Alar Del Rey,27.21214924232141,47.16774553159611,Hospital De León,9.00012673360144,La Valdavia,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",225.0,0.0,0.06,0.68,0.0,0.86,0.0,0.67,0.98,0.11,0.0,,
34063,Cordovilla la Real,Palencia,Castilla León,745.9448,-4.2593,42.07946,19,10,10,34,59,74,58,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,60.85952226876332,Quintana Del Puente,5.023628690212006,23.356374735438926,Hospital San Telmo,7.295490737007895,Héroes De La Independencia,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",102.0,0.0,1.0,0.99,0.0,0.15,0.0,0.0,1.0,0.1,0.0,,
34066,Cubillas de Cerrato,Palencia,Castilla León,743.376,-4.466344,41.79859,5,2,7,18,33,38,27,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,33.284689755247335,Cubillas De Santa Marta,9.484037484218208,22.249774544120196,Hospital San Telmo,5.598736260892248,Sagrados Corazones,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",117.0,0.0,0.03,0.94,0.0,0.0,0.0,0.0,1.0,0.53,0.0,,
34067,Dehesa de Montejo,Palencia,Castilla León,1091.726,-4.509432,42.81898,8,2,11,35,80,84,52,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Santander-Seve Ballesteros,87.58951506207957,Mave,21.885494070909388,55.50782296276381,Hospital De León,5.012988542216336,Modesto Lafuente,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",188.0,0.0,0.81,0.78,0.0,0.6,0.0,0.0,1.0,0.73,0.0,1.0,0.0
34068,Dehesa de Romanos,Palencia,Castilla León,943.8187,-4.435236,42.63984,5,5,5,17,17,32,17,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,74.01496240097079,Alar Del Rey,10.332381528772288,65.23336128757006,Hospital De León,9.511491132284426,Nuestra Señora De La Piedad,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.01,0.0,,
34069,Dueñas,Palencia,Castilla León,723.9095,-4.545815,41.8762,354,143,246,695,1146,1309,1275,2584,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Valladolid,31.252741789866565,Dueñas,0.6887039540805557,13.420675823623954,Hospital San Telmo,0.0490065728299777,Reyes Católicos,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",1640.0,0.06,0.99,0.93,0.0,1.0,0.92,0.87,1.0,1.0,0.02,1.0,0.0
34070,Espinosa de Cerrato,Palencia,Castilla León,864.7267,-3.951763,41.96826,5,3,11,24,80,71,52,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,50.82377689393615,Quintana Del Puente,23.916916539444376,39.65830984651308,Hospital Santos Reyes,16.0373752006637,Cra Antonio De Nebrija,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",274.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,
34071,Espinosa de Villagonzalo,Palencia,Castilla León,831.9033,-4.371218,42.47999,6,7,14,30,98,85,70,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Burgos,63.251292858837495,Espinosa De Villagonzalo,0.2914451386023665,53.40286559104694,Hospital Recoletas De Palencia,7.440352785392119,Nuestra Señora De Ronte,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",186.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
