cmun,municipality,municipality_1,municipality_2,province,autonomous_community,latitude,longitude,altitude
21064,San Juan del Puerto,sanjuandelpuerto,,Huelva,Andalucía,37.31416,-6.840784,8.0
21065,Sanlúcar de Guadiana,sanlucardeguadiana,,Huelva,Andalucía,37.47318,-7.467861,15.38703
21066,San Silvestre de Guzmán,sansilvestredeguzman,,Huelva,Andalucía,37.3884,-7.350305,152.8138
21067,Santa Ana la Real,santaanalareal,,Huelva,Andalucía,37.86396,-6.724445,637.6948
21068,Santa Bárbara de Casa,santabarbaradecasa,,Huelva,Andalucía,37.79655,-7.188633,310.5924
21069,Santa Olalla del Cala,santaolalladelcala,,Huelva,Andalucía,37.90651,-6.229617,518.6226
21070,Trigueros,trigueros,,Huelva,Andalucía,37.38319,-6.833752,78.58913
21071,Valdelarco,valdelarco,,Huelva,Andalucía,37.95044,-6.683222,619.3045
21072,Valverde del Camino,valverdedelcamino,,Huelva,Andalucía,37.57339,-6.753376,282.4763
21073,Villablanca,villablanca,,Huelva,Andalucía,37.30373,-7.341905,95.63974
21074,Villalba del Alcor,villalbadelalcor,,Huelva,Andalucía,37.39729,-6.476595,161.8071
21075,Villanueva de las Cruces,villanuevadelascruces,,Huelva,Andalucía,37.62762,-7.024521,119.6258
21076,Villanueva de los Castillejos,villanuevadeloscastillejos,,Huelva,Andalucía,37.50046,-7.272443,225.0
21077,Villarrasa,villarrasa,,Huelva,Andalucía,37.38945,-6.606914,66.98409
21078,Zalamea la Real,zalamealareal,,Huelva,Andalucía,37.67891,-6.660578,409.5469
21079,Zufre,zufre,,Huelva,Andalucía,37.83384,-6.338613,441.5297
22001,Abiego,abiego,,Huesca,Aragón,42.12121,-0.0710325,527.2344
22002,Abizanda,abizanda,,Huesca,Aragón,42.24253,0.1962168,603.4579
22003,Adahuesca,adahuesca,,Huesca,Aragón,42.14478,-0.0074547,605.8567
22004,Agüero,aguero,,Huesca,Aragón,42.35485,-0.7945753,665.527
22006,Aisa,aisa,,Huesca,Aragón,42.68278,0.6169444,1818.995
22007,Albalate de Cinca,albalatedecinca,,Huesca,Aragón,41.72295,0.145821,193.5133
22008,Albalatillo,albalatillo,,Huesca,Aragón,41.73671,-0.1505924,261.1216
22009,Albelda,albelda,,Huesca,Aragón,41.86542,0.4611521,364.2167
22011,Albero Alto,alberoalto,,Huesca,Aragón,42.05005,-0.3374676,438.0544
22012,Albero Bajo,alberobajo,,Huesca,Aragón,42.0252,-0.3813607,400.0
22013,Alberuela de Tubo,alberueladetubo,,Huesca,Aragón,41.9088,-0.2136612,350.1249
22014,Alcalá de Gurrea,alcaladegurrea,,Huesca,Aragón,42.06782,-0.6856087,446.0858
22015,Alcalá del Obispo,alcaladelobispo,,Huesca,Aragón,42.07784,-0.2930976,512.0583
22016,Alcampell,alcampell,,Huesca,Aragón,41.9059,0.4318866,503.4557
22017,Alcolea de Cinca,alcoleadecinca,,Huesca,Aragón,41.71719,0.1180138,196.6943
22018,Alcubierre,alcubierre,,Huesca,Aragón,41.8068,-0.4514643,452.4926
22019,Alerre,alerre,,Huesca,Aragón,42.16312,-0.462901,500.0
22020,Alfántega,alfantega,,Huesca,Aragón,41.82908,0.1477768,248.8059
22021,Almudévar,almudevar,,Huesca,Aragón,42.03736,-0.5796334,401.6333
22022,Almunia de San Juan,almuniadesanjuan,,Huesca,Aragón,41.93567,0.24484,352.0343
22023,Almuniente,almuniente,,Huesca,Aragón,41.94961,-0.4104751,340.9094
22024,Alquézar,alquezar,,Huesca,Aragón,42.17119,0.0240388,629.8254
22025,Altorricón,altorricon,,Huesca,Aragón,41.80322,0.4131394,264.4067
22027,Angüés,angues,,Huesca,Aragón,42.11126,-0.153561,540.0
22028,Ansó,anso,,Huesca,Aragón,42.75754,-0.8281171,866.3192
22029,Antillón,antillon,,Huesca,Aragón,42.0359,-0.1623112,488.7307
22032,Aragüés del Puerto,araguesdelpuerto,,Huesca,Aragón,42.70673,-0.6700809,948.0828
22035,Arén,aren,,Huesca,Aragón,42.25887,0.7209243,754.0966
22036,Argavieso,argavieso,,Huesca,Aragón,42.05301,-0.2790706,471.885
22037,Arguis,arguis,,Huesca,Aragón,42.31468,-0.4385688,1058.686
22039,Ayerbe,ayerbe,,Huesca,Aragón,42.27497,-0.6887537,592.9154
22040,Azanuy-Alins,azanuyalins,,Huesca,Aragón,41.9738,0.3116778,449.2497
22041,Azara,azara,,Huesca,Aragón,42.06894,-0.0314073,440.0
22042,Azlor,azlor,,Huesca,Aragón,42.09446,-0.0439338,487.5061
22043,Baélls,baells,,Huesca,Aragón,41.95377,0.4596325,613.6285
22044,Bailo,bailo,,Huesca,Aragón,42.51,-0.8113827,700.7607
22045,Baldellou,baldellou,,Huesca,Aragón,41.91793,0.5468061,464.8766
22046,Ballobar,ballobar,,Huesca,Aragón,41.62202,0.1911941,158.806
22047,Banastás,banastas,,Huesca,Aragón,42.18112,-0.4504838,534.7084
22048,Barbastro,barbastro,,Huesca,Aragón,42.0348,0.1239805,336.4226
22049,Barbués,barbues,,Huesca,Aragón,41.97961,-0.419158,360.2759
22050,Barbuñales,barbunales,,Huesca,Aragón,42.02539,-0.0875083,459.5806
22051,Bárcabo,barcabo,,Huesca,Aragón,42.24125,0.0694723,718.25
22052,Belver de Cinca,belverdecinca,,Huesca,Aragón,41.68973,0.1784385,195.5677
22053,Benabarre,benabarre,,Huesca,Aragón,42.10639,0.4791799,720.4813
22054,Benasque,benasque,,Huesca,Aragón,42.60514,0.5239731,1158.04
22055,Berbegal,berbegal,,Huesca,Aragón,41.96134,-0.0015523,513.5282
22057,Bielsa,bielsa,,Huesca,Aragón,42.6338,0.2184766,1021.674
22058,Bierge,bierge,,Huesca,Aragón,42.16133,-0.0829719,571.966
22059,Biescas,biescas,,Huesca,Aragón,42.62798,-0.3246984,866.7526
22060,Binaced,binaced,,Huesca,Aragón,41.82656,0.2010187,281.8098
22061,Binéfar,binefar,,Huesca,Aragón,41.85286,0.2937235,288.9169
22062,Bisaurri,bisaurri,,Huesca,Aragón,42.4967,0.5070404,1059.666
22063,Biscarrués,biscarrues,,Huesca,Aragón,42.22821,-0.7515044,460.8647
22064,Blecua y Torres,blecuaytorres,,Huesca,Aragón,42.05741,-0.1870271,462.2051
22066,Boltaña,boltana,,Huesca,Aragón,42.44247,0.0698157,581.7597
22067,Bonansa,bonansa,,Huesca,Aragón,42.4271,0.6676375,1248.454
22068,Borau,borau,,Huesca,Aragón,42.65874,-0.5881645,993.8726
22069,Broto,broto,,Huesca,Aragón,42.60481,-0.1235453,900.7473
22072,Caldearenas,caldearenas,,Huesca,Aragón,42.39699,-0.4999619,646.5828
22074,Campo,campo,,Huesca,Aragón,42.40875,0.3940125,666.6902
22075,Camporrélls,camporrells,,Huesca,Aragón,41.95886,0.5218998,619.9485
22076,Canal de Berdún,canaldeberdun,,Huesca,Aragón,42.60377,-0.8584673,657.1034
22077,Candasnos,candasnos,,Huesca,Aragón,41.50383,0.0641451,285.8304
22078,Canfranc,canfranc,,Huesca,Aragón,42.71557,-0.5256487,1056.137
22079,Capdesaso,capdesaso,,Huesca,Aragón,41.84393,-0.1854229,308.4349
22080,Capella,capella,,Huesca,Aragón,42.19704,0.3961923,506.7932
22081,Casbas de Huesca,casbasdehuesca,,Huesca,Aragón,42.15627,-0.1404078,560.2505
22082,Castejón del Puente,castejondelpuente,,Huesca,Aragón,41.96238,0.1569228,346.0452
22083,Castejón de Monegros,castejondemonegros,,Huesca,Aragón,41.61756,-0.2399075,470.3977
22084,Castejón de Sos,castejondesos,,Huesca,Aragón,42.5132,0.4930989,914.6373
22085,Castelflorite,castelflorite,,Huesca,Aragón,41.80238,-0.0215957,310.2441
22086,Castiello de Jaca,castiellodejaca,,Huesca,Aragón,42.6319,-0.5506048,898.745
22087,Castigaleu,castigaleu,,Huesca,Aragón,42.20435,0.5783337,836.4407
22088,Castillazuelo,castillazuelo,,Huesca,Aragón,42.06716,0.0654169,362.4823
22089,Castillonroy,castillonroy,,Huesca,Aragón,41.88442,0.5141938,460.0535
22090,Colungo,colungo,,Huesca,Aragón,42.17274,0.0645458,592.0106
22094,Chalamera,chalamera,,Huesca,Aragón,41.66556,0.1619226,194.1678
22095,Chía,chia,,Huesca,Aragón,42.52047,0.4657107,1178.088
22096,Chimillas,chimillas,,Huesca,Aragón,42.17066,-0.4507998,521.475
22099,Esplús,esplus,,Huesca,Aragón,41.79845,0.2743229,280.312
22102,Estada,estada,,Huesca,Aragón,42.07153,0.2348273,370.5751
22103,Estadilla,estadilla,,Huesca,Aragón,42.056,0.2439407,452.7106
22105,Estopiñán del Castillo,estopinandelcastillo,,Huesca,Aragón,41.99734,0.5428858,734.6618
22106,Fago,fago,,Huesca,Aragón,42.73519,-0.8654409,900.0
22107,Fanlo,fanlo,,Huesca,Aragón,42.58699,-0.0211814,1362.342
22109,Fiscal,fiscal,,Huesca,Aragón,42.49565,-0.1211532,768.2214
22110,Fonz,fonz,,Huesca,Aragón,42.01005,0.2583155,442.3823
22111,Foradada del Toscar,foradadadeltoscar,,Huesca,Aragón,42.41026,0.3507822,984.6446
22112,Fraga,fraga,,Huesca,Aragón,41.52243,0.3489263,129.2042
22113,"Fueva, La",fuevala,,Huesca,Aragón,42.45247,0.2807868,958.5854
22114,Gistaín,gistain,,Huesca,Aragón,42.59116,0.3360597,1436.18
22115,"Grado, El",gradoel,,Huesca,Aragón,42.15097,0.2234078,421.8172
22116,Grañén,granen,,Huesca,Aragón,41.93995,-0.3692021,328.7679
22117,Graus,graus,,Huesca,Aragón,42.19274,0.3389097,457.7887
22119,Gurrea de Gállego,gurreadegallego,,Huesca,Aragón,42.01335,-0.7621484,339.3757
22122,Hoz de Jaca,hozdejaca,,Huesca,Aragón,42.69039,-0.3062892,1257.866
22124,Huerto,huerto,,Huesca,Aragón,41.93188,-0.1666296,372.563
22125,Huesca,huesca,,Huesca,Aragón,42.1401,-0.408898,467.0
22126,Ibieca,ibieca,,Huesca,Aragón,42.16119,-0.2077939,640.0
22127,Igriés,igries,,Huesca,Aragón,42.21444,-0.4315612,602.9488
22128,Ilche,ilche,,Huesca,Aragón,41.95788,0.0574015,321.2749
22129,Isábena,isabena,,Huesca,Aragón,42.31,0.527,793.2245
22130,Jaca,jaca,,Huesca,Aragón,42.57101,-0.5494531,815.3232
22131,Jasa,jasa,,Huesca,Aragón,42.69462,-0.665348,950.1556
22133,Labuerda,labuerda,,Huesca,Aragón,42.452,0.1346856,568.3488
22135,Laluenga,laluenga,,Huesca,Aragón,42.00335,-0.0464519,469.2747
22136,Lalueza,lalueza,,Huesca,Aragón,41.84184,-0.255536,287.3316
22137,Lanaja,lanaja,,Huesca,Aragón,41.77214,-0.32952,373.5856
22139,Laperdiguera,laperdiguera,,Huesca,Aragón,41.99125,-0.0464749,460.3023
22141,Lascellas-Ponzano,lascellasponzano,,Huesca,Aragón,42.06499,-0.075216,520.0
22142,Lascuarre,lascuarre,,Huesca,Aragón,42.19926,0.5159816,639.2742
22143,Laspaúles,laspaules,,Huesca,Aragón,42.47078,0.5984959,1445.999
22144,Laspuña,laspuna,,Huesca,Aragón,42.50342,0.1536913,699.6177
22149,Loarre,loarre,,Huesca,Aragón,42.31464,-0.6249158,778.4832
22150,Loporzano,loporzano,,Huesca,Aragón,42.16131,-0.324034,575.7261
22151,Loscorrales,loscorrales,,Huesca,Aragón,42.25349,-0.6408842,622.3267
22155,Monesma y Cajigar,monesmaycajigar,,Huesca,Aragón,42.26012,0.5972991,1022.985
22156,Monflorite-Lascasas,monfloritelascasas,,Huesca,Aragón,42.09462,-0.3563396,435.7766
22157,Montanuy,montanuy,,Huesca,Aragón,42.46497,0.6956547,1190.101
22158,Monzón,monzon,,Huesca,Aragón,41.91031,0.1946406,283.2903
22160,Naval,naval,,Huesca,Aragón,42.1935,0.152271,605.8396
22162,Novales,novales,,Huesca,Aragón,42.03196,-0.2884137,448.5544
22163,Nueno,nueno,,Huesca,Aragón,42.26603,-0.4402177,725.6004
22164,Olvena,olvena,,Huesca,Aragón,42.10948,0.2596299,516.8267
22165,Ontiñena,ontinena,,Huesca,Aragón,41.67529,0.0884791,203.3611
22167,Osso de Cinca,ossodecinca,,Huesca,Aragón,41.66531,0.1914486,171.382
22168,Palo,palo,,Huesca,Aragón,42.32282,0.24378,706.9058
22170,Panticosa,panticosa,,Huesca,Aragón,42.72368,-0.282123,1168.466
22172,Peñalba,penalba,,Huesca,Aragón,41.50001,-0.0384445,248.4572
22173,"Peñas de Riglos, Las",penasderigloslas,,Huesca,Aragón,42.34886,-0.7268404,675.6453
22174,Peralta de Alcofea,peraltadealcofea,,Huesca,Aragón,41.93196,-0.0664381,401.0762
22175,Peralta de Calasanz,peraltadecalasanz,,Huesca,Aragón,42.01811,0.3936722,749.5464
22176,Peraltilla,peraltilla,,Huesca,Aragón,42.05527,-0.0169962,425.7468
22177,Perarrúa,perarrua,,Huesca,Aragón,42.26766,0.3514397,509.4039
22178,Pertusa,pertusa,,Huesca,Aragón,42.00211,-0.1273263,349.1424
22181,Piracés,piraces,,Huesca,Aragón,42.00398,-0.3173049,420.6216
22182,Plan,plan,,Huesca,Aragón,42.56667,-0.3333333,1009.788
22184,Poleñino,polenino,,Huesca,Aragón,41.87049,-0.3096014,296.7819
22186,Pozán de Vero,pozandevero,,Huesca,Aragón,42.08028,0.0336244,395.2215
22187,"Puebla de Castro, La",puebladecastrola,,Huesca,Aragón,42.14466,0.2874012,639.121
22188,Puente de Montañana,puentedemontanana,,Huesca,Aragón,42.15042,0.6935181,533.9636
22189,Puértolas,puertolas,,Huesca,Aragón,42.54812,0.132426,1167.452
22190,"Pueyo de Araguás, El",pueyodearaguasel,,Huesca,Aragón,42.44161,0.1618542,683.9696
22193,Pueyo de Santa Cruz,pueyodesantacruz,,Huesca,Aragón,41.85814,0.1572041,253.1434
22195,Quicena,quicena,,Huesca,Aragón,42.14807,-0.3585494,478.8754
22197,Robres,robres,,Huesca,Aragón,41.86637,-0.4609118,401.188
22199,Sabiñánigo,sabinanigo,,Huesca,Aragón,42.5197,-0.3650786,798.9523
22200,Sahún,sahun,,Huesca,Aragón,42.57606,0.4648095,1150.486
22201,Salas Altas,salasaltas,,Huesca,Aragón,42.11472,0.0712943,532.2599
22202,Salas Bajas,salasbajas,,Huesca,Aragón,42.09966,0.0836292,445.015
22203,Salillas,salillas,,Huesca,Aragón,41.99313,-0.2247787,417.588
22204,Sallent de Gállego,sallentdegallego,,Huesca,Aragón,42.77204,-0.3347842,1311.04
22205,San Esteban de Litera,sanestebandelitera,,Huesca,Aragón,41.90414,0.3258535,429.2248
22206,Sangarrén,sangarren,,Huesca,Aragón,42.01752,-0.4311999,364.8689
22207,San Juan de Plan,sanjuandeplan,,Huesca,Aragón,42.5874,0.3445169,1160.746
22208,Santa Cilia,santacilia,,Huesca,Aragón,42.56117,-0.7136365,645.163
22209,Santa Cruz de la Serós,santacruzdelaseros,,Huesca,Aragón,42.52251,-0.6743599,782.9228
22212,Santaliestra y San Quílez,santaliestraysanquilez,,Huesca,Aragón,42.30676,0.3654154,560.1749
22213,Sariñena,sarinena,,Huesca,Aragón,41.79218,-0.1572419,287.0003
22214,Secastilla,secastilla,,Huesca,Aragón,42.18098,0.2667636,603.276
22215,Seira,seira,,Huesca,Aragón,42.48045,0.4298865,898.3008
22217,Sena,sena,,Huesca,Aragón,41.71468,-0.0437513,218.4069
22218,Senés de Alcubierre,senesdealcubierre,,Huesca,Aragón,41.90733,-0.4904756,390.8914
22220,Sesa,sesa,,Huesca,Aragón,41.99627,-0.2454906,443.4355
22221,Sesué,sesue,,Huesca,Aragón,42.55166,0.4727303,1010.999
22222,Siétamo,sietamo,,Huesca,Aragón,42.12341,-0.2796467,552.3276
22223,Sopeira,sopeira,,Huesca,Aragón,42.31677,0.7468303,749.4668
22225,Tamarite de Litera,tamaritedelitera,,Huesca,Aragón,41.86698,0.4220118,361.4778
22226,Tardienta,tardienta,,Huesca,Aragón,41.97935,-0.538924,383.5266
22227,Tella-Sin,tellasin,,Huesca,Aragón,42.58333,0.2,873.3126
22228,Tierz,tierz,,Huesca,Aragón,42.13257,-0.3533829,465.9984
22229,Tolva,tolva,,Huesca,Aragón,42.11551,0.56399,680.778
22232,Torralba de Aragón,torralbadearagon,,Huesca,Aragón,41.93518,-0.5106578,391.9379
22233,Torre la Ribera,torrelaribera,,Huesca,Aragón,42.37292,0.5268245,1119.165
22234,Torrente de Cinca,torrentedecinca,,Huesca,Aragón,41.47287,0.3348973,113.8372
22235,Torres de Alcanadre,torresdealcanadre,,Huesca,Aragón,41.968,-0.1109713,390.6137
22236,Torres de Barbués,torresdebarbues,,Huesca,Aragón,41.95996,-0.4323657,356.6004
22239,Tramaced,tramaced,,Huesca,Aragón,41.97267,-0.2976621,401.6354
22242,Valfarta,valfarta,,Huesca,Aragón,41.55791,-0.1338425,366.5498
22243,Valle de Bardají,valledebardaji,,Huesca,Aragón,42.43333,0.4666667,953.4558
22244,Valle de Lierp,valledelierp,,Huesca,Aragón,42.38,0.489,1064.261
22245,Velilla de Cinca,velilladecinca,,Huesca,Aragón,41.587,0.261464,129.0712
22247,Viacamp y Litera,viacampylitera,,Huesca,Aragón,42.12725,0.6159651,892.478
22248,Vicién,vicien,,Huesca,Aragón,42.0555,-0.4401985,397.6077
22249,Villanova,villanova,,Huesca,Aragón,42.54668,0.4618572,982.9814
22250,Villanúa,villanua,,Huesca,Aragón,42.67982,-0.5308006,955.9241
22251,Villanueva de Sigena,villanuevadesigena,,Huesca,Aragón,41.71533,-0.0088677,231.32
22252,Yebra de Basa,yebradebasa,,Huesca,Aragón,42.48631,-0.2820295,890.7194
22253,Yésero,yesero,,Huesca,Aragón,42.61928,-0.2497312,1076.43
22254,Zaidín,zaidin,,Huesca,Aragón,41.60407,0.266089,162.6138
22901,Valle de Hecho,valledehecho,,Huesca,Aragón,42.7395,-0.7503078,836.0576
22902,Puente la Reina de Jaca,puentelareinadejaca,,Huesca,Aragón,42.56241,-0.787348,621.0272
22903,San Miguel del Cinca,sanmigueldelcinca,,Huesca,Aragón,41.82222,0.0761111,264.1327
22904,"Sotonera, La",sotonerala,,Huesca,Aragón,42.25468,-0.5446912,600.4966
22905,Lupiñén-Ortilla,lupinenortilla,,Huesca,Aragón,42.17545,-0.5807649,464.1017
22906,Santa María de Dulcis,santamariadedulcis,,Huesca,Aragón,42.12139,0.0238889,444.2901
22907,Aínsa-Sobrarbe,ainsasobrarbe,,Huesca,Aragón,42.41556,0.1469093,533.0886
22908,Hoz y Costean,hozycostean,,Huesca,Aragón,42.13334,0.1333333,567.6984
22909,Vencillón,vencillon,,Huesca,Aragón,41.7051,0.3219554,199.0715
23001,Albanchez de Mágina,albanchezdemagina,,Jaén,Andalucía,37.79165,-3.468285,838.4496
23002,Alcalá la Real,alcalalareal,,Jaén,Andalucía,37.46358,-3.925078,929.4698
23003,Alcaudete,alcaudete,,Jaén,Andalucía,37.59106,-4.086735,660.8123
23004,Aldeaquemada,aldeaquemada,,Jaén,Andalucía,38.41182,-3.371774,700.2711
23005,Andújar,andujar,,Jaén,Andalucía,38.03675,-4.054391,215.333
23006,Arjona,arjona,,Jaén,Andalucía,37.93648,-4.054891,436.5915
23007,Arjonilla,arjonilla,,Jaén,Andalucía,37.97355,-4.107027,348.891
23008,Arquillos,arquillos,,Jaén,Andalucía,38.18201,-3.430886,382.3034
23009,Baeza,baeza,,Jaén,Andalucía,37.99343,-3.469237,759.475
23010,Bailén,bailen,,Jaén,Andalucía,38.09588,-3.774859,350.999
23011,Baños de la Encina,banosdelaencina,,Jaén,Andalucía,38.17133,-3.774258,419.4892
23012,Beas de Segura,beasdesegura,,Jaén,Andalucía,38.25238,-2.889883,581.1347
23014,Begíjar,begijar,,Jaén,Andalucía,37.98452,-3.53483,556.9252
23015,Bélmez de la Moraleda,belmezdelamoraleda,,Jaén,Andalucía,37.7239,-3.38222,863.7288
23016,Benatae,benatae,,Jaén,Andalucía,38.35257,-2.650866,854.9232
23017,Cabra del Santo Cristo,cabradelsantocristo,,Jaén,Andalucía,37.70535,-3.286108,946.8475
23018,Cambil,cambil,,Jaén,Andalucía,37.67691,-3.565627,766.1705
23019,Campillo de Arenas,campillodearenas,,Jaén,Andalucía,37.55593,-3.635789,873.8444
23020,Canena,canena,,Jaén,Andalucía,38.04868,-3.482172,522.5807
23021,Carboneros,carboneros,,Jaén,Andalucía,38.22952,-3.631522,403.3349
23024,"Carolina, La",carolinala,,Jaén,Andalucía,38.27468,-3.615412,598.452
23025,Castellar,castellar,,Jaén,Andalucía,38.25621,-3.131925,755.1962
23026,Castillo de Locubín,castillodelocubin,,Jaén,Andalucía,37.52826,-3.943678,702.9443
23027,Cazalilla,cazalilla,,Jaén,Andalucía,37.9846,-3.882231,299.448
23028,Cazorla,cazorla,,Jaén,Andalucía,37.91055,-3.002167,803.9982
23029,Chiclana de Segura,chiclanadesegura,,Jaén,Andalucía,38.31147,-3.042188,849.2234
23030,Chilluévar,chilluevar,,Jaén,Andalucía,38.00106,-3.031099,731.5903
23031,Escañuela,escanuela,,Jaén,Andalucía,37.87872,-4.033281,319.1237
23032,Espeluy,espeluy,,Jaén,Andalucía,38.03308,-3.861802,279.3584
23033,Frailes,frailes,,Jaén,Andalucía,37.48515,-3.838214,965.3821
23034,Fuensanta de Martos,fuensantademartos,,Jaén,Andalucía,37.64784,-3.906,739.0327
23035,Fuerte del Rey,fuertedelrey,,Jaén,Andalucía,37.87396,-3.884589,436.6272
23037,Génave,genave,,Jaén,Andalucía,38.43014,-2.732766,828.0142
23038,"Guardia de Jaén, La",guardiadejaenla,,Jaén,Andalucía,37.74164,-3.692717,617.7798
23039,Guarromán,guarroman,,Jaén,Andalucía,38.18151,-3.686501,348.1273
23040,Lahiguera,lahiguera,,Jaén,Andalucía,37.97049,-3.989164,372.6848
23041,Higuera de Calatrava,higueradecalatrava,,Jaén,Andalucía,37.7969,-4.154945,327.069
23042,Hinojares,hinojares,,Jaén,Andalucía,37.71555,-2.999204,662.6468
23043,Hornos,hornos,,Jaén,Andalucía,38.21679,-2.720247,856.1879
23044,Huelma,huelma,,Jaén,Andalucía,37.64524,-3.455428,957.8574
23045,Huesa,huesa,,Jaén,Andalucía,37.76411,-3.078167,633.4688
23046,Ibros,ibros,,Jaén,Andalucía,38.02261,-3.502375,595.4207
23047,"Iruela, La",iruelala,,Jaén,Andalucía,37.92038,-2.993985,940.507
23048,Iznatoraf,iznatoraf,,Jaén,Andalucía,38.15744,-3.032914,1037.591
23049,Jabalquinto,jabalquinto,,Jaén,Andalucía,38.01932,-3.724704,487.9245
23050,Jaén,jaen,,Jaén,Andalucía,37.76574,-3.789518,576.3939
23051,Jamilena,jamilena,,Jaén,Andalucía,37.74709,-3.912299,754.0273
23052,Jimena,jimena,,Jaén,Andalucía,37.84158,-3.476529,610.7731
23053,Jódar,jodar,,Jaén,Andalucía,37.84398,-3.352545,650.8392
23054,Larva,larva,,Jaén,Andalucía,37.75892,-3.20015,736.2119
23055,Linares,linares,,Jaén,Andalucía,38.09362,-3.635844,410.825
23056,Lopera,lopera,,Jaén,Andalucía,37.94367,-4.214694,272.2022
23057,Lupión,lupion,,Jaén,Andalucía,37.99656,-3.546936,500.9033
23058,Mancha Real,manchareal,,Jaén,Andalucía,37.78617,-3.612393,759.8338
23059,Marmolejo,marmolejo,,Jaén,Andalucía,38.04433,-4.170608,244.3259
23060,Martos,martos,,Jaén,Andalucía,37.72278,-3.966259,739.3722
23061,Mengíbar,mengibar,,Jaén,Andalucía,37.96833,-3.808806,322.3982
23062,Montizón,montizon,,Jaén,Andalucía,38.34243,-3.103404,644.2109
23063,Navas de San Juan,navasdesanjuan,,Jaén,Andalucía,38.18464,-3.315369,660.0787
23064,Noalejo,noalejo,,Jaén,Andalucía,37.52939,-3.653675,1090.677
23065,Orcera,orcera,,Jaén,Andalucía,38.31738,-2.664912,758.6879
23066,Peal de Becerro,pealdebecerro,,Jaén,Andalucía,37.91332,-3.121655,548.8191
23067,Pegalajar,pegalajar,,Jaén,Andalucía,37.73797,-3.651098,795.4036
23069,Porcuna,porcuna,,Jaén,Andalucía,37.87086,-4.184721,468.4524
23070,Pozo Alcón,pozoalcon,,Jaén,Andalucía,37.70512,-2.93436,866.2172
23071,Puente de Génave,puentedegenave,,Jaén,Andalucía,38.35323,-2.804408,546.5222
23072,"Puerta de Segura, La",puertadesegurala,,Jaén,Andalucía,38.34861,-2.737147,584.877
23073,Quesada,quesada,,Jaén,Andalucía,37.8451,-3.067591,679.3597
23074,Rus,rus,,Jaén,Andalucía,38.04807,-3.462054,589.6185
23075,Sabiote,sabiote,,Jaén,Andalucía,38.06915,-3.306595,829.248
23076,Santa Elena,santaelena,,Jaén,Andalucía,38.33911,-3.539236,744.1349
23077,Santiago de Calatrava,santiagodecalatrava,,Jaén,Andalucía,37.75299,-4.169107,391.0764
23079,Santisteban del Puerto,santistebandelpuerto,,Jaén,Andalucía,38.24746,-3.206428,706.2657
23080,Santo Tomé,santotome,,Jaén,Andalucía,38.02818,-3.101844,450.9806
23081,Segura de la Sierra,seguradelasierra,,Jaén,Andalucía,38.29776,-2.651513,1110.403
23082,Siles,siles,,Jaén,Andalucía,38.38734,-2.58131,831.9842
23084,Sorihuela del Guadalimar,sorihueladelguadalimar,,Jaén,Andalucía,38.23954,-3.054152,630.3478
23085,Torreblascopedro,torreblascopedro,,Jaén,Andalucía,37.99618,-3.638916,329.4734
23086,Torredelcampo,torredelcampo,,Jaén,Andalucía,37.77657,-3.895521,627.6521
23087,Torredonjimeno,torredonjimeno,,Jaén,Andalucía,37.76543,-3.959263,585.9095
23088,Torreperogil,torreperogil,,Jaén,Andalucía,38.0345,-3.287597,757.6904
23090,Torres,torres,,Jaén,Andalucía,37.78608,-3.510031,885.6928
23091,Torres de Albánchez,torresdealbanchez,,Jaén,Andalucía,38.41451,-2.677051,830.6685
23092,Úbeda,ubeda,,Jaén,Andalucía,38.00809,-3.368519,737.4617
23093,Valdepeñas de Jaén,valdepenasdejaen,,Jaén,Andalucía,37.59034,-3.819645,921.3818
23094,Vilches,vilches,,Jaén,Andalucía,38.20467,-3.507662,546.2039
23095,Villacarrillo,villacarrillo,,Jaén,Andalucía,38.11541,-3.087194,793.0148
23096,Villanueva de la Reina,villanuevadelareina,,Jaén,Andalucía,38.00499,-3.919512,220.4884
23097,Villanueva del Arzobispo,villanuevadelarzobispo,,Jaén,Andalucía,38.16934,-3.010099,673.1283
23098,Villardompardo,villardompardo,,Jaén,Andalucía,37.83969,-4.001286,443.1493
23099,"Villares, Los",villareslos,,Jaén,Andalucía,37.68932,-3.81857,636.1295
23101,Villarrodrigo,villarrodrigo,,Jaén,Andalucía,38.48793,-2.636272,870.652
23901,Cárcheles,carcheles,,Jaén,Andalucía,37.6533,-3.635799,797.9011
23902,Bedmar y Garcíez,bedmarygarciez,,Jaén,Andalucía,37.82271,-3.411761,645.4688
23903,Villatorres,villatorres,,Jaén,Andalucía,37.9313,-3.692753,302.4043
23904,Santiago-Pontones,santiagopontones,,Jaén,Andalucía,38.1,-2.55,1229.572
23905,Arroyo del Ojanco,arroyodelojanco,,Jaén,Andalucía,38.32092,-2.894979,540.2305
24001,Acebedo,acebedo,,León,Castilla León,43.03909,-5.11683,1156.151
24002,Algadefe,algadefe,,León,Castilla León,42.21778,-5.582802,740.688
24003,Alija del Infantado,alijadelinfantado,,León,Castilla León,42.14053,-5.835635,740.0895
24004,Almanza,almanza,,León,Castilla León,42.65903,-5.035989,920.5887
24005,"Antigua, La",antiguala,,León,Castilla León,42.17921,-5.68961,753.6923
24006,Ardón,ardon,,León,Castilla León,42.43725,-5.562644,781.1647
24007,Arganza,arganza,,León,Castilla León,42.64045,-6.68601,591.5208
