,18-24,25-34,35-54
3531,83,129,298
3532,21,25,104
3533,331,370,1268
3534,63,92,285
3536,54,84,255
3537,37,48,160
3538,38,65,139
3539,3,16,36
3540,8,10,45
3541,128,200,596
3543,13,12,42
3544,8,13,43
3545,2,0,21
3546,45,62,194
3547,12,17,41
3548,1,3,20
3549,72,88,291
3550,307,383,1691
3551,7,3,27
3552,76,145,430
3553,43,63,208
3555,31,55,168
3556,68,129,378
3557,30,62,171
3558,1,5,19
3559,114,133,404
3560,0,1,7
3561,13,35,66
3563,205,236,934
3564,9,5,19
3565,12,13,18
3566,70,107,247
3567,14,28,65
3568,17,31,84
3569,61,87,276
3570,6,12,35
3571,3,7,33
3572,9,22,63
3573,22,43,154
3574,25,22,40
3575,60,124,308
3576,0,0,10
3577,15,22,81
3578,1,12,17
3579,8,11,46
3580,0,11,27
3581,36,69,132
3582,10,11,45
3583,231,324,1048
3584,36,85,165
3586,65,100,265
3587,405,483,1903
3588,6,18,59
3589,19,33,101
3590,1,2,2
3591,26,45,156
3592,7,11,48
3593,2,13,28
3594,13,42,75
3595,191,245,655
3596,8,15,61
3597,5,12,15
3598,6,15,36
3599,42,62,135
3600,3,7,13
3602,297,439,1334
3603,0,0,6
3604,145,226,633
3605,282,280,1120
3606,13,15,49
3607,22,21,59
3608,11,12,29
3609,6,15,42
3610,107,107,411
3611,0,3,13
3612,1,2,11
3613,1,0,5
3614,1,1,11
3615,4,12,15
3616,1,1,13
3617,22,34,64
3618,1,6,19
3619,29,65,135
3620,47,57,223
3621,2,6,12
3622,43,49,186
3623,15,29,80
3624,16,27,58
3625,0,6,26
3626,1,4,14
3627,2,4,11
3628,14,23,41
3629,7,18,49
3630,485,621,1747
3631,2,1,8
3632,34,62,145
3633,65,115,338
3634,11,13,51
3635,45,49,177
3636,390,552,1633
3637,7,13,41
3638,29,30,99
3639,13,18,52
3641,30,58,147
3642,243,387,955
3643,0,3,5
3644,25,46,106
3645,7,21,47
3646,16,55,116
3647,15,34,68
3648,26,29,72
3649,21,26,70
3650,185,279,846
3651,7,10,30
3652,7,20,89
3653,270,339,1148
3654,4,5,32
3655,34,44,184
3656,9,10,37
3657,29,38,96
3658,15,43,137
3659,4,2,21
3660,3,2,2
3661,35,51,187
3662,50,88,283
3663,4,13,42
3664,2,12,12
3665,13,19,54
3666,53,66,188
3667,10,43,59
3668,0,3,6
3669,1,3,4
3670,206,272,848
3671,21,36,74
3672,0,0,7
3673,137,194,617
3674,2,6,8
3675,1,3,2
3676,1,14,53
3677,3,7,17
3678,11,22,61
3679,19,56,120
3680,3,8,24
3681,210,263,779
3682,4,13,35
3683,6,9,35
3684,8,3,18
3685,10,15,40
3686,1,0,11
3687,41,53,181
3688,12,29,109
3690,2,5,18
3692,17,19,96
3693,5,10,26
3694,8,13,39
3695,3,7,20
3696,39,53,142
3697,7,18,49
3698,11,17,40
3699,2,3,16
3700,4,16,28
3701,4,9,21
3702,97,152,391
3703,25,61,157
3704,0,6,21
3705,3,1,17
3706,11,12,57
3707,5,8,28
3708,39,52,159
3709,2,12,31
3710,213,314,833
3711,18,37,68
3712,2,2,9
3713,11,11,39
3714,9,7,64
3716,13,28,78
3717,28,40,136
3718,7,11,18
3719,46,68,242
3720,58,59,205
3721,56,101,236
3722,18,20,60
3724,8,12,44
3725,13,16,46
3726,2,4,7
3727,0,3,4
3728,0,1,1
3729,4,7,11
3730,30,31,86
3731,107,171,495
3732,43,92,225
3733,3,3,8
3734,5,5,41
3735,9,16,43
3736,0,1,10
3737,7,11,34
3738,67,99,308
3739,92,150,401
3740,14,21,60
3741,505,656,1692
3742,1,2,5
3743,53,80,248
3744,5,10,41
3745,0,9,23
3746,26,21,103
3747,4,6,25
3748,1,2,12
3749,119,222,622
3750,37,55,130
3751,0,1,9
3752,1,5,7
3753,1,0,3
3754,140,268,874
3755,2,6,12
3757,1,1,8
3758,84,111,267
3759,10,26,56
3760,3,5,21
3761,9,13,52
3762,29,67,139
3763,18,11,57
3764,1,3,1
3765,25,35,165
3766,0,2,9
3767,3,5,23
3768,3,7,17
3769,20,18,78
3770,6,15,35
3771,110,197,617
3772,76,109,306
3774,2,4,6
3776,26,58,119
3777,127,131,379
3778,15,14,34
3779,82,131,306
3780,46,75,184
3781,14,10,30
3782,2,4,15
3783,20,13,55
3784,15,18,69
3785,46,52,178
3786,298,456,1330
3787,8,27,49
3788,121,140,480
3789,7,10,15
3790,21,46,84
3791,2,6,21
3792,18,26,88
3793,60,65,187
3794,4,9,22
3795,3,3,9
3796,304,541,1509
3797,14,60,111
3798,0,3,20
3799,5,9,24
3800,23,22,75
3801,7,6,20
3802,27,43,118
3803,89,184,428
3804,3,3,16
3805,28,52,141
3806,66,91,328
3807,64,40,195
3808,0,0,2
3809,21,43,82
3810,17,17,52
3811,289,284,851
3812,1,6,14
3813,2,2,5
3814,238,352,1105
3815,69,93,274
3816,529,408,1664
3817,145,182,404
3818,9,12,44
3819,3,2,14
3820,359,483,1715
3821,1,11,41
3822,0,2,8
3823,38,50,183
3824,13,18,39
3825,203,212,688
3826,4,0,20
3827,22,32,107
3828,15,21,60
3829,0,1,6
3830,8,10,33
3831,13,25,64
3832,151,134,611
3833,80,166,382
3834,23,25,94
3835,29,38,103
3836,14,18,45
3837,2,2,14
3838,258,403,1194
3839,6,17,35
3840,18,32,83
3841,21,27,79
3842,3,6,9
3843,4,9,26
3844,11,26,69
3845,4,6,19
3846,5,6,24
3847,1,1,1
3848,50,58,173
3849,6,13,23
3850,26,33,113
3851,15,10,30
3852,2,11,13
3853,15,13,34
3854,0,1,9
3855,2,0,17
3856,13,13,41
3857,23,51,153
3858,202,302,797
3859,17,41,128
3860,62,119,246
3862,2,9,22
3863,0,5,9
3865,4,6,24
3866,8,11,37
3867,13,19,58
3868,16,17,58
3869,9,17,55
3870,235,252,836
3871,11,30,58
3872,4,8,20
3874,1,5,17
3875,0,3,17
3876,425,474,1758
3877,0,3,6
3878,3,14,32
3879,2,0,8
3880,31,48,114
3881,3,9,23
3883,5,15,37
3884,4,4,16
3885,1,0,10
3886,7,3,15
3887,34,43,155
3888,6,3,24
3889,97,114,384
3890,1,0,12
3891,1,5,10
3892,0,1,3
3893,4,3,6
3894,1,3,12
3895,0,2,7
3896,3,4,18
3897,9,14,29
3898,107,156,451
3899,1,5,15
3900,23,23,88
3901,9,17,47
3902,4,10,17
3903,7,9,34
3904,8,18,39
3905,22,44,115
3906,1,7,9
3907,11,7,30
3908,43,62,176
3909,2,14,39
3910,0,1,12
3911,5,19,24
3912,26,69,216
3913,8,6,35
3914,159,166,618
3915,38,44,152
3916,0,0,3
3917,4,6,14
3918,179,262,722
3919,2,4,24
3920,176,341,1084
3921,8,9,35
3922,9,2,18
3923,6,7,14
3924,122,225,456
3925,35,56,161
3927,8,10,49
3928,1,2,8
3929,6,15,19
3930,23,34,109
3931,3,12,24
3932,5,6,16
3933,3,0,6
3934,120,238,518
3935,11,14,41
3936,0,1,4
3937,51,39,189
3938,2,1,25
3939,173,289,773
3940,5,10,15
3941,3,1,12
3942,3,8,31
3944,10,13,35
3945,4,3,31
3946,1,5,11
3947,2,15,26
3948,6,17,61
3949,3,2,17
3950,4,0,11
3951,2,8,26
3952,0,3,6
3953,21,22,68
3954,2,5,4
3955,12,17,34
3956,10,25,87
3957,8,18,45
3958,0,2,10
3959,12,20,64
3960,8,21,66
3961,24,34,133
3962,272,356,915
3963,1,5,18
3964,10,10,53
3965,5,3,11
3966,0,4,4
3967,11,18,46
3968,1,6,16
3969,3,3,19
3970,6,8,38
3971,0,1,5
3972,9,24,67
3973,102,192,472
3974,7,6,27
3975,7,17,58
3976,4,12,25
3977,1,2,8
3978,3,7,16
3979,2,5,22
3980,1,1,10
3981,75,144,393
3982,5,10,49
3983,0,1,3
3984,69,132,332
3985,1,6,7
3986,414,637,1604
3987,4,2,15
3988,7,7,29
3989,9,5,11
3990,0,7,11
3991,0,2,2
3992,46,69,218
3993,2,4,21
3994,3,4,10
3995,2,2,48
3996,2,4,27
3998,6,14,25
3999,9,5,35
4000,0,0,4
4001,0,3,23
4002,0,9,27
4003,12,21,48
4004,5,11,16
4005,6,11,21
4006,15,22,45
4007,24,21,65
4008,11,16,54
4009,73,102,274
4010,2,16,22
4011,17,21,52
4012,0,2,9
4014,1,3,10
4015,3,3,20
4016,6,9,22
4017,2,3,25
4018,105,154,393
4019,7,20,41
4020,20,47,83
4021,0,5,9
4022,5,13,30
4023,17,20,26
4024,2,7,18
4025,341,551,1260
4026,49,60,202
4027,3,2,16
4028,8,11,65
4029,15,25,72
4031,0,0,2
4032,7,19,24
4033,4,11,21
4034,12,25,114
4035,21,29,108
4036,8,18,32
4037,1,4,11
4039,20,33,95
4040,5,4,31
4041,4,3,29
4042,7,12,38
4043,2,6,1
4044,4,9,31
4045,5,19,39
4046,2,0,9
4047,12,11,26
4048,0,1,5
4049,36,34,98
4050,1,1,1
4051,2,2,19
4052,83,126,383
4053,0,2,7
4054,1,2,9
4055,0,0,9
4056,12,24,69
4057,16,21,70
4058,1,9,19
4059,1,0,7
4060,43,60,214
4061,13,23,60
4062,3,1,16
4063,224,325,927
4064,52,67,220
4065,2,4,19
4066,4,2,12
4067,37,52,209
4068,0,6,14
4069,34,57,101
4070,7,21,48
4072,10,17,41
4073,13,15,63
4074,11,26,73
4075,5,13,41
4076,4,9,20
4077,19,27,78
4078,5,17,46
4079,3,15,48
4080,4,9,22
4081,22,23,124
4082,2,7,21
4083,48,60,211
4084,4,5,25
4085,1,3,20
4086,13,27,47
4087,17,28,65
4088,13,21,76
4089,45,54,194
4090,8,13,46
4091,91,168,473
4092,0,3,19
4093,10,19,30
4094,2,0,4
4095,0,4,15
4096,10,13,46
4097,0,3,17
4098,3,0,4
4099,23,29,101
4100,10,8,37
4101,7,7,34
4102,42,56,115
4103,3,14,42
4104,8,16,53
4105,1,4,24
4106,13,14,50
4107,8,13,47
4108,3,6,12
4109,86,109,435
4110,37,64,177
4111,4,10,27
4112,8,13,30
4113,15,31,88
4114,129,94,478
4115,14,11,36
4116,0,2,1
4117,10,19,70
4118,5,3,14
4119,5,5,35
4120,2,4,14
4121,2,9,47
4122,5,18,31
4123,6,9,26
4124,0,4,12
4125,1,6,19
4127,142,306,1322
4128,3,24,43
4129,1,0,12
4130,11,27,73
4131,20,29,155
4132,0,7,17
4133,2,11,33
4134,45,80,224
4135,87,95,237
4136,26,42,76
4137,10,10,43
4138,7,6,36
4139,4,7,20
4140,6,6,25
4141,3,8,20
4142,4,14,30
4143,1,2,11
4144,3,7,34
4145,3,14,62
4146,37,40,139
4147,144,225,563
4148,24,55,247
4149,1,0,8
4150,33,43,151
4151,29,56,114
4152,33,54,161
4153,1,4,5
4154,3,3,10
4156,27,37,97
4157,7,20,40
4158,0,5,7
4159,1,2,4
4160,1,13,9
4161,2,1,12
4162,39,66,200
4163,3,3,19
4164,0,2,2
4166,13,20,68
4167,3,9,26
4168,83,216,465
4169,6,7,41
4170,5,13,39
4171,0,9,17
4172,4,2,37
4173,5,2,25
4174,4,3,18
4175,20,34,88
4176,103,177,627
4177,12,21,35
4178,11,18,26
4179,0,4,11
4180,51,61,248
4181,12,14,70
4182,93,112,324
4183,7,13,31
4184,0,0,7
4185,143,206,601
4186,8,18,35
4187,24,32,109
4188,0,1,14
4189,127,112,552
4190,11,15,37
4191,28,43,136
4192,1,4,5
4193,6,13,36
4194,6,18,67
4195,13,22,85
4196,41,40,128
4197,3,12,65
4198,14,22,86
4199,2,0,10
4200,0,0,4
4201,0,4,15
4202,18,44,77
4203,1,7,16
4204,21,15,49
4205,3,5,16
4206,49,74,224
4207,89,155,675
4208,2,3,12
4209,52,64,206
4210,3,4,21
4211,11,5,38
4212,0,0,4
4213,435,352,1211
4214,41,55,173
4215,2,4,12
4216,92,121,552
4217,3,4,18
4218,6,18,45
4219,23,69,167
4220,51,95,264
4221,2,6,17
4222,14,19,53
4224,1,6,13
4225,42,78,173
4226,1,8,15
4227,0,5,23
4228,1,0,9
4229,0,1,15
4230,15,11,41
4231,2,8,10
4232,3,8,22
4233,28,44,127
4234,342,504,1522
4235,9,38,79
4236,14,14,41
4237,35,52,169
4238,4,8,37
4239,0,3,6
4240,0,2,5
4242,6,11,18
4243,13,30,124
4244,6,10,47
4245,1,2,14
4246,7,31,75
4247,10,10,33
4248,8,17,49
4249,8,12,44
4250,0,2,4
4251,97,83,399
4252,4,2,28
4253,144,168,907
4254,1,5,5
4255,20,52,90
4256,3,4,21
4257,8,14,63
4258,1,2,5
4259,0,1,16
4260,89,106,392
4261,8,34,56
4262,0,4,12
4263,70,93,339
4264,3,17,32
4265,13,15,65
4266,0,2,9
4267,25,31,75
4268,14,14,40
4269,6,8,13
4270,368,378,956
4271,2,0,10
4272,4,11,15
4273,17,40,83
4274,33,64,169
4275,1,0,6
4276,5,15,22
4279,1,2,10
4280,13,31,60
4281,32,50,170
4282,7,6,23
4283,19,19,69
4284,75,122,385
4285,1,4,15
4286,7,4,15
4287,47,45,230
4288,254,400,1030
4289,9,11,68
4290,9,14,43
4291,2,1,11
4292,3,7,16
4293,2,2,12
4294,0,4,12
4295,6,7,27
4296,1,3,15
4297,81,148,455
4298,0,1,6
4299,89,122,330
4300,4,10,24
4301,9,20,65
4302,29,54,174
4303,46,82,227
4304,18,33,83
4305,8,10,29
4307,17,31,98
4308,470,449,2242
4309,37,71,175
4310,25,46,155
4311,5,7,20
4312,35,43,121
4313,1,3,9
4314,29,41,130
4315,98,141,498
4316,11,16,54
4317,96,171,411
4318,3,7,23
4319,4,13,37
4320,18,36,76
4321,154,191,1052
4322,0,2,7
4323,4,10,21
4324,12,17,47
4325,22,40,137
4326,8,15,42
4327,4,4,26
4328,3,9,15
4329,26,48,132
4330,364,519,1267
4331,0,2,15
4332,17,21,69
4333,2,13,38
4334,4,6,29
4335,50,75,257
4336,4,4,23
4337,5,2,8
4338,4,7,19
4339,4,10,28
4340,22,40,109
4341,13,2,33
4342,0,4,5
4343,2,8,24
4344,34,44,106
4345,3,7,17
4346,8,4,35
4347,66,98,253
4348,7,17,24
4349,4,10,23
4350,84,109,294
4351,5,6,7
4352,3,11,28
4353,35,61,158
4354,0,3,6
4355,58,73,209
4357,106,180,424
4358,8,15,42
4359,8,15,44
4360,0,0,11
4361,7,3,19
4362,1,12,20
4363,3,8,27
4364,0,3,12
4365,0,3,12
4366,2,12,31
4367,25,56,222
4368,1,9,16
4369,19,84,242
4370,41,75,176
4371,8,26,71
4372,4,5,14
4373,20,41,81
4374,235,307,859
4375,4,4,14
4376,13,17,38
4377,10,12,36
4378,4,2,23
4379,1,5,10
4380,45,70,254
4381,2,3,16
4382,0,1,9
4383,16,25,84
4384,7,18,37
4385,13,47,163
4386,10,14,23
4388,10,19,44
4389,7,8,23
4390,0,2,23
4391,4,5,17
4392,6,8,22
4393,0,8,11
4394,8,17,45
4395,3,20,61
4396,2,0,5
4397,59,58,283
4398,5,9,13
4399,1,6,14
4400,5,9,29
4401,1,7,23
4402,21,43,80
4403,21,43,80
4404,21,43,80
4405,21,43,80
4406,2,7,21
4407,3,6,16
4408,42,55,154
4409,190,258,759
4410,175,260,855
4411,5,5,29
4412,2,2,12
4413,13,11,18
4414,23,25,124
4415,3,5,21
4416,21,37,118
4417,63,92,368
4418,2,1,5
4419,0,1,12
4420,12,16,50
4421,2,3,17
4422,0,0,4
4423,2,13,27
4424,17,17,44
4425,11,22,57
4426,2,6,20
4427,0,8,14
4428,4,6,29
4429,11,5,22
4430,1,2,14
4431,10,8,26
4432,21,43,80
4433,21,43,80
4434,21,43,80
4435,21,43,80
4436,24,30,109
4437,226,276,998
4438,16,37,94
4439,2,3,13
4440,32,42,103
4441,3,3,12
4442,9,18,32
4443,8,17,27
4444,180,243,1034
4445,35,48,152
4446,5,7,38
4447,5,8,21
4448,20,16,69
4449,13,17,49
4450,0,6,7
4451,33,39,171
4452,7,36,49
4453,8,18,68
4454,11,16,65
4455,7,6,18
4456,0,3,8
4457,6,22,56
4458,8,33,62
4459,6,19,42
4460,0,6,12
4461,0,3,2
4462,1,4,7
4463,2,4,17
4464,21,20,73
4465,32,38,78
4466,6,7,30
4467,3,8,35
4468,241,271,1205
4469,232,358,954
4470,20,33,76
4471,63,44,177
4472,4,10,32
4473,1,3,3
4474,18,14,53
4475,3,11,15
4476,6,7,24
4477,8,15,36
4478,235,393,917
4479,6,10,47
4480,14,15,45
4481,40,56,166
4482,3,9,39
4483,71,71,322
4484,4,4,27
4485,8,6,25
4486,68,122,282
4487,1,4,8
4488,3,6,18
4489,64,122,314
4490,9,6,16
4491,37,55,140
4492,47,70,210
4493,4,12,31
4494,7,16,26
4495,0,4,18
4496,372,490,1623
4497,102,195,549
4498,23,46,123
4499,8,8,40
4500,0,2,12
4501,36,52,189
4502,1,6,21
4503,15,30,106
4504,346,486,1520
4505,124,170,578
4506,6,6,41
4507,0,4,24
4508,40,59,131
4509,5,2,16
4510,4,3,25
4511,12,35,68
4512,4,6,16
4513,1,14,10
4515,61,85,314
4516,4,10,13
4517,79,70,331
4518,11,26,46
4519,2,1,2
4520,1,1,17
4521,1,10,11
4522,34,27,104
4523,6,15,26
4524,10,16,69
4526,1,1,1
4527,224,340,896
4528,7,16,20
4529,226,360,1079
4530,1,6,12
4531,3,4,21
4532,1,3,11
4533,6,11,14
4534,32,65,191
4536,1,1,4
4537,4,8,29
4538,27,37,155
4539,4,11,31
4540,14,34,71
4541,11,19,63
4542,11,19,50
4543,21,32,78
4544,3,7,16
4545,10,16,62
4546,5,11,39
4547,49,96,344
4548,9,15,44
4549,0,5,27
4550,2,7,17
4551,4,6,16
4552,9,17,34
4553,3,13,26
4554,27,52,128
4555,24,63,156
4556,24,42,151
4557,0,2,6
4558,0,4,4
4559,244,217,868
4560,1,5,14
4561,97,103,233
4562,48,100,220
4563,11,17,26
4564,6,13,36
4565,13,32,111
4566,3,8,13
4567,21,25,81
4568,14,29,75
4569,176,280,689
4570,1,1,4
4571,14,28,76
4572,6,13,43
4573,11,43,87
4574,3,4,24
4575,95,175,411
4576,6,7,33
4577,4,6,12
4578,3,1,5
4580,3,2,12
4581,1,4,5
4582,6,10,28
4583,1,9,14
4584,5,15,50
4585,3,4,17
4586,5,16,47
4587,88,185,450
4588,9,25,53
4589,1,5,6
4590,4,1,34
4591,101,187,596
4592,2,1,19
4593,9,32,34
4594,6,31,97
4595,6,10,28
4596,1,2,3
4597,20,21,67
4598,251,366,995
4599,0,12,11
4600,0,2,5
4601,1,2,14
4602,11,27,73
4603,7,3,22
4604,3,4,10
4605,28,42,98
4606,3,12,39
4607,147,220,784
4608,0,0,4
4609,26,31,124
4610,9,13,44
4611,2,6,12
4612,4,11,24
4613,20,32,120
4614,5,6,33
4615,46,66,225
4616,178,300,764
4617,2,8,22
4618,6,8,34
4619,0,0,8
4620,33,54,107
4621,365,537,1515
4622,5,1,12
4623,15,29,45
4625,3,4,53
4626,4,8,23
4627,5,17,42
4628,3,7,25
4629,5,10,20
4630,16,43,107
4631,1,3,7
4632,1,6,5
4633,26,50,101
4634,314,479,1587
4635,0,2,3
4636,3,5,13
4637,134,189,638
4638,12,19,88
4639,0,2,11
4641,22,36,66
4642,326,578,1390
4643,30,39,95
4644,6,6,26
4646,5,18,81
4647,15,12,45
4648,19,27,78
4649,3,5,29
4650,5,7,31
4651,4,13,44
4652,0,4,10
4653,37,34,166
4654,3,5,20
4656,246,308,1045
4657,11,13,21
4658,6,12,42
4659,189,262,936
4661,4,7,25
4662,2,3,10
4663,4,11,33
4664,2,12,17
4665,5,0,8
4667,0,2,2
4668,8,4,8
4669,5,3,14
4671,0,1,15
4673,5,20,75
4674,2,3,17
4675,12,11,57
4676,383,528,1319
4677,14,20,92
4678,8,14,23
4679,297,382,1081
4680,3,7,12
4681,0,1,0
4682,81,115,338
4683,1,4,14
4684,5,21,47
4686,0,2,8
4687,2,7,26
4688,1,6,14
4689,10,18,58
4690,4,3,13
4691,1,0,9
4692,63,125,543
4693,2,6,24
4694,2,3,36
4695,1,3,3
4696,36,61,182
4697,1,11,8
4698,284,357,1035
4700,2,3,13
4701,3,7,18
4702,128,159,330
4703,1,13,17
4704,6,15,34
4705,6,20,46
4706,10,13,41
4707,3,8,36
4708,3,4,8
4709,415,540,1675
4710,211,244,1070
4711,1,1,6
4712,22,32,76
4713,2,6,17
4715,7,9,43
4716,1,7,4
4717,2,7,24
4718,5,4,29
4719,8,20,38
4720,6,14,27
4721,8,6,33
4722,8,10,19
4723,2,5,14
4724,1,8,19
4726,37,60,219
4727,0,0,5
4728,1,8,56
4730,1,7,16
4731,0,3,8
4732,6,11,14
4733,14,39,89
4734,26,31,119
4735,4,8,20
4737,0,0,5
4738,6,13,45
4739,8,8,22
4740,5,9,27
4741,31,35,107
4742,0,0,2
4743,0,2,16
4744,2,2,2
4745,5,9,57
4747,0,5,25
4748,60,88,320
4749,2,7,21
4750,1,3,30
4751,5,7,10
4752,0,2,10
4753,0,1,9
4754,5,11,35
4755,29,31,96
4756,5,5,23
4757,1,5,6
4758,1,5,13
4761,5,15,37
4762,0,3,9
4763,40,72,202
4765,7,10,17
4766,11,18,33
4767,34,74,155
4768,6,19,43
4769,2,6,20
4770,2,2,7
4771,5,5,12
4772,1,5,17
4773,4,7,8
4774,6,12,53
4775,29,43,125
4776,9,25,33
4777,25,41,116
4778,4,4,6
4780,1,14,27
4781,16,8,22
4782,8,11,43
4783,5,4,20
4784,1,7,13
4785,9,16,54
4786,1,12,25
4787,0,3,9
4790,1,1,9
4791,14,17,29
4792,99,131,490
4793,6,2,32
4794,14,47,56
4795,446,513,1713
4796,1,4,19
4797,3,10,21
4798,14,18,56
4799,10,10,37
4800,122,200,644
4801,13,16,57
4802,3,5,17
4803,1,3,14
4804,0,3,15
4806,12,16,46
4807,355,444,1625
4808,5,13,35
4809,7,33,84
4811,6,4,37
4812,37,50,144
4813,3,8,20
4814,9,8,22
4816,3,4,14
4817,15,19,75
4818,1,0,8
4819,0,2,20
4820,1,4,5
4821,144,270,689
4822,6,12,45
4823,1,1,3
4824,18,22,43
4825,70,85,232
4826,3,2,18
4827,4,10,14
4828,2,10,25
4829,14,28,53
4830,9,9,36
4831,4,7,35
4832,35,66,179
4833,9,14,37
4834,1,4,17
4835,1,7,22
4836,4,13,33
4837,3,6,14
4838,20,28,109
4839,77,119,428
4840,4,11,31
4841,8,5,25
4842,36,40,151
4843,2,8,13
4844,2,1,0
4845,0,0,3
4846,0,0,17
4847,401,567,1610
4848,5,3,19
4849,22,29,72
4850,6,20,50
4851,4,11,20
4854,5,4,24
4858,6,8,33
4859,89,120,472
4860,48,73,192
4861,21,13,40
4862,45,90,319
4863,5,10,36
4864,11,22,41
4865,187,228,917
4866,3,5,15
4868,1,6,10
4869,12,18,50
4870,4,1,15
4871,26,62,123
4872,6,19,15
4873,10,7,29
4874,2,5,19
4875,1,3,18
4876,10,32,51
4877,6,15,37
4878,2,7,9
4879,1,10,35
4880,20,26,67
4881,3,15,31
4882,0,2,6
4883,1,1,3
4884,3,3,27
4886,0,4,7
4887,39,95,220
4889,17,49,115
4890,2,12,26
4891,3,0,3
4892,1,4,9
4893,6,12,51
4894,2,2,34
4896,3,6,4
4897,21,41,161
4899,0,3,4
4900,15,12,42
4901,7,10,26
4902,341,364,1547
4903,12,30,41
4904,1,2,5
4905,5,5,42
4906,245,329,961
4908,0,4,12
4909,3,3,4
4910,65,125,241
4911,1,3,14
4912,11,20,59
4913,11,13,55
4915,23,38,64
4916,11,17,46
4917,0,3,22
4919,1,4,3
4920,15,23,43
4921,3,2,12
4922,14,31,145
4923,8,15,35
4924,456,685,1559
4925,6,7,34
4927,46,71,197
4928,0,1,3
4929,34,65,171
4930,7,11,24
4931,24,62,108
4932,3,9,14
4934,1,3,10
4935,4,7,23
4937,1,6,14
4939,127,154,607
4940,21,49,116
4941,1,11,48
4942,28,54,151
4943,1,18,37
4945,7,11,34
4947,25,43,95
4948,2,4,10
4949,35,37,135
4950,0,4,8
4951,2,8,18
4952,29,45,125
4953,11,20,82
4954,8,20,42
4955,2,2,7
4956,15,36,68
4957,1,4,19
4958,4,5,21
4959,1,0,9
4960,7,6,24
4961,13,17,77
4962,391,643,1851
4963,336,716,2170
4964,5,12,30
4965,1,2,21
4966,1,3,22
4967,2,7,13
4968,16,32,89
4969,12,10,42
4970,3,5,10
4971,11,15,47
4972,1,6,17
4973,47,77,208
4974,9,18,43
4975,1,3,15
4976,82,94,350
4977,12,15,51
4978,6,16,60
4979,2,3,19
4980,47,85,246
4981,1,2,12
4982,28,57,93
4983,28,27,87
4984,8,11,34
4985,1,1,17
4986,7,15,41
4987,0,3,12
4988,9,13,46
4989,52,72,235
4990,1,4,7
4991,4,12,27
4992,0,0,6
4993,7,10,34
4994,24,25,72
4995,24,44,155
4996,2,6,30
4997,2,6,16
4998,11,24,67
4999,7,17,35
5000,11,29,94
5001,15,15,44
5002,2,2,18
5003,22,33,49
5004,3,3,10
5006,7,8,38
5007,12,32,54
5008,1,3,10
5009,3,7,19
5010,2,8,27
5012,200,274,1070
5013,129,197,609
5014,10,17,55
5015,353,415,1481
5016,8,9,34
5017,6,4,27
5018,5,11,42
5019,1,5,15
5020,2,2,12
5021,124,162,684
5022,2,12,38
5023,2,0,7
5024,9,9,26
5025,11,29,59
5026,18,45,114
5027,5,4,34
5029,6,5,61
5030,70,106,271
5031,5,5,38
5032,13,15,46
5033,24,46,114
5034,5,8,23
5035,146,188,593
5036,5,2,30
5037,7,9,20
5038,11,12,32
5039,20,26,76
5040,0,1,10
5041,28,33,102
5043,2,2,17
5044,129,161,434
5045,31,49,92
5046,124,203,513
5047,0,1,9
5048,5,5,12
5049,29,48,70
5050,1,7,17
5051,2,1,9
5053,81,98,330
5054,3,1,17
5055,2,1,16
5057,39,77,204
5058,15,25,75
5059,1,2,13
5060,35,40,125
5061,252,360,1027
5062,9,15,36
5063,9,14,56
5064,94,148,473
5065,3,9,41
5066,9,28,55
5067,4,22,28
5068,10,6,31
5069,65,106,433
5070,123,186,593
5071,381,575,2177
5072,108,119,399
5073,7,15,32
5074,1,5,15
5075,132,211,579
5076,7,14,33
5077,14,24,83
5078,14,10,73
5080,3,4,8
5081,0,6,16
5082,2,6,18
5083,0,4,15
5084,17,36,166
5085,1,3,6
5086,175,276,727
5087,243,305,875
5088,26,54,146
5089,8,12,37
5090,4,11,41
5091,30,39,128
5092,11,12,52
5093,4,0,9
5094,80,97,255
5095,9,7,21
5096,5,9,21
5097,116,174,644
5099,15,19,41
5100,2,5,17
5101,14,16,74
5102,2,10,14
5103,4,8,25
5104,10,11,54
5105,14,21,68
5106,0,6,13
5107,10,18,57
5108,17,44,105
5109,48,72,183
5110,0,10,20
5111,21,41,121
5113,10,5,43
5115,8,12,30
5116,4,9,41
5117,0,1,11
5118,27,47,142
5119,16,21,48
5120,386,379,1347
5121,5,21,28
5123,0,2,9
5125,1,4,8
5126,47,68,287
5127,5,12,25
5128,19,42,113
5129,2,0,24
5130,6,5,20
5131,0,4,13
5132,3,6,21
5133,42,55,185
5134,2,8,21
5135,41,58,164
5137,67,87,321
5138,120,190,645
5139,49,84,245
5140,0,3,8
5142,315,414,1277
5143,10,23,40
5144,3,7,12
5145,0,1,8
5146,13,10,26
5147,58,123,344
5148,5,3,16
5149,2,7,18
5150,111,169,571
5151,19,50,120
5152,1,0,12
5153,5,11,16
5154,2,7,11
5155,9,19,50
5156,48,74,312
5157,1,2,10
5158,81,123,265
5161,2,5,28
5163,9,9,35
5164,9,18,51
5165,8,38,70
5166,1,17,25
5167,23,25,77
5168,12,13,34
5169,16,26,72
5171,10,9,37
5172,11,15,40
5173,3,1,6
5174,6,8,33
5175,9,11,21
5176,0,4,5
5177,2,10,14
5178,1,2,4
