,longitude,municipality,latitude
672,-4.435236,Dehesa de Romanos,42.63984
673,-5.557585,Villaquilambre,42.63885
674,-2.164585,Oco,42.63827
675,-4.614254,Buenavista de Valdavia,42.63752
676,-2.279646,Nazar,42.63671
677,-1.612838,Olóriz/Oloritz,42.63547
678,1.107489,Alt Àneu,42.63529
679,-3.110586,Pancorbo,42.63524
680,-5.825368,Llamas de la Ribera,42.63512
681,-6.162189,Villagatón,42.6349
682,-3.234902,Fuentebureba,42.63403
683,0.2184766,Bielsa,42.6338
684,-8.563463,Cuntis,42.63263
685,-2.203634,Piedramillera,42.63192
686,-0.5506048,Castiello de Jaca,42.6319
687,-3.300676,"Vid de Bureba, La",42.63091
688,-1.012736,Sigüés,42.63047
689,-4.504412,Revilla de Collazos,42.62992
690,-2.439308,Marañón,42.62965
691,-2.413018,Cabredo,42.62925
692,1.123358,Esterri d'Àneu,42.62886
693,-2.104801,Villamayor de Monjardín,42.6288
694,-1.835484,Mendigorria,42.62843
695,-0.3246984,Biescas,42.62798
696,-2.99873,Cellorigo,42.62777
697,-3.266128,Berzosa de Bureba,42.62693
698,-2.497532,Bernedo,42.62669
699,-2.58382,Lagrán,42.6264
700,-7.479327,Bóveda,42.62622
701,-4.660477,Ayuela,42.62606
702,-5.227446,Gradefes,42.62492
703,-3.459093,Llano de Bureba,42.62436
704,-6.563678,Cubillos del Sil,42.62387
705,-3.580227,Abajas,42.62347
706,-2.141197,Olejua,42.62326
707,-2.961143,Galbárruli,42.62254
708,-2.278983,Mirafuentes,42.62218
709,-3.323521,Vileña,42.62206
710,1.249069,Lladorre,42.62151
711,-6.640493,Cabañas Raras,42.62006
712,-3.843711,Úrbel del Castillo,42.62002
713,-1.95315,Oteiza,42.61991
714,-1.203681,Yesa,42.6195
715,-0.2497312,Yésero,42.61928
716,-2.007192,Aberin,42.61907
717,-1.275538,Liédena,42.6189
718,-4.483604,Collazos de Boedo,42.6189
719,-5.805606,Cimanes del Tejar,42.61848
720,-6.520012,Congosto,42.61791
721,-2.155921,Etayo,42.61776
722,-3.65,Merindad de Río Ubierna,42.61666
723,-6.416451,Bembibre,42.61572
724,-3.038363,Foncea,42.61551
725,-2.215357,Sorlada,42.61526
726,-2.389456,Aguilar de Codés,42.61294
727,-2.013619,Morentin,42.61279
728,-2.099288,Luquin,42.61172
729,-5.619493,San Andrés del Rabanedo,42.61139
730,-6.978796,Barjas,42.61121
731,-2.88795,Villalba de Rioja,42.60916
732,-4.44998,Olea de Boedo,42.60915
733,-7.773468,Chantada,42.60867
734,-2.349251,Azuelo,42.60846
735,-2.331271,Torralba del Río,42.60806
736,-6.807748,Villafranca del Bierzo,42.60765
737,-1.40691,Leache/Leatxe,42.60708
738,-2.226478,Mues,42.60636
739,-2.046877,Arellano,42.60604
740,-4.654995,Valderrábano,42.60603
741,-8.643308,Caldas de Reis,42.6055
742,0.5239731,Benasque,42.60514
743,-2.459554,Lapoblación,42.60503
744,-0.1235453,Broto,42.60481
745,-3.226378,Zuñeda,42.60449
746,-0.8584673,Canal de Berdún,42.60377
747,-1.646459,Barásoain,42.60348
748,-3.077159,Altable,42.60335
749,-8.938943,"Pobra do Caramiñal, A",42.6033
750,-2.102242,Barbarin,42.60233
751,-2.830334,Briñas,42.60185
752,-1.603631,Orísoain,42.60114
753,-1.644067,Garínoain,42.60081
754,-5.571752,León,42.59988
755,-6.72562,Cacabelos,42.59987
756,-2.305045,Espronceda,42.59675
757,-2.028451,Dicastillo,42.59589
758,-6.324807,Torre del Bierzo,42.5947
759,-4.33076,Herrera de Pisuerga,42.59454
760,-8.765963,Vilagarcía de Arousa,42.59387
761,-5.492152,Valdefresno,42.59381
762,1.131205,"Guingueta d'Àneu, La",42.59317
763,1.262214,Esterri de Cardós,42.59241
764,-1.359912,Aibar/Oibar,42.59235
765,-8.350904,Forcarei,42.59233
766,-2.516079,Kripan,42.59167
767,-4.441792,Sotobañado y Priorato,42.59135
768,-1.764497,Artajona,42.59125
769,0.3360597,Gistaín,42.59116
770,-3.26404,Grisaleña,42.59092
771,-1.20881,Javier,42.59081
772,-2.793166,Labastida/Bastida,42.59042
773,-3.328738,Aguilar de Bureba,42.59014
774,-3.412804,Piérnigas,42.59008
775,-2.091314,Arróniz,42.589
776,-7.195468,Folgoso do Courel,42.58882
777,-2.961486,Sajazarra,42.5884
778,-3.204902,Vallarta de Bureba,42.58826
779,0.3445169,San Juan de Plan,42.5874
780,-2.273536,Desojo,42.58708
781,-0.0211814,Fanlo,42.58699
782,-5.867041,Carrizo,42.58697
783,-3.366666,Quintanabureba,42.58692
784,-1.397875,Sada,42.58585
785,-0.9840556,Artieda,42.58543
786,-3.776581,Montorio,42.58467
787,-0.9553697,Mianos,42.58437
788,1.236541,Vall de Cardós,42.58396
789,0.2,Tella-Sin,42.58333
790,-1.416667,Ezprogui,42.58333
791,-8.666667,Portas,42.58333
792,-3.011809,Fonzaleche,42.58122
793,-6.670298,Camponaraya,42.58083
794,-6.812983,Corullón,42.58038
795,-6.467308,Castropodame,42.58004
796,-4.796787,Poza de la Vega,42.57837
797,-4.177177,Sotresgudo,42.57833
798,-3.498399,Carcedo de Bureba,42.5783
799,-4.401175,Páramo de Boedo,42.57817
800,-3.4409,Rojas,42.57769
801,-2.846298,Haro,42.57721
802,-1.285476,Sangüesa/Zangoza,42.57694
803,-9.023945,Ribeira,42.57627
804,-5.22613,Valdepolo,42.57626
805,0.4648095,Sahún,42.57606
806,1.088914,Espot,42.57584
807,-2.908328,Anguciana,42.57567
808,-4.386165,Calahorra de Boedo,42.5752
809,-3.119017,Valluércanes,42.57304
810,-2.710933,Ábalos,42.57265
811,-0.5494531,Jaca,42.57101
812,-2.193216,"Arcos, Los",42.5709
813,-8.04944,Dozón,42.57058
814,-2.544915,Elvillar/Bilar,42.5705
815,-2.680185,Samaniego,42.56983
816,-2.470064,Yécora/Iekora,42.5693
817,-5.683748,Valverde de la Virgen,42.56865
818,-5.058353,Villamartín de Don Sancho,42.56853
819,-2.019259,Allo,42.5673
820,-0.3333333,Plan,42.56667
821,-1.500859,Lerga,42.56644
822,-2.633635,Leza,42.56607
823,-1.647855,Pueyo/Puiu,42.56591
824,-1.16971,Undués de Lerda,42.56583
825,-4.584489,Villaeles de Valdavia,42.56544
826,-1.458623,Eslava,42.5647
827,-2.9222,Cihuri,42.56455
828,-8.873684,"Illa de Arousa, A",42.56406
829,-2.513204,Lanciego/Lantziego,42.56262
830,-2.35474,Aras,42.5625
831,-2.759273,San Vicente de la Sonsierra,42.56242
832,-0.787348,Puente la Reina de Jaca,42.56241
833,-6.023193,Villamejil,42.56238
834,-8.82772,Vilanova de Arousa,42.56221
835,-8.560328,Moraña,42.56186
836,-2.311974,Bargota,42.56128
837,-0.7136365,Santa Cilia,42.56117
838,-5.047582,Villaselán,42.56092
839,-4.602565,Villabasta de Valdavia,42.56084
840,-2.28525,Armañanzas,42.55992
841,-1.848682,Larraga,42.55874
842,-3.051075,Treviana,42.55835
843,-7.392418,"Pobra do Brollón, A",42.55704
844,-6.734163,Carracedelo,42.55473
845,-2.584237,Laguardia,42.55428
846,-2.267601,Sansol,42.55363
847,-3.502227,Rublacedo de Abajo,42.55323
848,-3.386741,Salinillas de Bureba,42.55315
849,-2.271269,Torres del Río,42.55206
850,-4.848131,Villota del Páramo,42.55193
851,0.4727303,Sesué,42.55166
852,-2.243561,"Busto, El",42.55075
853,-2.82106,Gimileo,42.5504
854,-3.323369,Briviesca,42.55029
855,-0.9455563,Bagüés,42.54947
856,1.317485,Alins,42.54928
857,-3.193922,Quintanilla San García,42.54919
858,-2.665456,Villabuena de Álava/Eskuernaga,42.54872
859,0.132426,Puértolas,42.54812
860,-2.913199,Casalarreina,42.54792
861,0.4618572,Villanova,42.54668
862,-3.096873,San Millán de Yécora,42.54663
863,-6.97065,Oencia,42.54644
864,-6.590833,Ponferrada,42.54633
865,-2.948646,Tirgo,42.54567
866,-2.624532,Navaridas,42.54517
867,-2.785056,Briones,42.54424
868,-5.621881,Santovenia de la Valdoncina,42.54325
869,-8.542778,Campo Lameiro,42.54222
870,-2.833227,Ollauri,42.54215
871,-4.353204,San Cristóbal de Boedo,42.54183
872,-2.963024,Cuzcurrita de Río Tirón,42.54151
873,-6.073321,Magaz de Cepeda,42.53895
874,-6.519809,Molinaseca,42.53828
875,-4.268831,Zarzosa de Río Pisuerga,42.53617
876,-4.963682,Villazanzo de Valderaduey,42.53504
877,-5.876189,Turcia,42.53492
878,-5.413929,Villasabariego,42.53359
879,-4.557374,Villasila de Valdavia,42.53239
880,-1.674269,Tafalla,42.53033
881,-2.679144,Baños de Ebro/Mañueta,42.53029
882,-1.022003,"Pintanos, Los",42.52914
883,-2.40767,Moreda de Álava/Moreda Araba,42.52802
884,-3.437926,Galbarros,42.5279
885,-4.476349,Villameriel,42.52761
886,-1.834007,Berbinzana,42.52661
887,-2.845027,Rodezno,42.5257
888,-8.647223,Barro,42.525
889,-5.583355,Onzonilla,42.52478
890,-3.003631,Ochánduri,42.52465
891,-4.373779,Santa Cruz de Boedo,42.52446
892,-4.765412,Villaluenga de la Vega,42.52399
893,-1.409592,Gallipienzo/Galipentzu,42.52393
894,-1.561407,San Martín de Unx,42.52383
895,-8.107206,"Irixo, O",42.52346
896,-1.367427,Cáseda,42.52327
897,-0.6743599,Santa Cruz de la Serós,42.52251
898,-4.736195,Saldaña,42.52224
899,-3.77164,Huérmeces,42.52169
900,0.4657107,Chía,42.52047
901,-0.3650786,Sabiñánigo,42.5197
902,-6.853734,Sobrado,42.51915
903,-1.129118,Urriés,42.51891
904,-5.485187,Villaturiel,42.51855
905,-7.510688,Monforte de Lemos,42.5185
906,-5.766411,Villadangos del Páramo,42.51751
907,-7.6,Pantón,42.51667
908,-7.833333,Carballedo,42.51667
909,-8.7,Meis,42.51667
910,-4.238618,Rezmondo,42.51596
911,-2.882306,Zarratón,42.51579
912,-4.010096,Villadiego,42.51575
913,-4.395741,Villaprovedo,42.51569
914,1.244619,Tírvia,42.51525
915,-2.371608,Viana,42.51513
916,-2.618277,Elciego,42.51507
917,-3.896111,"Hormazas, Las",42.515
918,-4.252292,Castrillo de Riopisuerga,42.51493
919,-8.757588,Ribadumia,42.51466
920,-8.812893,Cambados,42.5138
921,-5.858411,Santa Marina del Rey,42.51359
922,0.4930989,Castejón de Sos,42.5132
923,-1.146918,Navardún,42.5127
924,-2.945273,Baños de Rioja,42.51219
925,-2.931715,Castañares de Rioja,42.5118
926,-3.381955,Reinoso,42.51133
927,-6.668278,Priaranza del Bierzo,42.51058
928,-0.8113827,Bailo,42.51
929,-4.517657,Villanuño de Valdavia,42.5089
930,-5.442078,Mansilla Mayor,42.5089
931,-5.686552,Chozas de Abajo,42.50726
932,-1.499354,Ujué/Uxue,42.50721
933,-4.799212,Santervás de la Vega,42.5064
934,-2.436965,Oyón-Oion,42.50614
935,0.8036,"Vall de Boí, La",42.5047
936,-3.046514,Leiva,42.50365
937,0.1536913,Laspuña,42.50342
938,-3.347642,Prádanos de Bureba,42.5023
939,-3.019801,Herramélluri,42.50209
940,-3.280796,Bañuelos de Bureba,42.50111
941,-2.685056,Torremontalbo,42.50055
942,-6.058352,Villaobispo de Otero,42.50024
943,-5.9,Benavides,42.5
944,-8.004752,Piñor,42.49816
945,-2.748897,San Asensio,42.49755
946,-5.416444,Mansilla de las Mulas,42.49752
947,-6.157205,Brazuelo,42.49741
948,1.271296,Farrera,42.49732
949,-1.215209,Sos del Rey Católico,42.49719
950,0.5070404,Bisaurri,42.4967
951,-0.1211532,Fiscal,42.49565
952,1.212028,Llavorsí,42.4955
953,-2.879802,Cidamón,42.49515
954,-2.575167,Lapuebla de Labarca,42.49467
955,-3.074003,Tormantos,42.49433
956,-8.865339,"Grove, O",42.49366
957,-2.24049,Lazagurría,42.4927
958,-2.961956,Villalobar de Rioja,42.49213
959,-5.117516,Santa María del Monte de Cea,42.49178
960,-6.726236,Borrenes,42.49157
961,-3.135633,Cerezo de Río Tirón,42.49125
962,-6.762755,Carucedo,42.4903
963,-1.055158,Isuerre,42.48816
964,-0.2820295,Yebra de Basa,42.48631
965,-3.938603,Tobar,42.48387
966,-4.498671,Bárcena de Campos,42.4837
967,-1.82951,Miranda de Arga,42.48354
968,-3.38459,Castil de Peones,42.48307
969,-1.972567,Lerín,42.48297
970,-3.822472,Valle de Santibáñez,42.48272
971,-5.533533,Vega de Infanzones,42.48265
972,-2.890032,San Torcuato,42.48249
973,-4.745925,Pedrosa de la Vega,42.48248
974,-3.283208,Carrias,42.4817
975,-1.651641,Olite/Erriberri,42.48148
976,-3.424978,Quintanavides,42.48142
977,-2.641844,Cenicero,42.48131
978,-0.9358405,Longás,42.48083
979,0.4298865,Seira,42.48045
980,-4.371218,Espinosa de Villagonzalo,42.47999
981,-1.022711,Lobera de Onsella,42.4778
982,-2.083364,Sesma,42.4778
983,0.7174102,Vilaller,42.47651
984,-3.440882,Santa Olalla de Bureba,42.47622
985,-7.271719,Quiroga,42.47597
986,-3.357422,Alcocero de Mola,42.47314
987,-7.985322,San Cristovo de Cea,42.4728
988,-3.925125,Susinos del Páramo,42.47124
989,-5.913153,Villares de Órbigo,42.47118
990,0.5984959,Laspaúles,42.47078
991,-5.479661,Villanueva de las Manzanas,42.47071
992,-4.663771,Quintanilla de Onsoña,42.4693
993,-2.911659,Bañares,42.46864
994,-8.273106,Beariz,42.4678
995,0.9919084,"Torre de Cabdella, La",42.46779
996,-4.017189,Villegas,42.46752
997,-2.562578,Fuenmayor,42.467
998,-3.115167,Redecilla del Campo,42.46679
999,-2.449995,Logroño,42.46577
1000,0.6956547,Montanuy,42.46497
1001,-7.892807,Vilamarín,42.46451
1002,1.979733,Llívia,42.46312
1003,-5.012908,Cea,42.46276
1004,-4.107079,Sordillos,42.46181
1005,-1.092859,Petilla de Aragón,42.46149
1006,-5.884193,Hospital de Órbigo,42.46129
1007,-7.586344,Sober,42.46107
1008,-3.17496,Fresno de Río Tirón,42.4602
1009,-4.119967,Villamayor de Treviño,42.4595
1010,-6.063526,Astorga,42.4589
1011,-3.638333,Valle de las Navas,42.45806
1012,-3.468888,Monasterio de Rodilla,42.45771
1013,-4.740725,Bustillo de la Vega,42.45601
1014,-3.944278,Manciles,42.4558
1015,-2.730995,Hormilleja,42.45579
1016,-4.480228,Castrillo de Villavega,42.45428
1017,-6.014813,San Justo de la Vega,42.4542
1018,-1.621434,Beire,42.45412
1019,-3.0831,Ibrillos,42.45407
1020,-4.702911,Renedo de la Vega,42.45378
1021,0.2807868,"Fueva, La",42.45247
1022,0.1346856,Labuerda,42.452
1023,-3.026787,Grañón,42.45045
1024,-8.783333,Meaño,42.45
1025,-3.683778,Quintanaortuño,42.44994
1026,-6.948192,Rubiá,42.44963
1027,-2.885615,Hervías,42.4481
1028,1.880802,Guils de Cerdanya,42.44715
1029,-2.290619,Agoncillo,42.44667
1030,-5.904218,Villarejo de Órbigo,42.44614
1031,-7.297662,Ribas de Sil,42.44611
1032,1.787677,Meranges,42.4456
1033,-2.2009,Mendavia,42.44454
1034,-6.244172,Santa Colomba de Somoza,42.44449
1035,-8.715083,Poio,42.44446
1036,1.135177,Rialp,42.44348
1037,-3.437732,Santa María del Invierno,42.44278
1038,-2.707949,Uruñuela,42.44272
1039,0.0698157,Boltaña,42.44247
1040,-3.972769,Pedrosa del Páramo,42.44224
1041,-2.95259,Santo Domingo de la Calzada,42.44199
1042,0.1618542,"Pueyo de Araguás, El",42.44161
1043,-4.579111,Loma de Ucieza,42.44142
1044,-5.791799,Bustillo del Páramo,42.44134
1045,-8.006111,"Bolo, O",42.4406
1046,-7.795459,"Peroxa, A",42.43982
1047,-5.526258,Campo de Villavidel,42.43979
1048,-4.194777,Padilla de Arriba,42.43821
1049,-3.065058,Redecilla del Camino,42.43816
1050,-2.774394,Hormilla,42.43786
1051,-5.562644,Ardón,42.43725
1052,-3.084511,Castildelgado,42.43724
1053,-2.25173,Arrúbal,42.43536
1054,-8.648053,Pontevedra,42.43362
1055,-2.994002,Corporales,42.43361
1056,-8.142965,Boborás,42.43336
1057,0.4666667,Valle de Bardají,42.43333
1058,-3.316667,Valle de Oca,42.43333
1059,-5.372084,Santas Martas,42.4327
1060,1.927728,Puigcerdà,42.43135
1061,-2.564667,Navarrete,42.43074
1062,-4.118997,Grijalba,42.42995
1063,-3.049242,Villarta-Quintana,42.42986
1064,-8.077559,"Carballiño, O",42.42981
1065,-2.694138,Huércanos,42.4291
1066,0.6676375,Bonansa,42.4271
1067,-5.046878,Villamol,42.42696
1068,3.15937,Portbou,42.42653
1069,-2.461432,Lardero,42.42645
1070,-2.419214,Villamediana de Iregua,42.4263
1071,-3.100409,Viloria de Rioja,42.42577
1072,-3.082017,Bascuñana,42.42544
1073,-2.078364,Lodosa,42.42459
1074,-2.800831,Azofra,42.42418
1075,-5.221506,"Burgo Ranero, El",42.42302
1076,-3.373947,Cerratón de Juarros,42.42218
1077,-1.622338,Pitillas,42.422
1078,-4.784336,Villarrabé,42.42107
1079,-5.622447,Valdevimbre,42.42081
1080,-3.189796,Belorado,42.42041
1081,-3.485178,Fresno de Rodilla,42.42011
1082,2.924193,Cantallops,42.41977
1083,-4.421913,Abia de las Torres,42.41972
1084,-4.043491,Sasamón,42.41784
1085,1.88031,Bolvir,42.41716
1086,-6.120397,Val de San Lorenzo,42.41695
1087,2.873235,"Jonquera, La",42.41669
1088,-2.734324,Nájera,42.41604
1089,-4.664681,"Serna, La",42.41598
1090,0.1469093,Aínsa-Sobrarbe,42.41556
1091,-6.98196,"Barco de Valdeorras, O",42.41542
1092,-3.397841,Arraya de Oca,42.41536
1093,-7.059831,Vilamartín de Valdeorras,42.41521
1094,-3.418952,Villaescusa la Sombría,42.41518
1095,-3.690509,Quintanilla Vivar,42.41479
1096,-6.82406,Puente de Domingo Flórez,42.41438
1097,-3.134803,Fresneña,42.41425
1098,-2.8169,Alesanco,42.41421
1099,-3.243547,Tosantos,42.41386
1100,-7.726115,Nogueira de Ramuín,42.41308
1101,-4.49662,Villasarracino,42.4122
1102,-8.025622,Maside,42.41143
1103,-2.895997,Cirueña,42.41072
1104,-6.304451,Lucillo,42.41059
1105,0.3507822,Foradada del Toscar,42.41026
1106,1.128763,Sort,42.41024
1107,-4.361501,Osorno la Mayor,42.41016
1108,1.845763,Ger,42.41008
1109,-3.713181,Sotragero,42.40995
1110,-7.954321,Amoeiro,42.40992
1111,-3.821324,Pedrosa de Río Úrbel,42.40971
1112,0.3940125,Campo,42.40875
1113,0.741766,"Pont de Suert, El",42.40848
1114,-3.534245,Quintanapalla,42.40835
1115,-2.834565,Torrecilla sobre Alesanco,42.40828
1116,-5.459176,Corbillos de los Oteros,42.40788
1117,-4.176731,Padilla de Abajo,42.40781
1118,-3.281149,Espinosa del Camino,42.40644
1119,-3.262168,Villambistia,42.40631
1120,-3.613922,Hurones,42.40615
1121,-2.440523,Alberite,42.40607
1122,-4.904532,Lagartos,42.4058
1123,-2.118423,Alcanadre,42.40578
1124,-2.690376,Alesón,42.40511
1125,2.799725,"Vajol, La",42.4044
1126,-2.626475,Ventosa,42.40391
1127,3.150613,Colera,42.40375
1128,-4.244519,Melgar de Fernamental,42.40352
1129,-2.324659,Murillo de Río Leza,42.40302
1130,-4.698733,Villamoronta,42.40274
1131,-7.836892,Coles,42.40143
1132,-5.54065,Cabreros del Río,42.40137
1133,-2.718959,Tricio,42.40126
1134,-2.602225,Sotés,42.40012
1135,-4.566667,Valde-Ucieza,42.4
1136,-8.806928,Sanxenxo,42.39948
1137,-2.841517,Canillas de Río Tuerto,42.39923
1138,-6.711346,Benuza,42.3985
1139,-5.30069,Villamoratiel de las Matas,42.39805
1140,-1.629983,Murillo el Cuende,42.3978
1141,-0.4999619,Caldearenas,42.39699
1142,-2.895233,Manzanares de Rioja,42.39614
1143,-3.459788,Barrios de Colina,42.39611
1144,-3.639612,Villayerno Morquillas,42.39547
1145,-6.018861,Valderrey,42.39484
1146,2.845378,Agullana,42.39483
1147,-1.461822,Murillo el Fruto,42.3926
1148,-2.67522,Manjarrés,42.3926
1149,-7.120533,"Rúa, A",42.39249
1150,-4.64151,Nogal de las Huertas,42.39223
1151,-2.585274,Hornos de Moncalvillo,42.39176
1152,-2.846487,Cañas,42.39169
1153,-5.709544,San Pedro Bercianos,42.39166
1154,-8.699853,Marín,42.39147
1155,-5.908829,San Cristóbal de la Polantera,42.39127
1156,-1.971613,Cárcar,42.39011
1157,1.687812,Lles de Cerdanya,42.39004
1158,3.001604,Espolla,42.3897
1159,-2.980024,Santurde de Rioja,42.38959
1160,-4.461307,Villaherreros,42.38933
1161,-5.982224,Riego de la Vega,42.38933
1162,-8.503109,Ponte Caldelas,42.38924
1163,-7.266197,"Teixeira, A",42.38874
1164,-2.530942,Entrena,42.38834
1165,-3.574296,Rubena,42.38781
1166,-5.080766,Calzada del Coto,42.38774
1167,-1.794073,Falces,42.38772
1168,1.919695,Fontanals de Cerdanya,42.38765
1169,-2.69415,Arenzana de Arriba,42.3876
1170,-5.144388,Bercianos del Real Camino,42.3876
1171,-0.9365878,Biel,42.38749
1172,-2.7191,Arenzana de Abajo,42.3866
1173,-3.309347,Villafranca Montes de Oca,42.38651
1174,2.753674,Maçanet de Cabrenys,42.38558
1175,-3.734942,Alfoz de Quintanadueñas,42.38503
1176,-2.814371,Cordovín,42.38482
1177,1.459444,"Valls de Valira, Les",42.38445
1178,-7.568525,Parada de Sil,42.38281
1179,-2.55403,Medrano,42.38266
1180,-7.125877,Petín,42.38257
1181,-6.105768,Santiago Millas,42.38248
1182,-2.058642,Sartaguda,42.38142
1183,-5.70334,Bercianos del Páramo,42.38081
1184,0.489,Valle de Lierp,42.38
1185,-3.93297,Villanueva de Argaño,42.3799
1186,-1.444428,Carcastillo,42.3798
1187,3.026868,Rabós,42.37956
1188,1.739284,Prullans,42.37906
1189,-6.880474,Carballeda de Valdeorras,42.37857
1190,-2.954972,Santurdejo,42.37824
1191,-5.429756,Gusendos de los Oteros,42.37793
1192,1.818577,Isòvol,42.3779
1193,-3.507772,Atapuerca,42.37701
1194,-1.942034,Andosilla,42.37699
1195,-1.274022,Castiliscar,42.37669
1196,-4.671304,Villaturde,42.3765
1197,-7.411907,Castro Caldelas,42.37637
1198,-8.250866,Avión,42.37632
1199,-1.553171,Santacara,42.37534
1200,3.067037,Vilamaniscle,42.37445
1201,1.887394,Alp,42.37436
1202,-2.767255,Cárdenas,42.37424
1203,1.524045,Estamariu,42.374
1204,2.300704,Setcases,42.37371
1205,-8.071692,San Amaro,42.37314
1206,-2.887695,Villarejo,42.37299
1207,-5.507703,Cubillas de los Oteros,42.37294
1208,0.5268245,Torre la Ribera,42.37292
1209,-3.843971,"Quintanillas, Las",42.37259
1210,-4.109077,Villasandino,42.37226
1211,-5.03044,Sahagún,42.37203
1212,1.606315,"Pont de Bar, El",42.37196
1213,2.922122,Capmany,42.37195
1214,-2.58142,Daroca de Rioja,42.37144
1215,-2.670013,Bezares,42.37076
1216,1.181662,Soriguera,42.37069
1217,-2.865805,Villar de Torre,42.37067
1218,-7.29888,San Xoán de Río,42.3706
1219,-5.773118,Urdiales del Páramo,42.37043
1220,-8.011945,Punxín,42.37028
1221,1.778271,Bellver de Cerdanya,42.37015
1222,-4.291184,Osornillo,42.37003
1223,-2.545047,Sojuela,42.37001
1224,-1.021661,Luesia,42.36987
1225,-8.123707,Leiro,42.36928
1226,2.980664,Sant Climent Sescebes,42.36862
1227,-2.808181,Badarán,42.3673
1228,-2.655694,Santa Coloma,42.36699
1229,-6.233333,Luyego,42.36666
1230,2.834749,Darnius,42.366
1231,3.161217,Llançà,42.36518
1232,1.835709,Prats i Sansor,42.36442
1233,1.870623,Das,42.36198
1234,-3.930288,Isar,42.36185
1235,-1.130387,Uncastillo,42.3615
1236,-5.8546,Villazala,42.36126
1237,-4.926806,Moratinos,42.36052
1238,-3.583582,Orbaneja Riopico,42.36023
1239,-3.55778,Cardeñuela Riopico,42.35997
1240,2.999815,Mollet de Peralada,42.35981
1241,0.8811588,Sarroca de Bellera,42.35971
1242,1.695621,Montellà i Martinet,42.3597
1243,-1.548073,Mélida,42.35847
1244,-2.473416,Albelda de Iregua,42.35826
1245,-4.233235,Arenillas de Riopisuerga,42.35673
1246,1.459659,"Seu d'Urgell, La",42.3567
1247,-5.211738,Vallecillo,42.35655
1248,-5.310498,Santa Cristina de Valmadrigal,42.35649
1249,-4.738232,Bustillo del Páramo de Carrión,42.35588
1250,-5.747854,Santa María del Páramo,42.35568
1251,-5.929276,Santa María de la Isla,42.35504
1252,-0.7945753,Agüero,42.35485
1253,-4.566011,San Mamés de Campos,42.35485
1254,-2.387509,Ribafrecha,42.35477
1255,-2.722103,Camprovín,42.35464
1256,-4.864838,Ledigos,42.35455
1257,1.505077,Alàs i Cerc,42.35157
1258,2.9712,Masarac,42.35133
1259,1.852658,Urús,42.35039
1260,1.584271,Arsèguel,42.34995
1261,-2.425871,Clavijo,42.34995
1262,2.16335,Queralbs,42.34953
1263,-0.7268404,"Peñas de Riglos, Las",42.34886
1264,-3.191916,Villagalijo,42.34863
1265,-2.235826,Galilea,42.34824
1266,-7.159348,Larouco,42.34745
1267,-3.819411,Tardajos,42.34735
1268,-8.646326,Vilaboa,42.34724
1269,-3.779343,Villalbilla de Burgos,42.34708
