,longitude,municipality,latitude
3736,-1.215514,Cerveruela,41.21653
3737,0.730089,"Figuera, La",41.21593
3738,-4.258042,Navalmanzano,41.21515
3739,-2.2713,Arcos de Jalón,41.21495
3740,-4.924096,Rubí de Bracamonte,41.2146
3741,1.139606,"Selva del Camp, La",41.21413
3742,-4.67709,Almenara de Adaja,41.21382
3743,-5.11081,Carpio,41.21339
3744,0.8101557,Torroja del Priorat,41.21317
3745,-1.398226,Langa del Castillo,41.21275
3746,-1.789818,Nuévalos,41.21204
3747,-6.27084,Sardón de los Frailes,41.21193
3748,-2.038758,Cabolafuente,41.21166
3749,0.9762403,Alforja,41.21133
3750,-1.082381,Herrera de los Navarros,41.21056
3751,-2.527779,Yelo,41.21052
3752,-1.338678,Torralbilla,41.21043
3753,-2.784892,Alcolea de las Peñas,41.20986
3754,1.20726,Vilallonga del Camp,41.209
3755,-4.634735,Fuente de Santa Cruz,41.20889
3756,1.672825,Cubelles,41.20835
3757,-3.73432,Castroserna de Abajo,41.2083
3758,0.2464202,Nonaspe,41.20777
3759,1.247485,"Garidells, Els",41.20749
3760,-1.513659,Montón,41.2068
3761,-5.464819,Villaescusa,41.20633
3762,-0.7099051,Lécera,41.20604
3763,-5.895741,Santiz,41.20575
3764,-2.818308,Cincovillas,41.20544
3765,1.359429,Vespella de Gaià,41.20543
3766,-3.913137,Puebla de Pedraza,41.20537
3767,-2.118907,Alconchel de Ariza,41.20474
3768,-1.613624,Alarba,41.20458
3769,-5.021404,Bobadilla del Campo,41.20448
3770,-6.588746,Masueco,41.20445
3771,1.280623,"Secuita, La",41.20413
3772,1.044667,"Aleixar, L'",41.20151
3773,1.568441,Calafell,41.20056
3774,-2.653532,Sienes,41.2002
3775,1.636739,Cunit,41.19884
3776,-2.870902,Atienza,41.19748
3777,1.112455,Almoster,41.19719
3778,-1.510609,Villafeliche,41.19633
3779,-4.439495,Navas de Oro,41.19619
3780,-5.145677,Fresno el Viejo,41.19566
3781,-4.068713,Sauquillo de Cabezas,41.19459
3782,-3.857505,Rebollo,41.19336
3783,-3.994259,Veganzones,41.1929
3784,0.7754412,Gratallops,41.19287
3785,0.6271237,"Torre de l'Espanyol, La",41.1925
3786,1.206884,"Morell, El",41.19229
3787,-1.302247,Mainar,41.1922
3788,1.256016,Perafort,41.19201
3789,-3.795513,"Matilla, La",41.19116
3790,-1.287282,Villarreal de Huerva,41.19093
3791,-4.210704,Pinarnegrillo,41.19036
3792,-1.88306,Jaraba,41.19013
3793,-0.390319,Samper de Calanda,41.19006
3794,-2.518145,Miño de Medinaceli,41.18982
3795,-3.772063,Valleruela de Sepúlveda,41.18853
3796,1.209718,"Pobla de Mafumet, La",41.18802
3797,0.8540307,Porrera,41.18792
3798,-4.949173,Cervillego de la Cruz,41.18686
3799,0.7503626,"Lloar, El",41.18651
3800,-6.226938,Monleras,41.18558
3801,-1.636613,Castejón de Alarba,41.18377
3802,0.5898409,Vinebre,41.18375
3803,0.5671799,Ascó,41.18372
3804,-4.649365,Puras,41.18361
3805,-4.802578,Ataquines,41.18281
3806,1.046599,Maspujols,41.1828
3807,1.374479,"Nou de Gaià, La",41.18229
3808,-3.695434,Ventosilla y Tejadilla,41.18225
3809,0.3540713,"Pobla de Massaluca, La",41.18102
3810,-3.563763,Santo Tomé del Puerto,41.18054
3811,1.098705,Castellvell del Camp,41.17999
3812,-3.806705,Valleruela de Pedraza,41.1795
3813,-2.93149,"Miñosa, La",41.17905
3814,1.414619,"Pobla de Montornès, La",41.17878
3815,0.1670119,Fabara,41.17867
3816,1.272141,"Pallaresos, Els",41.17577
3817,-0.451008,Híjar,41.17572
3818,-4.93534,Fuente el Sol,41.17568
3819,-6.519328,"Peña, La",41.1749
3820,1.324055,"Catllar, El",41.17456
3821,-1.734744,Monterde,41.17434
3822,-6.28784,"Manzano, El",41.17422
3823,-2.433086,Medinaceli,41.17257
3824,-3.95271,Muñoveros,41.17223
3825,1.020467,"Borges del Camp, Les",41.17207
3826,-3.006566,Prádena de Atienza,41.17169
3827,-5.782762,Valdelosa,41.17096
3828,-5.249732,Tarazona de Guareña,41.17094
3829,-2.006145,Sisamón,41.17046
3830,-1.604282,Acered,41.17023
3831,-6.003465,Moraleja de Sayago,41.1696
3832,1.360071,"Riera de Gaià, La",41.16825
3833,0.9759995,Riudecols,41.16768
3834,-5.368752,Cañizal,41.16766
3835,-4.122932,Escalona del Prado,41.16724
3836,-3.654604,Casla,41.16695
3837,-1.146436,Luesma,41.16655
3838,1.440536,Creixell,41.16623
3839,-5.890038,Palacios del Arzobispo,41.16558
3840,0.7060272,"Molar, El",41.16348
3841,0.7666381,Bellmunt del Priorat,41.16308
3842,-3.778,Orejana,41.163
3843,-6.627572,"Zarza de Pumareda, La",41.16283
3844,-6.184583,Villaseco de los Reyes,41.16262
3845,-1.287342,Villadoz,41.16254
3846,-6.687607,Mieza,41.16225
3847,-3.890747,Arevalillo de Cega,41.16163
3848,0.4733999,"Fatarella, La",41.16158
3849,-4.777665,San Pablo de la Moraleja,41.1605
3850,-0.4705417,Urrea de Gaén,41.16009
3851,-1.554076,Atea,41.15928
3852,-1.481774,Murero,41.15878
3853,-1.042793,Villar de los Navarros,41.15837
3854,-6.380927,Ahigal de Villarino,41.15826
3855,-1.912225,Calmarza,41.15789
3856,0.8759075,Pradell de la Teixeta,41.15693
3857,-5.634622,Topas,41.15681
3858,-4.487045,Nava de la Asunción,41.15579
3859,-4.573022,Santiuste de San Juan Bautista,41.15517
3860,-4.007469,Turégano,41.15512
3861,1.108676,Reus,41.15482
3862,-6.487728,"Vídola, La",41.15339
3863,-3.16995,"Huerce, La",41.15318
3864,1.216675,Constantí,41.15104
3865,-1.465034,Manchones,41.14998
3866,-4.917227,Lomoviejo,41.1489
3867,-5.830114,Zamayón,41.14824
3868,-5.525603,Aldeanueva de Figueroa,41.14799
3869,-5.434347,Parada de Rubiales,41.14724
3870,0.8212665,Falset,41.14634
3871,0.9291461,Duesaigües,41.14473
3872,-1.381,Retascón,41.14454
3873,1.3971,Torredembarra,41.14452
3874,-1.192019,Fombuena,41.14391
3875,-1.324364,Villarroya del Campo,41.14323
3876,1.373146,Altafulla,41.14274
3877,-3.019817,Gascueña de Bornova,41.14193
3878,-4.665318,Montejo de Arévalo,41.1402
3879,-6.328799,Iruelos,41.13999
3880,-3.689073,Prádena,41.13995
3881,-1.254127,Badules,41.13863
3882,1.055814,Riudoms,41.13861
3883,0.909145,"Argentera, L'",41.13794
3884,-2.824648,Riofrío del Llano,41.13782
3885,-3.856474,Arahuetes,41.13767
3886,-1.698687,Abanto,41.13691
3887,0.6501854,Garcia,41.13665
3888,-5.914971,Añover de Tormes,41.13616
3889,0.9896871,Botarell,41.13564
3890,-5.326327,Vallesa de la Guareña,41.13535
3891,-3.072989,Bustares,41.13528
3892,-2.886906,"Bodera, La",41.13491
3893,-1.066893,Nogueras,41.13451
3894,-1.960034,Algar de Mesa,41.13445
3895,-4.650373,Tolocirio,41.13419
3896,-3.9,Valdevacas y Guijar,41.13334
3897,-3.581837,Somosierra,41.13312
3898,0.9625295,Riudecanyes,41.13054
3899,-6.654368,Cerezal de Peñahorcada,41.13045
3900,-3.809568,Pedraza,41.13042
3901,-6.559794,Cabeza del Caballo,41.13035
3902,-3.233801,Valverde de los Arroyos,41.1294
3903,-0.8345636,Moneva,41.12882
3904,-0.9221865,Moyuela,41.1285
3905,-4.350889,Bernardos,41.12846
3906,-3.114783,"Ordial, El",41.1282
3907,-1.844533,Campillo de Aragón,41.12734
3908,0.8007984,Marçà,41.12682
3909,-1.275405,Romanos,41.12636
3910,-2.740615,"Olmeda de Jadraque, La",41.1263
3911,-1.989027,Villel de Mesa,41.12617
3912,-5.183366,Cantalapiedra,41.12526
3913,0.8647319,"Torre de Fontaubella, La",41.12517
3914,0.1398754,Maella,41.12497
3915,0.7344264,"Masroig, El",41.12458
3916,-4.990178,Blasconuño de Matacabras,41.1234
3917,-6.445864,Villar de Samaniego,41.1228
3918,-4.266704,Carbonero el Mayor,41.12254
3919,-4.842773,Muriel,41.1224
3920,1.005617,Montbrió del Camp,41.12193
3921,-4.364726,Migueláñez,41.12193
3922,-3.908585,Cubillo,41.12132
3923,-3.965202,Caballar,41.12088
3924,-0.510963,Albalate del Arzobispo,41.12081
3925,0.4081464,Vilalba dels Arcs,41.12055
3926,1.24533,Tarragona,41.11866
3927,-3.724982,Arcones,41.11839
3928,-2.950481,Robledo de Corpes,41.11815
3929,-5.857884,San Pelayo de Guareña,41.11738
3930,-4.783861,Palacios de Goda,41.1171
3931,-4.87457,Salvador de Zapardiel,41.11658
3932,-4.696246,Donhierro,41.11604
3933,-4.379111,Domingo García,41.11544
3934,-1.413934,Daroca,41.11533
3935,-5.57548,Tardáguila,41.11479
3936,-1.088758,Santa Cruz de Nogueras,41.11458
3937,0.9367994,Vilanova d'Escornalbou,41.11419
3938,-3.299494,Majaelrayo,41.11357
3939,1.039709,Vinyols i els Arcs,41.11338
3940,-4.645412,San Cristóbal de la Vega,41.11186
3941,-6.348364,Brincones,41.11181
3942,-0.9645611,Plenas,41.11114
3943,1.145001,Vila-seca,41.11095
3944,-5.806513,Aldearrodrigo,41.11048
3945,-1.246205,Villahermosa del Campo,41.10942
3946,-1.489444,Orcajo,41.10928
3947,-6.501443,Valsalabroso,41.10923
3948,-5.424438,Espino de la Orbada,41.10724
3949,-4.957326,Moraleja de Matacabras,41.10721
3950,-1.359756,Nombrevilla,41.10695
3951,-3.593292,Robregordo,41.10658
3952,-3.088184,"Navas de Jadraque, Las",41.10451
3953,-4.194168,Escarabajosa de Cabezas,41.10449
3954,-3.131298,Arroyo de las Fraguas,41.1032
3955,-5.485153,"Orbada, La",41.1032
3956,-6.718517,Vilvestre,41.10301
3957,-5.785965,Torresmenudas,41.1022
3958,-3.025622,Villares de Jadraque,41.10213
3959,-4.032855,Torreiglesias,41.10206
3960,0.7521071,"Guiamets, Els",41.10201
3961,0.780364,Capçanes,41.10155
3962,0.6511012,Móra la Nova,41.10094
3963,-1.774756,Cimballa,41.10086
3964,0.8881252,Colldejou,41.09893
3965,-3.46434,"Cardoso de la Sierra, El",41.09864
3966,-1.204139,Lanzuela,41.09767
3967,-5.749491,Forfoleda,41.09701
3968,-6.287927,Puertas,41.0968
3969,-4.238953,Tabanera la Luenga,41.09666
3970,-1.637927,Cubel,41.09658
3971,-2.014944,Mochales,41.09599
3972,-3.75647,Matabuena,41.09501
3973,0.3120051,Batea,41.09412
3974,-5.602361,Palencia de Negrilla,41.09387
3975,-4.653146,Rapariegos,41.09375
3976,-5.560326,Arcediano,41.09332
3977,-4.900951,San Esteban de Zapardiel,41.093
3978,-6.598022,"Milano, El",41.09248
3979,-5.593187,Negrilla de Palencia,41.0921
3980,-1.121329,Bádenas,41.09168
3981,-5.998983,Ledesma,41.09164
3982,-4.131123,Escobar de Polendos,41.09098
3983,-2.841893,Rebollosa de Jadraque,41.08976
3984,-4.998767,Madrigal de las Altas Torres,41.08944
3985,-4.807941,Donvidas,41.08922
3986,0.6391603,Móra d'Ebre,41.08859
3987,-6.413413,Sanchón de la Ribera,41.08776
3988,-5.509055,Pajares de la Laguna,41.08759
3989,-4.394657,Ortigosa de Pestaño,41.08752
3990,-3.624634,"Acebeda, La",41.08697
3991,-1.460723,Balconchán,41.08688
3992,-5.70234,Calzada de Valdunciel,41.08641
3993,-1.876277,Milmarcos,41.08623
3994,-1.284122,Lechón,41.08613
3995,-3.313725,Campillo de Ranas,41.08599
3996,-1.214002,Cucalón,41.08574
3997,0.9616579,Mont-roig del Camp,41.08556
3998,-4.909803,Castellanos de Zapardiel,41.08524
3999,-5.671552,Valdunciel,41.08523
4000,-2.809056,Santiuste,41.08461
4001,-3.896081,Santiuste de Pedraza,41.08452
4002,-3.003786,Hiendelaencina,41.08424
4003,-5.233344,Villaflores,41.08399
4004,-4.544615,Aldeanueva del Codonal,41.08217
4005,-1.044818,Loscos,41.08124
4006,-5.399736,"Pedroso de la Armuña, El",41.08026
4007,-4.426724,Nieva,41.08
4008,-5.86131,Juzbado,41.07771
4009,0.4780503,Corbera d'Ebre,41.07764
4010,-4.831933,Sinlabajos,41.07727
4011,-4.319798,Armuña,41.07716
4012,-6.123671,Gejuelo del Barro,41.07709
4013,1.144041,Salou,41.07677
4014,-6.181431,Tremedal de Tormes,41.0756
4015,-1.392371,Villanueva de Jiloca,41.07542
4016,-3.786434,Gallegos,41.07471
4017,-1.830627,Fuentelsaz,41.0742
4018,-4.158595,Cantimpalos,41.0742
4019,-3.871454,Torre Val de San Pedro,41.07383
4020,-6.662935,Barruecopardo,41.07253
4021,-1.4231,Valdehorna,41.07252
4022,-4.240785,Yanguas de Eresma,41.07141
4023,-1.333929,Anento,41.07045
4024,-3.789361,Aldealengua de Pedraza,41.06966
4025,-2.642236,Sigüenza,41.0696
4026,-4.404407,Santa María la Real de Nieva,41.06889
4027,-3.042809,Zarzuela de Jadraque,41.06753
4028,-4.11025,Cabañas de Polendos,41.06725
4029,-4.600601,Codorniz,41.06709
4030,1.056419,Cambrils,41.06705
4031,-2.85539,Angón,41.06663
4032,-6.508775,Valderrodrigo,41.06552
4033,-1.386255,San Martín del Río,41.06547
4034,-4.68732,Martín Muñoz de la Dehesa,41.06539
4035,-5.090805,Horcajo de las Torres,41.0651
4036,-4.931392,Barromán,41.06509
4037,-1.701049,Aldehuela de Liestos,41.06451
4038,-4.721681,Arévalo,41.06443
4039,-5.823345,Almenara de Tormes,41.06409
4040,-5.526249,Villaverde de Guareña,41.0639
4041,-1.233128,Ferreruela de Huerva,41.06351
4042,-5.549843,Pedrosillo el Ralo,41.06291
4043,-6.285979,Espadaña,41.06255
4044,-6.59571,Villasbuenas,41.06209
4045,-5.467938,Pitiegua,41.06145
4046,-6.451808,Barceo,41.06123
4047,-3.54552,Horcajuelo de la Sierra,41.06009
4048,-3.118647,Semillas,41.05933
4049,-3.530301,Montejo de la Sierra,41.05928
4050,-2.523945,Estriégana,41.05771
4051,-1.446303,Val de San Martín,41.05718
4052,0.6343785,Benissanet,41.05704
4053,-6.362195,Villarmuerto,41.05628
4054,-2.910686,Pálmaces de Jadraque,41.05605
4055,-4.53864,Aldehuela del Codonal,41.05529
4056,-3.825141,Navafría,41.05463
4057,-1.558385,Used,41.05451
4058,-1.014965,Monforte de Moyuela,41.05423
4059,-2.796326,Huérmeces del Cerro,41.05323
4060,-5.328163,Cantalpino,41.05279
4061,-5.19534,Palaciosrubios,41.05256
4062,-4.051525,Adrada de Pirón,41.05235
4063,0.438685,Gandesa,41.05214
4064,0.8716488,Pratdip,41.05189
4065,-4.469901,Melque de Cercos,41.05176
4066,-3.941472,Pelayos del Arroyo,41.05161
4067,-5.693883,Castellanos de Villiquera,41.05156
4068,-0.8843605,Blesa,41.05129
4069,0.1039728,Mazaleón,41.04979
4070,-4.817433,Aldeaseca,41.04952
4071,-0.1306302,Alcañiz,41.04895
4072,-2.20504,Maranchón,41.04764
4073,-6.75316,Saucelle,41.04755
4074,-5.770327,Valverdón,41.04748
4075,-5.262202,Poveda de las Cintas,41.04737
4076,-3.582663,Madarcos,41.04731
4077,-5.386216,Arabayona de Mógica,41.0471
4078,-4.969301,Bercial de Zapardiel,41.04642
4079,-3.540921,Prádena del Rincón,41.04411
4080,-5.490385,Cabezabellosa de la Calzada,41.0436
4081,-5.534461,Gomecello,41.04295
4082,-1.192358,Lagueruela,41.04225
4083,0.6326027,Ginestar,41.0421
4084,-4.852352,Villanueva del Aceral,41.04132
4085,-3.989704,Santo Domingo de Pirón,41.041
4086,0.251333,Caseres,41.04062
4087,-3.643112,Braojos,41.04005
4088,-1.356289,Báguena,41.04003
4089,0.5978457,Miravet,41.04
4090,-5.792688,"Pino de Tormes, El",41.03981
4091,0.7331267,Tivissa,41.03957
4092,-5.844289,Zarapicos,41.03887
4093,-3.919351,Collado Hermoso,41.03882
4094,-2.985459,Congostrina,41.03795
4095,-4.296141,Añe,41.03774
4096,-6.113545,Villaseco de los Gamitos,41.0377
4097,-1.66178,Torralba de los Frailes,41.03682
4098,-1.146732,Bea,41.03651
4099,-2.467304,Alcolea del Pinar,41.03577
4100,-3.94243,Sotosalbos,41.03498
4101,-4.055102,Brieva,41.03432
4102,-0.8120759,Muniesa,41.03386
4103,-5.860358,San Pedro del Valle,41.03311
4104,-3.599468,Piñuécar-Gandullas,41.03265
4105,-1.507787,Santed,41.03228
4106,-6.221945,Villar de Peralonso,41.03194
4107,-4.519494,Juarros de Voltoya,41.03076
4108,-2.529474,Saúca,41.03068
4109,-5.618462,San Cristóbal de la Cuesta,41.03016
4110,-0.5921203,Ariño,41.03015
4111,-6.532548,Encinasola de los Comendadores,41.03008
4112,-3.625026,"Serna del Monte, La",41.02979
4113,-4.181263,Roda de Eresma,41.02869
4114,-5.642549,Monterrubio de Armuña,41.02808
4115,-4.025467,Basardilla,41.02772
4116,-2.858656,Negredo,41.02698
4117,-5.760849,Florida de Liébana,41.02684
4118,-2.277313,Luzón,41.02659
4119,-2.368177,Anguita,41.02637
4120,-2.768869,Viana de Jadraque,41.02615
4121,-5.887008,Vega de Tirados,41.02539
4122,-0.6967831,Alacón,41.02371
4123,-5.074331,Rasueros,41.0232
4124,-6.639734,Saldeana,41.02058
4125,-2.943015,Pinilla de Jadraque,41.02031
4126,0.8329072,Vandellòs i l'Hospitalet de l'Infant,41.02011
4127,-5.592543,Castellanos de Moriscos,41.01973
4128,-5.011209,Mamblas,41.01953
4129,-2.89966,Torremocha de Jadraque,41.01921
4130,-3.641817,Gascones,41.01809
4131,-4.158085,Encinillas,41.01792
4132,-4.897614,Fuentes de Año,41.01748
4133,-6.493218,Guadramiro,41.01742
4134,0.1883228,Calaceite,41.01737
4135,0.5155108,"Pinell de Brai, El",41.01736
4136,-1.337462,Burbáguena,41.01594
4137,-5.971948,Villarmayor,41.01466
4138,-5.197237,Zorita de la Frontera,41.01429
4139,-6.092881,"Encina, La",41.01391
4140,-6.092881,Encina de San Silvestre,41.01391
4141,-6.033449,Doñinos de Ledesma,41.01266
4142,-3.444847,Puebla de la Sierra,41.01208
4143,-0.919908,Huesa del Común,41.00974
4144,-4.650817,Espinosa de los Caballeros,41.00935
4145,-4.219127,"Huertos, Los",41.0092
4146,0.3821412,Bot,41.00909
4147,-6.43838,Vitigudino,41.00888
4148,-5.583252,Moriscos,41.00831
4149,-2.220331,Ciruelos del Pinar,41.00797
4150,-5.497637,Aldearrubia,41.00796
4151,-4.859519,Langa,41.00771
4152,-5.394605,Villoruela,41.00769
4153,-6.333561,Peralejos de Arriba,41.00661
4154,-2.024187,Establés,41.00653
4155,-5.647612,Villares de la Reina,41.00651
4156,-3.671118,Villavieja del Lozoya,41.00592
4157,-6.364386,Peralejos de Abajo,41.00555
4158,-2.78473,Baides,41.00534
4159,-6.163021,Villasdardo,41.00458
4160,-2.981962,"Toba, La",41.00427
4161,-4.900349,Canales,41.00328
4162,0.6005385,Rasquera,41.00267
4163,-4.955734,Cabezas del Pozo,41.00153
4164,-2.159138,Mazarete,41.00115
4165,-5.68979,Villamayor,41.00082
4166,-4.174846,Valseca,41.00058
4167,-5.970789,"Mata de Ledesma, La",41.00058
4168,-4.11646,Bernuy de Porreros,41.00056
4169,-3.248884,Tamajón,41.00044
4170,-5.906649,Golpejas,40.99983
4171,-3.026757,San Andrés del Congosto,40.99974
4172,-6.671154,Bermellar,40.99881
4173,-4.647501,Orbita,40.99851
4174,-1.425183,Castejón de Tornos,40.99822
4175,-0.6744237,Oliete,40.99805
4176,-4.07347,Espirdo,40.99775
4177,-5.127748,Rágama,40.99702
4178,-1.507961,Gallocanta,40.99695
4179,-1.08479,Fonfría,40.99593
4180,-3.550907,Puentes Viejas,40.99496
4181,-4.597004,Martín Muñoz de las Posadas,40.99466
4182,-5.374672,Villoria,40.9945
4183,-4.308839,Anaya,40.99408
4184,-2.370169,Iniéstola,40.99371
4185,-3.636723,Buitrago del Lozoya,40.99368
4186,-1.925651,Tartanedo,40.9934
4187,-5.502781,San Morales,40.99304
4188,-0.8543398,Plou,40.99202
4189,-4.024845,Torrecaballeros,40.99184
4190,0.2717271,Arens de Lledó,40.99172
4191,-0.0347835,Valdealgorfa,40.99085
4192,-1.466913,Berrueco,40.99079
4193,-3.726047,Navarredonda y San Mamés,40.99078
4194,-6.867124,"Fregeneda, La",40.98792
4195,-5.792649,Parada de Arriba,40.98705
4196,-6.796194,Hinojosa de Duero,40.98623
4197,-5.25951,"Campo de Peñaranda, El",40.98621
4198,0.084194,Valdeltormo,40.98577
4199,-1.042622,Allueva,40.98565
4200,-3.097235,Monasterio,40.98498
4201,-2.936468,Medranda,40.98389
4202,-5.153312,Paradinas de San Juan,40.98353
4203,-4.638578,Gutierre-Muñoz,40.98325
4204,0.4056279,Prat de Comte,40.98298
4205,-2.872613,Cendejas de Enmedio,40.9825
4206,-5.550014,Aldealengua,40.98217
4207,-4.203881,Hontanares de Eresma,40.98215
4208,-0.9833327,Anadón,40.98174
4209,-0.1479251,Castelserás,40.98142
4210,-6.130394,Santa María de Sando,40.9799
4211,-4.910458,Fuente el Saúz,40.97907
4212,-2.849378,Cendejas de la Torre,40.979
4213,-5.612863,Cabrerizos,40.9785
4214,-4.775988,Nava de Arévalo,40.97843
4215,-4.365848,Marazuela,40.97814
4216,-5.762423,Carrascal de Barregas,40.97805
4217,-6.432241,Moronta,40.978
4218,-2.61857,Torremocha del Campo,40.97788
4219,-4.26627,Garcillán,40.97736
4220,-5.425566,Babilafuente,40.97716
4221,-4.943945,Bernuy-Zapardiel,40.97598
4222,-3.525082,Berzosa del Lozoya,40.97594
4223,-0.4436573,Andorra,40.97544
4224,-6.585999,Cerralbo,40.97469
4225,0.5170919,Benifallet,40.97462
4226,-0.8356173,Cortes de Aragón,40.97435
4227,-2.445606,Luzaga,40.97256
4228,-1.711967,Embid,40.97253
4229,-2.132879,Anquela del Ducado,40.97213
4230,-1.798782,Tortuera,40.9715
4231,-3.275091,Retiendas,40.97091
4232,-5.413916,Moríñigo,40.96955
4233,-0.5302091,Alloza,40.96944
4234,-4.103292,"Lastrilla, La",40.9687
4235,-5.468874,Huerta,40.96814
4236,-4.799979,San Vicente de Arévalo,40.9677
4237,-5.671496,"Vellés, La",40.96731
4238,-6.111295,Sando,40.96717
4239,-0.8897479,Maicas,40.966
4240,-1.900333,Torrubia,40.96577
4241,-5.663047,Salamanca,40.96497
4242,-5.012189,Cisla,40.96485
4243,-3.718601,Gargantilla del Lozoya y Pinilla de Buitrago,40.96463
4244,-3.114865,Arbancón,40.96434
4245,-2.902856,Jirueque,40.96425
4246,-5.915601,Rollán,40.96346
4247,-2.666353,Algora,40.96341
4248,-6.263782,Cipérez,40.96274
4249,-1.433829,Tornos,40.96223
4250,-1.005372,Salcedillo,40.96213
4251,-4.038758,Trescasas,40.96186
4252,-4.339089,Marazoleja,40.96149
4253,-5.746598,Doñinos de Salamanca,40.96074
4254,-2.798212,Villaseca de Henares,40.96057
4255,-0.0919182,Torrecilla de Alcañiz,40.96016
4256,-4.845067,Donjimeno,40.95966
4257,-6.488522,Yecla de Yeltes,40.95956
4258,-1.548931,"Cuerlas, Las",40.95918
4259,-3.328386,Valdesotos,40.95744
4260,-4.235653,Valverde del Majano,40.95658
4261,-2.750973,Mandayona,40.95653
4262,-0.7673877,Josa,40.95604
4263,0.3153664,Horta de Sant Joan,40.95599
4264,0.2769528,Lledó,40.95488
4265,-5.28827,Villar de Gallimazo,40.9539
4266,-0.7054526,Alcaine,40.95359
4267,0.0259745,Valjunquera,40.95302
4268,-3.525749,Robledillo de la Jara,40.95299
4269,-4.954445,Cantiveros,40.9527
4270,-4.076104,San Cristóbal de Segovia,40.95257
4271,-2.415771,Hortezuela de Océn,40.95222
4272,-2.842353,Matillas,40.95211
4273,-4.273617,Martín Miguel,40.95168
4274,-3.791897,Lozoya,40.9515
4275,-2.103191,Selas,40.95123
4276,-5.40588,Cordovilla,40.95068
4277,-5.633373,Santa Marta de Tormes,40.95005
4278,-4.119209,Segovia,40.94943
4279,-1.925148,Pardos,40.94779
4280,-4.414613,Sangarcía,40.94718
4281,-3.088776,Cogolludo,40.94699
4282,-2.978674,Membrillera,40.94657
4283,-4.606659,Adanero,40.94591
4284,-5.553869,Calvarrasa de Abajo,40.94589
4285,-4.309361,Juarros de Riomoros,40.94553
4286,-2.725224,Mirabueno,40.9441
4287,-5.871698,Galindo y Perahuy,40.94322
4288,-0.2341148,Calanda,40.94182
4289,-5.207658,Aldeaseca de la Frontera,40.94177
4290,-4.842389,Cabezas de Alambre,40.9404
4291,-0.9511759,Segura de los Baños,40.9402
4292,-4.874399,Constanzana,40.93854
4293,-3.23648,"Mierla, La",40.93756
4294,-2.883265,Bujalaro,40.93747
4295,-4.784845,Pedro-Rodríguez,40.93684
4296,-2.787492,Castejón de Henares,40.93677
4297,-5.578127,Pelabravo,40.93669
4298,-3.354188,Tortuero,40.93563
4299,-6.717643,Lumbrales,40.93554
4300,0.109912,Torre del Compte,40.93546
4301,-5.078152,Flores de Ávila,40.93462
4302,-5.472084,Encinas de Abajo,40.93458
4303,-4.72748,Tiñosillos,40.93408
4304,-0.0862302,"Codoñera, La",40.93358
4305,-3.466667,"Atazar, El",40.93333
4306,-5.651256,Carbajosa de la Sagrada,40.93298
4307,-5.881299,Barbadillo,40.93208
4308,-4.059671,Palazuelos de Eresma,40.93102
4309,-4.967885,Fontiveros,40.9306
4310,0.2118405,Cretas,40.92919
4311,-5.348164,Ventosa del Río Almar,40.92888
4312,0.0749166,"Fresneda, La",40.928
4313,-3.30298,Puebla de Valles,40.92715
4314,-5.524562,Machacón,40.92662
4315,-3.617723,Lozoyuela-Navas-Sieteiglesias,40.92643
4316,-3.819392,Pinilla del Valle,40.9262
4317,-2.925027,Jadraque,40.92616
4318,-0.8433804,"Hoz de la Vieja, La",40.92379
4319,-4.64045,Pajares de Adaja,40.92365
4320,-0.2674085,Foz-Calanda,40.92335
4321,-5.692632,Aldeatejada,40.92322
4322,-2.391471,Sotodosos,40.92291
4323,-3.100931,Fuencemillán,40.92276
4324,-1.499419,Bello,40.92228
4325,0.4018317,Paüls,40.92212
4326,-3.53016,Cervera de Buitrago,40.92196
4327,-5.929086,Canillas de Abajo,40.92191
4328,-5.035893,Muñosancho,40.92184
4329,-3.689205,Garganta de los Montes,40.92143
4330,-1.300972,Calamocha,40.92026
4331,-1.854492,Rueda de la Sierra,40.91821
4332,-3.843788,Alameda del Valle,40.9179
4333,-6.79953,Sobradillo,40.9172
4334,-4.730068,"Bohodón, El",40.91633
4335,-4.26913,Abades,40.91547
4336,-1.683895,"Yunta, La",40.91481
4337,-6.411281,Pozos de Hinojo,40.91237
4338,-2.297112,Riba de Saelices,40.91217
4339,-5.363195,Alconada,40.91125
4340,0.260313,Arnes,40.91098
4341,-6.001102,Tabera de Abajo,40.91037
4342,-3.116191,Montarrón,40.91029
4343,-1.071651,Torrecilla del Rebollar,40.91006
4344,-3.737718,Canencia,40.90981
4345,-6.749234,"Redonda, La",40.90878
4346,-3.387443,Valdepeñas de la Sierra,40.90821
4347,0.5112524,Tivenys,40.9074
4348,-6.529585,Bogajo,40.90737
4349,-4.436669,Bercial,40.90679
4350,0.4906173,Xerta,40.90643
4351,-2.324149,Saelices de la Sal,40.90611
4352,-5.902259,Calzada de Don Diego,40.90603
4353,-5.592198,Calvarrasa de Arriba,40.90578
4354,-0.7230815,Obón,40.90473
4355,-3.073498,Espinosa de Henares,40.90396
4356,-5.202896,Peñaranda de Bracamonte,40.90394
4357,-3.879398,Rascafría,40.90381
4358,-0.1098415,Torrevelilla,40.90303
4359,-5.163529,Cantaracillo,40.90255
4360,-2.914652,Villanueva de Argecilla,40.90212
4361,-4.987929,Rivilla de Barajas,40.9013
