cmun,municipality,transf_cat__koppen_climate_Bsh,transf_cat__koppen_climate_Cfa,transf_cat__koppen_climate_Cfb,transf_cat__koppen_climate_Csa,transf_cat__koppen_climate_Csb,scaled__connectivity_score,scaled__economy_score,scaled__economy_score_area,scaled__hospital_distance_score,scaled__school_distance_score,scaled__hospital_score_area,scaled__school_score_area,scaled__train_distance_score,scaled__airport_distance_score,scaled__transport_score
25,39081,Saro,0.0,0.0,1.0,0.0,0.0,0.5053200432968764,-0.3971185617527025,-0.5513624457250097,-0.10511190521997137,0.7210640040597803,-0.10511190521997137,0.7210640040597803,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
26,48052,Larrabetzu,0.0,0.0,1.0,0.0,0.0,0.7371690514008732,0.40603484321717137,1.0500977932517137,2.6198602517597402,0.7210640040597803,2.6198602517597402,0.7210640040597803,-1.0536488975722926,2.5981316589944976,0.30314810211191906
27,39066,Ruente,0.0,0.0,1.0,0.0,0.0,0.8976799031651786,-0.3971185617527025,-0.5512295210445198,0.284169831491416,-1.242797534151219,0.284169831491416,-1.242797534151219,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
28,33062,Santa Eulalia de Oscos,0.0,0.0,1.0,0.0,0.0,-0.8809100401221253,-0.3971185617527025,-0.35140959695844826,-0.883675378642746,0.7210640040597803,-0.883675378642746,0.7210640040597803,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
29,33048,Pesoz,0.0,0.0,0.0,0.0,1.0,-0.8452409619522796,-0.3971185617527025,-0.3928178802803632,-0.4943936419313587,0.7210640040597803,-0.4943936419313587,0.7210640040597803,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
30,39057,Ramales de la Victoria,0.0,0.0,1.0,0.0,0.0,1.0841319026893719,0.9032250462937601,0.03186769881671491,0.284169831491416,-0.2608667650457194,0.284169831491416,-0.2608667650457194,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
31,39088,Tresviso,0.0,0.0,1.0,0.0,0.0,-1.6169901078089401,-0.3971185617527025,-0.7144073969134024,-0.883675378642746,-0.2608667650457194,-0.883675378642746,-0.2608667650457194,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
32,39049,Peñarrubia,0.0,0.0,1.0,0.0,0.0,1.0273856419646175,-0.3971185617527025,-0.6987125975370532,-0.883675378642746,-0.2608667650457194,-0.883675378642746,-0.2608667650457194,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
33,20003,Aizarnazabal,0.0,0.0,1.0,0.0,0.0,0.5685515909616027,-0.3971185617527025,0.3924938980270952,1.0627333049141907,0.7210640040597803,1.0627333049141907,0.7210640040597803,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
34,39063,Rionansa,0.0,0.0,1.0,0.0,0.0,-0.06052124221567513,-0.3971185617527025,-0.5287928474262628,-0.4943936419313587,-1.242797534151219,-0.4943936419313587,-1.242797534151219,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
35,48030,Etxebarria,0.0,0.0,1.0,0.0,0.0,0.19726891364820945,-0.3971185617527025,0.642970786967989,1.8412967783369654,0.7210640040597803,1.8412967783369654,0.7210640040597803,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
36,33052,Proaza,0.0,0.0,0.0,0.0,1.0,-1.3754131692949858,-0.3971185617527025,0.3350583600776915,0.284169831491416,0.7210640040597803,0.284169831491416,0.7210640040597803,-0.7297406085550464,0.2505124405851369,-0.47156371439631867
37,15027,Coirós,0.0,0.0,0.0,0.0,1.0,0.3123827568327113,0.34866674286218036,0.7623056764338664,-0.10511190521997137,0.7210640040597803,-0.10511190521997137,0.7210640040597803,1.8615257035829234,1.4243220497898172,2.1108090072978074
38,39034,Lamasón,0.0,0.0,1.0,0.0,0.0,-0.03944405966076614,-0.3971185617527025,-0.542199686109213,-0.883675378642746,-1.242797534151219,-0.883675378642746,-1.242797534151219,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
39,48915,Ziortza-Bolibar,0.0,0.0,1.0,0.0,0.0,0.06756317484877057,-0.3971185617527025,0.7180614642514377,1.0627333049141907,0.7210640040597803,1.0627333049141907,0.7210640040597803,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
40,31153,Lesaka,0.0,0.0,1.0,0.0,0.0,0.49234946941693253,1.4577833497253394,0.464025011586159,1.0627333049141907,0.7210640040597803,1.0627333049141907,0.7210640040597803,0.5658925475139385,2.5981316589944976,1.594334462958982
41,39101,Valle de Villaverde,0.0,0.0,1.0,0.0,0.0,-1.1727479524208626,-0.3971185617527025,0.5953515422171853,-0.10511190521997137,0.7210640040597803,-0.10511190521997137,0.7210640040597803,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
42,48912,Alonsotegi,0.0,0.0,1.0,0.0,0.0,0.7890513469206487,1.7255011513819642,1.204770649223219,2.6198602517597402,0.7210640040597803,2.6198602517597402,0.7210640040597803,-1.0536488975722926,3.771941268199178,0.8196226464507442
43,33003,Amieva,0.0,0.0,1.0,0.0,0.0,-1.6559018294487717,-0.3971185617527025,-0.5626964019098197,0.284169831491416,-1.242797534151219,0.284169831491416,-1.242797534151219,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
44,15068,Ponteceso,0.0,0.0,0.0,0.0,1.0,0.8004005990655998,5.980301927710463,3.3129442304190304,-0.883675378642746,0.7210640040597803,-0.883675378642746,0.7210640040597803,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
45,48008,Artzentales,0.0,0.0,1.0,0.0,0.0,0.2037542005881814,-0.3971185617527025,0.5031252472660293,0.284169831491416,0.7210640040597803,0.284169831491416,0.7210640040597803,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
46,20027,Zestoa,0.0,0.0,1.0,0.0,0.0,0.6155699212763994,1.8689214022694418,1.086290652845887,1.0627333049141907,0.7210640040597803,1.0627333049141907,0.7210640040597803,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
47,39078,Santiurde de Toranzo,0.0,0.0,1.0,0.0,0.0,0.9673967377698769,0.6355072446371354,-0.2510442780707614,0.284169831491416,-0.2608667650457194,0.284169831491416,-0.2608667650457194,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
48,20016,Aia,0.0,0.0,1.0,0.0,0.0,0.6933933645560624,1.4099765994295135,0.7473122814204622,1.0627333049141907,0.7210640040597803,1.0627333049141907,0.7210640040597803,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
49,27015,Cospeito,0.0,0.0,0.0,0.0,1.0,-0.8355130315423217,1.4673446997845048,2.0789222219728183,-0.10511190521997137,0.7210640040597803,-0.10511190521997137,0.7210640040597803,0.5658925475139385,-0.33639236401720335,0.30314810211191906
50,39072,San Roque de Riomiera,0.0,0.0,1.0,0.0,0.0,-1.762909063958309,-0.3971185617527025,-0.5129013452761519,-0.4943936419313587,-0.2608667650457194,-0.4943936419313587,-0.2608667650457194,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
51,31082,Etxalar,0.0,0.0,1.0,0.0,0.0,-0.06700652915564707,-0.3971185617527025,-0.1681077689480374,0.284169831491416,0.7210640040597803,0.284169831491416,0.7210640040597803,-0.08192403052055394,1.4243220497898172,0.5613853742813316
52,15003,Aranga,0.0,0.0,1.0,0.0,0.0,-0.9230644052319429,0.19568514191553774,0.5758487243658215,-0.883675378642746,0.7210640040597803,-0.883675378642746,0.7210640040597803,0.5658925475139385,0.2505124405851369,0.5613853742813316
53,39098,Villacarriedo,0.0,0.0,1.0,0.0,0.0,1.0841319026893719,0.7598047954062824,-0.19570090772087367,-0.4943936419313587,0.7210640040597803,-0.4943936419313587,0.7210640040597803,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
54,31259,Igantzi,0.0,0.0,1.0,0.0,0.0,-1.535924021059291,-0.3971185617527025,-0.12470780495735315,0.284169831491416,0.7210640040597803,0.284169831491416,0.7210640040597803,-0.08192403052055394,1.4243220497898172,0.5613853742813316
55,48022,Karrantza Harana/Valle de Carranza,0.0,0.0,1.0,0.0,0.0,0.4031767739923185,0.8267342458204386,0.835551029028011,-0.10511190521997137,0.7210640040597803,-0.10511190521997137,0.7210640040597803,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
56,48051,Lanestosa,0.0,0.0,1.0,0.0,0.0,0.8279630685604804,-0.3971185617527025,-0.28895655248182045,-0.10511190521997137,-0.2608667650457194,-0.10511190521997137,-0.2608667650457194,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
57,15040,Laxe,0.0,0.0,0.0,0.0,1.0,0.8798453640802559,1.8211146519736159,2.134942397707577,-0.883675378642746,0.7210640040597803,-0.883675378642746,0.7210640040597803,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
58,15014,Cabana de Bergantiños,0.0,0.0,0.0,0.0,1.0,0.44533113910213573,3.4752282122091893,2.6054318732451303,-0.883675378642746,0.7210640040597803,-0.883675378642746,0.7210640040597803,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
59,33027,Grandas de Salime,0.0,0.0,0.0,0.0,1.0,-0.5420537975085916,-0.3971185617527025,-0.44339001160415537,-0.4943936419313587,0.7210640040597803,-0.4943936419313587,0.7210640040597803,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
60,39021,Cieza,0.0,0.0,1.0,0.0,0.0,-0.01188159016588556,-0.3971185617527025,-0.5761576608656455,0.284169831491416,0.7210640040597803,0.284169831491416,0.7210640040597803,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
61,15001,Abegondo,0.0,0.0,0.0,0.0,1.0,-0.4447744934090126,6.582666981437868,2.926896529586795,0.284169831491416,0.7210640040597803,0.284169831491416,0.7210640040597803,1.213709125548431,2.5981316589944976,2.1108090072978074
62,27029,Meira,0.0,0.0,0.0,0.0,1.0,0.5572023388166519,0.731120745228787,1.1402919755997716,-0.883675378642746,0.7210640040597803,-0.883675378642746,0.7210640040597803,-0.7297406085550464,-0.33639236401720335,-0.7298009865657312
63,39026,Corvera de Toranzo,0.0,0.0,1.0,0.0,0.0,1.0387348941095682,1.027522597062907,-0.14980494091715119,0.284169831491416,-0.2608667650457194,0.284169831491416,-0.2608667650457194,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
64,48097,Zaratamo,0.0,0.0,1.0,0.0,0.0,0.9738820247098487,1.1613814978912194,1.1966787196518531,2.6198602517597402,0.7210640040597803,2.6198602517597402,0.7210640040597803,-1.0536488975722926,2.5981316589944976,0.30314810211191906
65,39082,Selaya,0.0,0.0,1.0,0.0,0.0,0.5766581996365678,1.190065548068715,-0.06818825396420464,-0.4943936419313587,0.7210640040597803,-0.4943936419313587,0.7210640040597803,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
66,48092,Bedia,0.0,0.0,1.0,0.0,0.0,0.21996741793811125,0.731120745228787,1.0972459297948787,2.6198602517597402,0.7210640040597803,2.6198602517597402,0.7210640040597803,-1.0536488975722926,2.5981316589944976,0.30314810211191906
67,48055,Lemoa,0.0,0.0,1.0,0.0,0.0,0.766352842630747,2.251375404636048,1.5882171285860536,2.6198602517597402,0.7210640040597803,2.6198602517597402,0.7210640040597803,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
68,27010,Castro de Rei,0.0,0.0,0.0,0.0,1.0,-0.5793441974134302,3.8481208645166305,2.3277223847831157,-0.10511190521997137,0.7210640040597803,-0.10511190521997137,0.7210640040597803,-0.40583231953780013,-0.33639236401720335,-0.47156371439631867
69,20002,Aduna,0.0,0.0,1.0,0.0,0.0,1.0517054679895121,-0.3971185617527025,0.154257726601536,1.8412967783369654,0.7210640040597803,1.8412967783369654,0.7210640040597803,-0.7297406085550464,1.4243220497898172,0.0449108299425065
70,39014,Cabuérniga,0.0,0.0,1.0,0.0,0.0,0.6171912430113923,-0.3971185617527025,-0.583300335456424,-0.4943936419313587,-2.7156936878094684,-0.4943936419313587,-2.7156936878094684,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
71,39003,Anievas,0.0,0.0,1.0,0.0,0.0,0.0043316271840443,-0.3971185617527025,-0.5795301435365202,0.284169831491416,-0.2608667650457194,0.284169831491416,-0.2608667650457194,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
72,33058,Riosa,0.0,0.0,0.0,0.0,1.0,-0.6539249972231078,-0.3971185617527025,0.1072939054198811,1.0627333049141907,0.7210640040597803,1.0627333049141907,0.7210640040597803,-0.08192403052055394,0.2505124405851369,0.0449108299425065
73,20028,Zizurkil,0.0,0.0,1.0,0.0,0.0,0.7987792773306067,1.123136097654559,0.6056694465949326,1.8412967783369654,0.7210640040597803,1.8412967783369654,0.7210640040597803,-0.7297406085550464,1.4243220497898172,0.0449108299425065
74,31024,Arano,0.0,0.0,1.0,0.0,0.0,-1.6169901078089401,-0.3971185617527025,-0.04596674471342863,1.0627333049141907,0.7210640040597803,1.0627333049141907,0.7210640040597803,-0.08192403052055394,1.4243220497898172,0.5613853742813316
75,31022,Arantza,0.0,0.0,1.0,0.0,0.0,-1.6169901078089401,-0.3971185617527025,-0.14661811019411036,0.284169831491416,0.7210640040597803,0.284169831491416,0.7210640040597803,-0.08192403052055394,1.4243220497898172,0.5613853742813316
76,20014,Asteasu,0.0,0.0,1.0,0.0,0.0,0.8863306510202279,1.5820809004944867,0.7399652770140136,1.8412967783369654,0.7210640040597803,1.8412967783369654,0.7210640040597803,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
77,48039,Garai,0.0,0.0,1.0,0.0,0.0,0.6090846343364275,-0.3971185617527025,0.9070714284696701,0.284169831491416,0.7210640040597803,0.284169831491416,0.7210640040597803,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
78,33067,Sobrescobio,0.0,0.0,1.0,0.0,0.0,0.0497286357638479,-0.3971185617527025,-0.05257582974798079,-0.4943936419313587,-0.2608667650457194,-0.4943936419313587,-0.2608667650457194,-0.7297406085550464,-0.33639236401720335,-0.7298009865657312
79,27053,Ribeira de Piquín,0.0,0.0,0.0,0.0,1.0,-1.3186669085702312,-0.3971185617527025,0.6753748280188813,-0.883675378642746,-0.2608667650457194,-0.883675378642746,-0.2608667650457194,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
80,15029,Coristanco,0.0,0.0,0.0,0.0,1.0,0.12917340077850403,4.842501270669808,4.008774688077477,-0.883675378642746,0.7210640040597803,-0.883675378642746,0.7210640040597803,-0.7297406085550464,0.2505124405851369,-0.47156371439631867
81,33050,Ponga,0.0,0.0,1.0,0.0,0.0,-1.7239973423184776,-0.3971185617527025,-0.43906111922714924,-0.10511190521997137,-2.2247283032567187,-0.10511190521997137,-2.2247283032567187,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
82,20075,Villabona,0.0,0.0,1.0,0.0,0.0,0.9576688073599189,3.3031239111442163,1.2426070978714188,1.8412967783369654,0.7210640040597803,1.8412967783369654,0.7210640040597803,-0.7297406085550464,1.4243220497898172,0.0449108299425065
83,48058,Mallabia,0.0,0.0,1.0,0.0,0.0,0.23942327875802707,1.878482752328607,1.33898476545639,1.0627333049141907,0.7210640040597803,1.0627333049141907,0.7210640040597803,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
84,48019,Berriz,0.0,0.0,1.0,0.0,0.0,0.870117433670298,2.901547208659279,1.7700296638916617,0.284169831491416,0.7210640040597803,0.284169831491416,0.7210640040597803,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
85,39083,Soba,0.0,0.0,1.0,0.0,0.0,-0.40424145003418777,-0.3971185617527025,-0.3883658914376602,-0.4943936419313587,-1.242797534151219,-0.4943936419313587,-1.242797534151219,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
86,20048,Larraul,0.0,0.0,1.0,0.0,0.0,0.6625882515911958,-0.3971185617527025,0.14270387651785854,1.8412967783369654,0.7210640040597803,1.8412967783369654,0.7210640040597803,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
87,39004,Arenas de Iguña,0.0,0.0,1.0,0.0,0.0,0.8376909989704383,-0.3971185617527025,-0.5761576608656455,0.284169831491416,-0.2608667650457194,0.284169831491416,-0.2608667650457194,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
88,33015,Caso,0.0,0.0,1.0,0.0,0.0,-0.5485390844485636,0.05226489102806027,0.03465921614511251,-0.4943936419313587,0.7210640040597803,-0.4943936419313587,0.7210640040597803,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
89,27022,Guitiriz,0.0,0.0,1.0,0.0,0.0,-0.49341414545880236,4.517415368658192,2.530911763805441,-0.883675378642746,0.7210640040597803,-0.883675378642746,0.7210640040597803,1.8615257035829234,0.2505124405851369,1.594334462958982
90,48065,Ugao-Miraballes,0.0,0.0,1.0,0.0,0.0,0.9382129465400031,1.19962689812788,1.174682928791953,1.8412967783369654,0.7210640040597803,1.8412967783369654,0.7210640040597803,-1.0536488975722926,2.5981316589944976,0.30314810211191906
91,48042,Gordexola,0.0,0.0,1.0,0.0,0.0,0.48748550421195375,0.377350793039676,0.7593508225785912,1.0627333049141907,0.7210640040597803,1.0627333049141907,0.7210640040597803,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
92,48910,Iurreta,0.0,0.0,1.0,0.0,0.0,0.7922939903906344,3.2744398609667207,1.9841116658864135,0.284169831491416,0.7210640040597803,0.284169831491416,0.7210640040597803,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
93,20006,Alkiza,0.0,0.0,1.0,0.0,0.0,0.16646380068334252,-0.3971185617527025,0.121052874899526,1.8412967783369654,0.7210640040597803,1.8412967783369654,0.7210640040597803,-0.7297406085550464,0.2505124405851369,-0.47156371439631867
94,31117,Goizueta,0.0,0.0,1.0,0.0,0.0,0.27509235692787243,-0.3971185617527025,-0.032076227163863,0.284169831491416,0.7210640040597803,0.284169831491416,0.7210640040597803,-0.40583231953780013,1.4243220497898172,0.30314810211191906
95,48095,Zaldibar,0.0,0.0,1.0,0.0,0.0,0.951183520419947,1.9645349028610934,1.4065047738363707,1.0627333049141907,0.7210640040597803,1.0627333049141907,0.7210640040597803,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
96,39022,Cillorigo de Liébana,0.0,0.0,1.0,0.0,0.0,0.47937889553698865,0.912786396352925,-0.3129148324750098,-0.883675378642746,-2.2247283032567187,-0.883675378642746,-2.2247283032567187,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
97,48094,Igorre,0.0,0.0,1.0,0.0,0.0,0.41776866960725517,1.6681330510269732,1.5705072378144826,1.8412967783369654,0.7210640040597803,1.8412967783369654,0.7210640040597803,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
98,20046,Irura,0.0,0.0,1.0,0.0,0.0,1.0338709289045895,1.3239244488970272,0.6580190345647431,2.6198602517597402,0.7210640040597803,2.6198602517597402,0.7210640040597803,-0.7297406085550464,0.2505124405851369,-0.47156371439631867
99,31226,Sunbilla,0.0,0.0,1.0,0.0,0.0,0.1778130528282936,-0.3971185617527025,0.0696602466605302,-0.10511190521997137,0.7210640040597803,-0.10511190521997137,0.7210640040597803,-0.40583231953780013,1.4243220497898172,0.30314810211191906
100,20066,Errezil,0.0,0.0,1.0,0.0,0.0,0.44208849563214975,-0.3971185617527025,0.17579316281910404,1.8412967783369654,0.7210640040597803,1.8412967783369654,0.7210640040597803,-0.7297406085550464,0.2505124405851369,-0.47156371439631867
101,1042,Okondo,0.0,0.0,1.0,0.0,0.0,0.46640832165704477,0.27217594238885906,0.6769727483362756,1.0627333049141907,0.7210640040597803,1.0627333049141907,0.7210640040597803,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
102,20010,Anoeta,0.0,0.0,1.0,0.0,0.0,1.0241429984946315,0.5972618444004747,0.4415470609442813,2.6198602517597402,0.7210640040597803,2.6198602517597402,0.7210640040597803,-0.7297406085550464,0.2505124405851369,-0.47156371439631867
103,15024,Cerceda,0.0,0.0,0.0,0.0,1.0,-0.11726750294042947,5.492673074693039,3.464785393486321,0.284169831491416,0.7210640040597803,0.284169831491416,0.7210640040597803,1.213709125548431,1.4243220497898172,1.594334462958982
104,39097,Vega de Pas,0.0,0.0,1.0,0.0,0.0,0.6852867558810977,-0.3971185617527025,-0.47555466217790804,-0.883675378642746,-1.242797534151219,-0.883675378642746,-1.242797534151219,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
105,39086,"Tojos, Los",0.0,0.0,1.0,0.0,0.0,-1.6218540730139193,-0.3971185617527025,-0.5771876633855927,-0.4943936419313587,-2.2247283032567187,-0.4943936419313587,-2.2247283032567187,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
106,20041,Hernialde,0.0,0.0,1.0,0.0,0.0,-0.5534030496535425,-0.3971185617527025,0.12068961531736196,2.6198602517597402,0.7210640040597803,2.6198602517597402,0.7210640040597803,-0.7297406085550464,0.2505124405851369,-0.47156371439631867
107,39089,Tudanca,0.0,0.0,1.0,0.0,0.0,-1.6218540730139193,-0.3971185617527025,-0.5766578926702601,-0.883675378642746,-3.2066590723622186,-0.883675378642746,-3.2066590723622186,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
