cmun,municipality,number_of_houses,VDSL_30Mbps,fixed_wireless,FTTH,HFC,reception_30Mbps,reception_100Mbps,reception_1Gbps,4G,5G,"5G_3,5GHz"
40142,Navares de Ayuso,144.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40143,Navares de Enmedio,218.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40144,Navares de las Cuevas,106.0,0.0,1.0,0.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40145,Navas de Oro,996.0,0.15,0.72,0.98,0.0,1.0,0.98,0.95,1.0,1.0,0.0
40146,Navas de San Antonio,502.0,0.0,1.0,0.99,0.0,0.98,0.0,0.0,1.0,0.98,0.0
40148,Nieva,258.0,0.0,0.55,0.98,0.0,1.0,0.99,0.99,1.0,0.0,0.0
40149,Olombrada,605.0,0.12,0.9,1.0,0.0,0.97,0.94,0.94,1.0,0.0,0.0
40150,Orejana,207.0,0.0,0.5,0.48,0.0,0.48,0.0,0.5,0.91,0.88,0.0
40151,Ortigosa de Pestaño,56.0,0.0,0.89,0.95,0.0,0.99,0.96,0.95,1.0,0.0,0.0
40152,Otero de Herreros,831.0,0.05,0.99,0.95,0.0,1.0,0.75,0.9,1.0,1.0,0.0
40154,Pajarejos,33.0,0.73,0.94,1.0,0.0,1.0,0.0,0.0,1.0,0.01,0.0
40155,Palazuelos de Eresma,2875.0,0.02,1.0,0.96,0.0,0.98,0.96,0.96,1.0,1.0,0.07
40156,Pedraza,445.0,0.14,0.55,0.94,0.0,0.98,0.96,0.96,0.96,0.95,0.0
40157,Pelayos del Arroyo,103.0,0.0,0.69,0.0,0.0,0.87,0.0,0.0,1.0,0.21,0.0
40158,Perosillo,44.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
40159,Pinarejos,151.0,0.0,1.0,0.96,0.0,0.97,0.93,0.9,1.0,0.55,0.0
40160,Pinarnegrillo,148.0,0.0,0.31,0.97,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40161,Carabias,129.0,0.0,0.96,0.95,0.0,0.0,0.0,0.0,1.0,0.14,0.0
40162,Prádena,716.0,0.16,0.88,0.96,0.0,0.98,0.0,0.97,1.0,0.0,0.0
40163,Puebla de Pedraza,90.0,0.0,0.21,0.94,0.0,0.98,0.98,0.95,1.0,0.14,0.0
40164,Rapariegos,171.0,0.0,0.25,0.0,0.0,0.99,0.0,0.0,1.0,0.0,0.0
40165,Rebollo,146.0,0.0,0.84,0.99,0.0,0.99,0.99,0.99,0.99,0.21,0.0
40166,Remondo,186.0,0.44,0.17,0.99,0.0,1.0,0.0,0.0,1.0,0.64,0.0
40168,Riaguas de San Bartolomé,88.0,0.0,0.6,0.06,0.0,0.44,0.0,0.0,1.0,0.06,0.0
40170,Riaza,3210.0,0.1,0.96,0.8,0.0,0.97,0.79,0.79,1.0,0.95,0.0
40171,Ribota,119.0,0.0,0.79,0.84,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40172,Riofrío de Riaza,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.52,0.0
40173,Roda de Eresma,147.0,0.37,1.0,1.0,0.0,1.0,1.0,0.78,1.0,0.7,0.0
40174,Sacramenia,436.0,0.18,0.98,0.99,0.0,1.0,0.99,0.95,0.99,0.01,0.0
40176,Samboal,408.0,0.35,0.93,0.97,0.0,0.69,0.0,0.0,1.0,1.0,0.0
40177,San Cristóbal de Cuéllar,148.0,0.12,0.7,0.99,0.0,1.0,1.0,0.96,1.0,0.0,0.0
40178,San Cristóbal de la Vega,138.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40179,Sanchonuño,615.0,0.2,0.8,0.99,0.0,1.0,1.0,1.0,1.0,0.07,0.0
40180,Sangarcía,341.0,0.02,0.34,1.0,0.0,1.0,1.0,1.0,1.0,0.09,0.0
40181,Real Sitio de San Ildefonso,4062.0,0.11,1.0,0.97,0.0,0.99,0.98,0.98,1.0,0.68,0.0
40182,San Martín y Mudrián,257.0,0.0,0.89,0.96,0.0,0.96,0.0,0.0,1.0,0.04,0.0
40183,San Miguel de Bernuy,159.0,0.36,1.0,0.89,0.0,0.76,0.0,0.95,1.0,0.0,0.0
40184,San Pedro de Gaíllos,410.0,0.38,0.39,0.83,0.0,1.0,0.0,0.85,1.0,0.68,0.0
40185,Santa María la Real de Nieva,1227.0,0.2,0.59,0.65,0.0,0.77,0.5,0.65,0.95,0.0,0.0
40186,Santa Marta del Cerro,86.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0
40188,Santiuste de Pedraza,167.0,0.0,0.69,0.59,0.0,0.95,0.0,0.61,1.0,0.97,0.0
40189,Santiuste de San Juan Bautista,470.0,0.4,0.0,0.94,0.0,0.98,0.94,0.94,0.97,0.0,0.0
40190,Santo Domingo de Pirón,80.0,0.0,0.76,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
40191,Santo Tomé del Puerto,639.0,0.01,0.51,0.21,0.0,0.71,0.0,0.0,1.0,0.42,0.0
40192,Sauquillo de Cabezas,212.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40193,Sebúlcor,248.0,0.0,0.06,0.97,0.0,0.99,0.98,0.98,0.94,0.2,0.0
40194,Segovia,28003.0,0.16,0.99,0.99,0.7,0.99,0.97,0.97,1.0,1.0,0.97
40195,Sepúlveda,1492.0,0.06,0.74,0.85,0.0,0.92,0.59,0.71,0.96,0.05,0.0
40196,Sequera de Fresno,78.0,0.0,0.35,0.0,0.0,0.97,0.0,0.0,0.68,0.08,0.0
40198,Sotillo,44.0,0.0,0.05,0.95,0.0,0.03,0.0,0.91,0.98,0.12,0.0
40199,Sotosalbos,178.0,0.0,0.99,0.8,0.0,0.97,0.86,0.79,1.0,0.22,0.0
40200,Tabanera la Luenga,83.0,0.24,0.0,0.0,0.0,0.75,0.0,0.0,1.0,0.14,0.0
40201,Tolocirio,42.0,0.0,0.64,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40202,Torreadrada,195.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
40203,Torrecaballeros,908.0,0.06,1.0,0.98,0.0,0.99,0.98,0.98,1.0,1.0,0.0
40204,Torrecilla del Pinar,346.0,0.2,0.88,0.99,0.0,1.0,0.99,0.99,1.0,1.0,0.0
40205,Torreiglesias,406.0,0.0,0.63,0.0,0.0,0.2,0.0,0.0,0.94,0.19,0.0
40206,Torre Val de San Pedro,333.0,0.0,0.99,0.92,0.0,0.99,0.0,0.91,1.0,0.99,0.0
40207,Trescasas,549.0,0.13,0.91,0.99,0.0,1.0,1.0,1.0,1.0,1.0,0.03
40208,Turégano,1006.0,0.23,0.78,0.73,0.0,0.95,0.73,0.68,0.99,0.07,0.0
40210,Urueñas,216.0,0.0,0.0,0.97,0.0,0.0,0.0,0.97,1.0,0.2,0.0
40211,Valdeprados,78.0,0.0,0.67,0.0,0.0,0.99,0.0,0.0,1.0,1.0,0.0
40212,Valdevacas de Montejo,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38,0.0
40213,Valdevacas y Guijar,128.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40214,Valseca,200.0,0.0,0.29,0.98,0.0,0.99,0.98,0.99,1.0,0.3,0.0
40215,Valtiendas,259.0,0.0,0.78,0.73,0.0,0.81,0.79,0.75,0.94,0.3,0.0
40216,Valverde del Majano,698.0,0.17,1.0,0.99,0.0,0.99,0.99,0.99,1.0,0.55,0.0
40218,Valle de Tabladillo,169.0,0.0,0.93,0.96,0.0,0.0,0.0,0.96,1.0,0.0,0.0
40219,Vallelado,433.0,0.33,1.0,0.99,0.0,1.0,1.0,1.0,1.0,0.0,0.0
40220,Valleruela de Pedraza,102.0,0.0,0.97,0.75,0.0,0.28,0.0,0.63,1.0,1.0,0.0
40221,Valleruela de Sepúlveda,125.0,0.03,1.0,0.99,0.0,0.07,0.0,0.98,1.0,1.0,0.0
40222,Veganzones,269.0,0.01,0.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40223,Vegas de Matute,762.0,0.0,0.76,0.91,0.0,1.0,0.34,0.39,1.0,1.0,0.02
40224,Ventosilla y Tejadilla,102.0,0.0,0.02,0.37,0.0,0.0,0.0,0.0,0.76,0.0,0.0
40225,Villacastín,1025.0,0.14,1.0,0.97,0.0,1.0,0.98,0.97,1.0,1.0,0.0
40228,Villaverde de Íscar,351.0,0.0,0.76,0.0,0.0,0.92,0.0,0.0,1.0,0.0,0.0
40229,Villaverde de Montejo,114.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.56,0.04,0.0
40230,Villeguillo,101.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40231,Yanguas de Eresma,224.0,0.37,0.0,0.82,0.0,0.97,0.84,0.82,0.3,0.0,0.0
40233,Zarzuela del Monte,665.0,0.07,0.61,0.55,0.0,0.92,0.0,0.14,1.0,0.52,0.0
40234,Zarzuela del Pinar,405.0,0.0,0.85,0.98,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40901,Ortigosa del Monte,448.0,0.09,0.98,0.82,0.0,0.98,0.9,0.82,1.0,1.0,0.0
40902,Cozuelos de Fuentidueña,184.0,0.0,0.92,0.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40903,Marazoleja,155.0,0.0,0.01,0.95,0.0,0.99,0.97,0.94,0.92,0.02,0.0
40904,Navas de Riofrío,385.0,0.09,0.99,0.92,0.0,1.0,0.94,0.89,1.0,0.82,0.0
40905,Cuevas de Provanco,190.0,0.01,0.99,0.99,0.0,1.0,0.0,0.99,1.0,0.0,0.0
40906,San Cristóbal de Segovia,1394.0,0.16,0.99,0.99,0.0,0.99,0.99,0.99,1.0,1.0,0.98
41001,Aguadulce,1123.0,0.12,1.0,1.0,0.0,0.99,0.99,1.0,1.0,1.0,0.0
41002,Alanís,1091.0,0.12,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.99,0.0
41003,Albaida del Aljarafe,1254.0,0.06,1.0,0.99,0.0,0.99,0.99,0.98,1.0,1.0,0.0
41004,Alcalá de Guadaíra,31005.0,0.09,0.99,0.96,0.58,0.97,0.93,0.93,1.0,1.0,0.9
41005,Alcalá del Río,5469.0,0.06,0.89,0.97,0.0,0.98,0.97,0.88,1.0,1.0,0.0
41006,Alcolea del Río,1422.0,0.06,0.76,1.0,0.0,1.0,0.76,1.0,1.0,0.95,0.0
41007,La Algaba,6840.0,0.03,0.97,0.99,0.0,1.0,1.0,0.98,1.0,1.0,0.02
41008,Algámitas,605.0,0.0,0.0,0.98,0.0,0.99,0.98,0.98,1.0,0.0,0.0
41009,Almadén de la Plata,1013.0,0.07,1.0,1.0,0.0,1.0,0.99,1.0,1.0,0.98,0.0
41010,Almensilla,2909.0,0.05,0.94,0.86,0.0,0.9,0.86,0.85,1.0,1.0,0.05
41011,Arahal,8658.0,0.13,0.91,0.83,0.0,0.92,0.83,0.75,1.0,0.99,0.0
41012,Aznalcázar,2283.0,0.04,0.99,0.92,0.0,0.99,0.84,0.18,1.0,1.0,0.0
41013,Aznalcóllar,2422.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
41014,Badolatosa,1406.0,0.16,0.97,0.98,0.0,0.99,0.98,0.98,1.0,0.87,0.0
41015,Benacazón,2776.0,0.07,1.0,1.0,0.0,1.0,1.0,0.99,1.0,1.0,0.0
41016,Bollullos de la Mitación,4465.0,0.11,0.95,0.98,0.0,0.99,0.97,0.96,1.0,0.99,0.81
41017,Bormujos,9102.0,0.06,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95
41018,Brenes,5225.0,0.13,1.0,1.0,0.0,0.95,0.89,0.75,1.0,1.0,0.0
41019,Burguillos,3120.0,0.09,0.85,0.98,0.0,0.99,0.98,0.96,1.0,1.0,0.0
41020,Las Cabezas de San Juan,6435.0,0.1,0.96,0.99,0.0,0.95,0.9,0.99,1.0,0.98,0.0
41021,Camas,13481.0,0.18,1.0,1.0,0.42,1.0,0.99,0.98,1.0,1.0,0.98
41022,La Campana,2242.0,0.03,0.6,0.97,0.0,0.99,0.97,0.97,1.0,0.0,0.0
41023,Cantillana,5256.0,0.1,0.9,0.92,0.0,0.95,0.91,0.85,1.0,0.99,0.0
41024,Carmona,14702.0,0.04,0.87,0.68,0.0,0.43,0.38,0.04,1.0,0.98,0.02
41025,Carrión de los Céspedes,1299.0,0.14,0.95,0.88,0.0,0.99,0.87,0.88,1.0,0.39,0.0
41026,Casariche,2204.0,0.05,1.0,0.87,0.0,0.08,0.0,0.0,1.0,0.99,0.0
41027,Castilblanco de los Arroyos,3060.0,0.1,0.99,0.85,0.0,0.94,0.85,0.81,1.0,0.96,0.0
41028,Castilleja de Guzmán,1014.0,0.01,0.99,1.0,0.0,1.0,1.0,0.98,1.0,1.0,0.01
41029,Castilleja de la Cuesta,7021.0,0.11,1.0,1.0,0.0,1.0,1.0,0.98,1.0,1.0,0.47
41030,Castilleja del Campo,316.0,0.01,0.91,0.96,0.0,0.98,0.96,0.94,1.0,0.04,0.0
41031,El Castillo de las Guardas,1766.0,0.05,0.68,0.45,0.0,0.82,0.35,0.32,0.98,0.15,0.0
41032,Cazalla de la Sierra,2764.0,0.0,0.85,0.99,0.0,1.0,1.0,0.99,0.99,0.96,0.0
41033,Constantina,3646.0,0.13,0.95,0.85,0.0,0.86,0.77,0.75,1.0,0.88,0.0
41034,Coria del Río,13206.0,0.09,0.98,1.0,0.0,0.97,0.94,0.99,1.0,1.0,1.0
41035,Coripe,821.0,0.06,0.95,0.92,0.0,1.0,0.93,0.85,0.99,0.0,0.0
41036,El Coronil,2312.0,0.08,0.63,0.92,0.0,0.97,0.92,0.86,1.0,0.01,0.0
41037,Los Corrales,1775.0,0.08,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
41038,Dos Hermanas,55372.0,0.08,1.0,0.98,0.67,0.99,0.97,0.97,1.0,1.0,0.95
41039,Écija,18320.0,0.09,0.97,0.94,0.0,0.97,0.93,0.86,1.0,0.98,0.0
41040,Espartinas,6505.0,0.12,0.98,0.98,0.0,0.97,0.95,0.94,1.0,1.0,0.23
41041,Estepa,5616.0,0.08,1.0,0.98,0.0,0.69,0.64,0.98,1.0,0.99,0.0
41042,Fuentes de Andalucía,3243.0,0.07,1.0,1.0,0.0,0.82,0.78,0.77,1.0,0.0,0.0
41043,El Garrobo,562.0,0.04,0.95,0.79,0.0,0.99,0.79,0.79,1.0,0.05,0.0
41044,Gelves,4429.0,0.15,1.0,0.98,0.0,0.98,0.96,0.98,1.0,1.0,0.48
41045,Gerena,3446.0,0.0,0.87,0.98,0.0,1.0,1.0,0.88,1.0,0.89,0.0
41046,Gilena,1683.0,0.08,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
41047,Gines,4985.0,0.15,1.0,1.0,0.0,0.99,0.98,1.0,1.0,1.0,0.07
41048,Guadalcanal,1576.0,0.08,1.0,0.99,0.0,1.0,0.99,1.0,1.0,0.0,0.0
41049,Guillena,6510.0,0.13,0.95,0.94,0.0,0.92,0.84,0.84,1.0,0.81,0.0
41050,Herrera,2967.0,0.07,0.72,0.97,0.0,0.98,0.97,0.94,1.0,0.47,0.0
41051,Huévar del Aljarafe,1483.0,0.08,1.0,0.94,0.0,0.98,0.95,0.91,1.0,1.0,0.0
41052,Lantejuela,1554.0,0.14,1.0,1.0,0.0,0.96,0.92,0.92,1.0,1.0,0.0
41053,Lebrija,12551.0,0.05,1.0,0.94,0.0,0.94,0.89,0.86,1.0,1.0,0.36
41054,Lora de Estepa,590.0,0.04,1.0,0.88,0.0,0.97,0.95,0.95,1.0,0.09,0.0
41055,Lora del Río,8753.0,0.13,0.87,0.92,0.0,0.94,0.88,0.83,1.0,0.02,0.0
41056,La Luisiana,2041.0,0.23,1.0,0.99,0.0,1.0,1.0,1.0,1.0,0.01,0.0
41057,El Madroño,384.0,0.0,0.04,0.0,0.0,0.28,0.0,0.0,0.92,0.58,0.0
41058,Mairena del Alcor,9394.0,0.06,0.99,0.9,0.0,0.93,0.86,0.85,1.0,1.0,0.0
41059,Mairena del Aljarafe,19127.0,0.22,1.0,0.99,0.28,1.0,0.99,0.99,1.0,1.0,0.93
41060,Marchena,10251.0,0.05,0.98,0.82,0.0,0.6,0.5,0.7,1.0,0.99,0.0
41061,Marinaleda,1114.0,0.04,1.0,0.97,0.0,1.0,0.99,1.0,1.0,1.0,0.0
41062,Martín de la Jara,1121.0,0.03,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
41063,Los Molares,1538.0,0.11,0.82,0.96,0.0,0.96,0.92,0.92,1.0,0.0,0.0
41064,Montellano,3776.0,0.1,0.98,0.9,0.0,0.98,0.9,0.8,1.0,1.0,0.0
41065,Morón de la Frontera,12753.0,0.12,0.93,0.92,0.0,0.96,0.91,0.85,0.99,0.97,0.0
41066,Las Navas de la Concepción,951.0,0.16,1.0,1.0,0.0,1.0,1.0,0.99,1.0,1.0,0.0
41067,Olivares,3837.0,0.06,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
41068,Osuna,7546.0,0.09,0.99,0.89,0.0,0.9,0.85,0.8,1.0,0.98,0.0
41069,Los Palacios y Villafranca,14846.0,0.05,0.97,0.89,0.0,0.91,0.87,0.81,1.0,0.99,0.32
41070,Palomares del Río,3600.0,0.13,0.99,0.97,0.0,0.97,0.94,0.94,1.0,1.0,0.93
41071,Paradas,3067.0,0.09,0.42,0.99,0.0,0.99,0.97,0.78,1.0,0.32,0.0
41072,Pedrera,2147.0,0.13,0.79,1.0,0.0,1.0,1.0,0.98,1.0,0.02,0.0
41073,El Pedroso,1395.0,0.15,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.97,0.0
41074,Peñaflor,1769.0,0.13,1.0,0.98,0.0,1.0,0.98,0.98,1.0,0.98,0.0
41075,Pilas,6388.0,0.06,1.0,0.95,0.0,0.98,0.95,0.83,1.0,1.0,0.0
41076,Pruna,1296.0,0.0,0.84,0.99,0.0,1.0,0.99,0.98,0.99,0.95,0.0
41077,La Puebla de Cazalla,4776.0,0.03,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.99,0.0
41078,La Puebla de los Infantes,1735.0,0.08,1.0,0.86,0.0,1.0,0.85,0.86,1.0,0.99,0.0
41079,La Puebla del Río,5030.0,0.04,0.92,0.86,0.0,0.88,0.85,0.77,0.99,0.93,0.3
41080,El Real de la Jara,937.0,0.14,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
41081,La Rinconada,15758.0,0.08,0.97,0.97,0.0,0.96,0.93,0.92,1.0,0.99,0.34
41082,La Roda de Andalucía,1940.0,0.13,0.99,0.96,0.0,0.99,0.81,0.96,1.0,0.99,0.0
41083,El Ronquillo,1309.0,0.0,1.0,0.73,0.0,0.98,0.73,0.3,1.0,0.96,0.0
41084,El Rubio,1634.0,0.1,1.0,0.99,0.0,1.0,0.66,0.99,1.0,1.0,0.0
41085,Salteras,2235.0,0.04,0.67,0.99,0.0,0.99,0.99,0.98,1.0,0.26,0.0
41086,San Juan de Aznalfarache,10362.0,0.21,1.0,0.99,0.27,0.99,0.98,0.99,1.0,1.0,1.0
41087,Sanlúcar la Mayor,6750.0,0.12,0.95,0.87,0.0,0.9,0.81,0.8,1.0,0.76,0.6
41088,San Nicolás del Puerto,504.0,0.0,0.88,0.97,0.0,0.99,0.99,1.0,0.9,0.79,0.0
41089,Santiponce,3295.0,0.08,1.0,0.96,0.0,0.99,0.99,1.0,1.0,1.0,0.34
41090,El Saucejo,2044.0,0.0,0.52,0.99,0.0,0.99,0.6,0.0,1.0,0.0,0.0
41091,Sevilla,321433.0,0.18,1.0,1.0,0.46,1.0,0.99,0.99,1.0,1.0,1.0
41092,Tocina,4157.0,0.15,0.71,1.0,0.0,1.0,1.0,0.95,1.0,0.89,0.0
41093,Tomares,9624.0,0.04,1.0,0.99,0.05,1.0,1.0,0.99,1.0,0.99,0.82
41094,Umbrete,3618.0,0.06,1.0,1.0,0.0,1.0,0.99,0.99,1.0,1.0,0.0
41095,Utrera,22558.0,0.05,0.9,0.92,0.0,0.93,0.89,0.88,1.0,0.96,0.0
41096,Valencina de la Concepción,3443.0,0.13,1.0,0.99,0.0,0.99,0.98,0.96,1.0,1.0,0.01
41097,Villamanrique de la Condesa,2193.0,0.0,0.82,0.95,0.0,1.0,0.91,0.79,1.0,0.97,0.0
41098,Villanueva del Ariscal,2913.0,0.03,1.0,0.96,0.0,0.97,0.96,0.93,1.0,1.0,0.0
41099,Villanueva del Río y Minas,2736.0,0.08,0.96,0.94,0.0,0.97,0.94,0.64,1.0,0.98,0.0
41100,Villanueva de San Juan,706.0,0.0,1.0,1.0,0.0,1.0,0.99,1.0,1.0,0.0,0.0
41101,Villaverde del Río,3281.0,0.14,1.0,0.98,0.0,0.99,0.98,0.84,1.0,1.0,0.74
41102,El Viso del Alcor,7035.0,0.05,0.99,0.98,0.0,0.99,0.98,0.97,1.0,1.0,0.0
41901,Cañada Rosal,1502.0,0.0,0.46,1.0,0.0,1.0,1.0,0.99,1.0,0.8,0.0
41902,Isla Mayor,2530.0,0.26,0.91,1.0,0.0,0.99,0.98,0.99,1.0,0.0,0.0
41903,El Cuervo de Sevilla,3186.0,0.17,1.0,0.96,0.0,0.26,0.02,0.0,1.0,1.0,0.0
42001,Abejar,330.0,0.33,1.0,0.97,0.0,0.92,0.0,0.93,1.0,1.0,0.0
42003,Adradas,80.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
42004,Ágreda,2162.0,0.15,0.96,0.91,0.0,0.99,0.92,0.9,1.0,0.99,0.0
42006,Alconaba,154.0,0.0,0.88,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
42007,Alcubilla de Avellaneda,277.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.0
42008,Alcubilla de las Peñas,394.0,0.0,0.7,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0
42009,Aldealafuente,144.0,0.0,0.19,0.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42010,Aldealices,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
42011,Aldealpozo,36.0,0.0,0.97,0.0,0.0,1.0,0.0,0.0,1.0,0.31,0.0
42012,Aldealseñor,67.0,0.03,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
42013,Aldehuela de Periáñez,70.0,0.03,0.71,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.0
42014,Las Aldehuelas,132.0,0.0,0.83,0.0,0.0,0.69,0.0,0.0,0.97,0.0,0.0
42015,Alentisque,47.0,0.11,0.26,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0
42016,Aliud,34.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0
42017,Almajano,162.0,0.42,0.69,0.0,0.0,0.99,0.0,0.0,1.0,0.93,0.0
42018,Almaluez,282.0,0.0,0.81,0.63,0.0,0.0,0.0,0.0,0.98,0.0,0.0
42019,Almarza,727.0,0.18,0.93,0.75,0.0,0.94,0.61,0.59,1.0,1.0,0.0
42020,Almazán,3943.0,0.19,0.94,0.95,0.0,0.97,0.95,0.95,1.0,0.44,0.0
42021,Almazul,201.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
42022,Almenar de Soria,370.0,0.27,0.76,0.76,0.0,0.7,0.0,0.52,0.98,0.0,0.0
42023,Alpanseque,115.0,0.1,0.59,0.0,0.0,0.3,0.0,0.0,0.86,0.0,0.0
42024,Arancón,103.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0
42025,Arcos de Jalón,2594.0,0.15,0.61,0.58,0.0,0.93,0.37,0.05,0.96,0.0,0.0
42026,Arenillas,86.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0
42027,Arévalo de la Sierra,147.0,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.68,0.53,0.0
42028,Ausejo de la Sierra,95.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
42029,Baraona,309.0,0.2,0.41,0.0,0.0,0.77,0.0,0.0,0.8,0.0,0.0
42030,Barca,198.0,0.0,0.86,0.0,0.0,0.26,0.0,0.0,1.0,0.0,0.0
42031,Barcones,135.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.33,0.0,0.0
42032,Bayubas de Abajo,233.0,0.0,0.79,0.74,0.0,0.75,0.75,0.72,0.96,0.0,0.0
42033,Bayubas de Arriba,76.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0
42034,Beratón,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42035,Berlanga de Duero,1138.0,0.11,0.73,0.68,0.0,0.93,0.69,0.69,0.99,0.0,0.0
42036,Blacos,104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42037,Bliecos,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
42038,Borjabad,41.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0
42039,Borobia,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42041,Buberos,28.0,0.21,0.29,0.0,0.0,0.75,0.0,0.0,0.92,0.0,0.0
42042,Buitrago,35.0,0.0,1.0,0.54,0.0,0.91,0.0,0.97,1.0,1.0,0.0
42043,Burgo de Osma-Ciudad de Osma,4341.0,0.15,0.88,0.79,0.0,0.97,0.77,0.78,0.99,0.85,0.0
42044,Cabrejas del Campo,43.0,0.0,0.12,0.7,0.0,0.0,0.0,0.0,0.78,0.0,0.0
42045,Cabrejas del Pinar,391.0,0.25,1.0,0.98,0.0,1.0,0.0,0.98,1.0,0.0,0.0
42046,Calatañazor,126.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
42048,Caltojar,232.0,0.05,0.0,0.98,0.0,0.86,0.79,0.79,0.03,0.0,0.0
42049,Candilichera,150.0,0.0,0.71,0.3,0.0,0.13,0.0,0.0,0.99,0.0,0.0
42050,Cañamaque,142.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0
42051,Carabantes,81.0,0.0,0.04,0.99,0.0,0.0,0.0,0.0,0.76,0.0,0.0
42052,Caracena,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
42053,Carrascosa de Abajo,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42054,Carrascosa de la Sierra,63.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.96,0.78,0.0
42055,Casarejos,223.0,0.23,0.77,0.96,0.0,1.0,0.98,0.97,1.0,0.0,0.0
42056,Castilfrío de la Sierra,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
42057,Castilruiz,224.0,0.0,0.27,0.0,0.0,0.58,0.0,0.0,0.97,0.9,0.0
42058,Castillejo de Robledo,381.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42059,Centenera de Andaluz,67.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42060,Cerbón,85.0,0.0,0.18,0.0,0.0,1.0,0.0,0.0,0.9,0.38,0.0
