cmun,municipality,count_of_stations,suburban_train
36022,Grove (O),5,no
36024,Lalín,2,no
36033,Mos,1,no
36034,Neves (As),1,no
36038,Pontevedra,3,no
36039,Porriño (O),1,no
36040,Portas,1,no
36041,Poio,2,no
36044,Pontecesures,1,no
36045,Redondela,5,no
36050,Salvaterra De Miño,1,no
36051,Sanxenxo,5,no
36052,Silleda,3,no
36053,Soutomaior,1,no
36054,Tomiño,1,no
36055,Tui,5,no
36057,Vigo,4,no
36058,Vilaboa,1,no
36060,Vilagarcía De Arousa,3,no
37008,Alba De Tormes,1,no
37016,Aldealengua,1,no
37025,Aldehuela De La Bóveda,2,no
37032,Arapiles,1,no
37038,Babilafuente,1,no
37046,Béjar,1,no
37052,Boada,1,no
37055,Bogajo,1,no
37072,Calzada De Don Diego,1,no
37073,Calzada De Valdunciel,1,no
37080,Cantagallo,1,no
37081,Cantalapiedra,1,no
37082,Cantalpino,1,no
37086,Carpio De Azaba,1,no
37127,Espeja,1,no
37132,Fregeneda (La),2,no
37135,Fuente De San Esteban (La),1,no
37139,Fuentes De Béjar,1,no
37140,Fuentes De Oñoro,1,no
37149,Garcirrey,1,no
37152,Gomecello,1,no
37156,Guijuelo,1,no
37157,Herguijuela De Ciudad Rodrigo,2,no
37160,Hinojosa De Duero,1,no
37171,Ledrada,1,no
37173,Lumbrales,1,no
37183,Martín De Yeltes,1,no
37188,Maya (La),1,no
37207,Moriscos,1,no
37217,Navalmoral De Béjar,1,no
37223,Olmedo De Camaces,1,no
37239,Pedroso De La Armuña (El),1,no
37246,Peñaranda De Bracamonte,1,no
37254,Pitiegua,1,no
37255,Pizarral,1,no
37263,Puerto De Béjar,1,no
37270,Robliza De Cojos,1,no
37274,Salamanca,4,no
37282,Sanchotello,1,no
37288,San Morales,1,no
37310,Sieteiglesias De Tormes,1,no
37323,Topas,1,no
37338,Valdunciel,2,no
37358,Villar De Gallimazo,1,no
37362,Villares De La Reina,1,no
37363,Villares De Yeltes,1,no
37373,Villavieja De Yeltes,1,no
39001,Alfoz De Lloredo,1,yes
39002,Ampuero,1,yes
39004,Arenas De Iguña,1,yes
39008,Astillero (El),3,yes
39009,Bárcena De Cicero,3,yes
39010,Bárcena De Pie De Concha,3,yes
39012,Cabezón De La Sal,4,yes
39016,Camargo,4,yes
39024,Comillas,1,yes
39025,Corrales De Buelna (Los),3,yes
39027,Campoo De Enmedio,2,yes
39028,Entrambasaguas,1,yes
39031,Hazas De Cesto,1,yes
39035,Laredo,2,no
39037,Liérganes,1,yes
39038,Limpias,1,yes
39040,Marina De Cudeyo,1,yes
39042,Medio Cudeyo,4,yes
39044,Miengo,2,yes
39046,Molledo,2,yes
39051,Pesquera,1,yes
39052,Piélagos,7,yes
39054,Polanco,2,yes
39057,Ramales De La Victoria,1,yes
39058,Rasines,1,yes
39059,Reinosa,1,yes
39060,Reocín,3,yes
39062,Ribamontán Al Monte,2,yes
39064,Riotuerto,1,yes
39065,Rozas De Valdearroyo (Las),2,no
39073,Santa Cruz De Bezana,1,yes
39075,Santander,10,yes
39077,Santiurde De Reinosa,1,yes
39080,San Vicente De La Barquera,2,yes
39087,Torrelavega,7,yes
39091,Valdáliga,2,yes
39092,Valdeolea,1,no
39093,Valdeprado Del Río,2,no
39094,Valderredible,1,no
39095,Val De San Vicente,2,yes
40030,Bernardos,1,no
40032,Boceguillas,1,no
40039,Campo De San Pedro,1,no
40043,Carbonero El Mayor,1,no
40057,Coca,2,no
40063,Cuéllar,1,no
40076,Espinar (El),1,no
40082,Fuente De Santa Cruz,1,no
40101,Hontanares De Eresma,1,no
40115,Maderuelo,1,no
40138,Nava De La Asunción,1,no
40151,Ortigosa De Pestaño,1,no
40152,Otero De Herreros,2,no
40170,Riaza,1,no
40191,Santo Tomé Del Puerto,1,no
40194,Segovia,2,no
40231,Yanguas De Eresma,1,no
40901,Ortigosa Del Monte,1,no
40904,Navas De Riofrío,1,no
41001,Aguadulce,2,no
41002,Alanís,1,no
41004,Alcalá De Guadaíra,3,yes
41006,Alcolea Del Río,1,yes
41011,Arahal,1,no
41012,Aznalcázar,1,no
41015,Benacazón,1,yes
41018,Brenes,1,yes
41020,Cabezas De San Juan (Las),1,yes
41021,Camas,1,yes
41023,Cantillana,1,yes
41024,Carmona,1,yes
41025,Carrión De Los Céspedes,1,no
41026,Casariche,1,no
41033,Constantina,1,yes
41038,Dos Hermanas,3,yes
41048,Guadalcanal,2,no
41051,Huévar Del Aljarafe,1,no
41053,Lebrija,1,yes
41055,Lora Del Río,3,yes
41060,Marchena,2,no
41068,Osuna,1,no
41071,Paradas,1,no
41072,Pedrera,1,no
41073,Pedroso (El),2,yes
41074,Peñaflor,1,no
41081,Rinconada (La),2,yes
41082,Roda De Andalucía (La),2,no
41085,Salteras,1,yes
41087,Sanlúcar La Mayor,1,yes
41091,Sevilla,15,yes
41092,Tocina,2,yes
41095,Utrera,2,yes
41096,Valencina De La Concepción,2,yes
41098,Villanueva Del Ariscal,1,yes
41099,Villanueva Del Río Y Minas,2,yes
41903,Cuervo De Sevilla (El),1,no
42001,Abejar,1,no
42003,Adradas,1,no
42004,Ágreda,1,no
42006,Alconaba,1,no
42008,Alcubilla De Las Peñas,1,no
42011,Aldealpozo,1,no
42018,Almaluez,1,no
42020,Almazán,3,no
42025,Arcos De Jalón,1,no
42035,Berlanga De Duero,1,no
42044,Cabrejas Del Campo,1,no
42045,Cabrejas Del Pinar,1,no
42049,Candilichera,1,no
42061,Cidones,1,no
42096,Gómara,1,no
42103,Langa De Duero,1,no
42111,Matamala De Almazán,1,no
42113,Medinaceli,2,no
42115,Miño De Medinaceli,2,no
42119,Monteagudo De Las Vicarías,1,no
42123,Morón De Almazán,1,no
42129,Navaleno,1,no
42134,Ólvega,1,no
42140,Portillo De Soria,1,no
42144,Quintana Redonda,1,no
42145,Quintanas De Gormaz,1,no
42149,Rábanos (Los),1,no
42162,San Esteban De Gormaz,2,no
42164,San Leonardo De Yagüe,1,no
42167,Santa María De Huerta,1,no
42173,Soria,4,no
42181,Tardelcuende,1,no
42182,Taroda,1,no
42187,Torrubia De Soria,2,no
42192,Valdegeña,1,no
42200,Velamazán,1,no
42201,Velilla De La Sierra,1,no
43005,Alcover,1,no
43013,Ametlla De Mar (L'),1,no
43016,Arboç (L'),1,yes
43017,Argentera (L'),1,no
43019,Ascó,1,no
43031,Borges Del Camp (Les),1,no
43037,Calafell,2,yes
43038,Cambrils,2,yes
43040,Capçanes,1,no
43043,Catllar (El),1,no
43047,Constantí,1,no
43051,Cunit,1,yes
43054,Espluga De Francolí (L'),1,no
43060,Flix,1,no
43062,Freginals,1,no
43065,Garcia,1,no
43070,Guiamets (Els),1,no
43076,Marçà,1,no
43086,Montblanc,1,no
43094,Móra La Nova,1,no
43095,Morell (El),1,no
43098,Nulles,1,no
43110,Pobla De Massaluca (La),1,no
43111,Pobla De Montornès (La),1,no
43115,Pradell De La Teixeta,1,no
43123,Reus,2,yes
43124,Riba (La),1,no
43126,Riera De Gaià (La),1,no
43127,Riudecanyes,1,no
43135,Salomó,1,no
43138,Santa Bàrbara,1,no
43144,Secuita (La),1,no
43145,Selva Del Camp (La),1,no
43148,Tarragona,4,yes
43153,Torredembarra,1,no
43155,Tortosa,3,no
43156,Ulldecona,1,no
43161,Valls,2,no
43162,Vandellòs I L'Hospitalet De L'Infant,3,no
43163,Vendrell (El),2,yes
43165,Vilabella,1,no
43172,Vilaverd,1,no
43176,Vimbodí I Poblet,1,no
43903,Camarles,1,no
43904,Aldea (L'),2,no
43905,Salou,5,yes
43906,Ampolla (L'),1,yes
44007,Alba,1,no
44010,Albentosa,1,no
44025,Andorra,3,no
44031,Azaila,1,no
44033,Báguena,1,no
44047,Burbáguena,1,no
44050,Calamocha,7,no
44056,Caminreal,1,no
44067,Castelnou,1,no
44076,Cella,1,no
44101,Ferreruela De Huerva,2,no
44112,Fuentes Claras,1,no
44153,Monreal Del Campo,2,no
44191,Puebla De Híjar (La),1,no
44192,Puebla De Valverde (La),2,no
44201,Rubielos De Mora,1,no
44205,Samper De Calanda,1,no
44207,San Martín Del Río,1,no
44209,Santa Eulalia,1,no
44210,Sarrión,1,no
44216,Teruel,5,no
44232,Torrijo Del Campo,1,no
44251,Villafranca Del Campo,1,no
44252,Villahermosa Del Campo,1,no
45005,Alcañizo,1,no
45012,Almonacid De Toledo,2,no
45019,Bargas,1,no
45025,Cabañas De La Sagra,1,no
45028,Calera Y Chozas,1,no
45030,Calzada De Oropesa,1,no
45060,Erustes,1,no
45071,Guardia (La),1,no
45078,Huerta De Valdecarábanos,1,no
45080,Illán De Vacas,1,no
45081,Illescas,1,no
45090,Manzaneque,1,no
45094,Mascaraque,1,no
45104,Montearagón,1,no
45106,Mora,1,no
45115,Noblejas,1,no
45121,Ocaña,1,no
45123,Ontígola,1,no
45125,Oropesa,1,no
45128,Pantoja,1,no
45141,Quero,1,no
45147,Rielves,1,no
45149,Romeral (El),1,no
45156,Santa Cruz De La Zarza,1,no
45158,Santa Olalla,1,no
45161,Seseña,1,yes
45165,Talavera De La Reina,1,no
45166,Tembleque,1,no
45168,Toledo,2,no
45173,Torrijos,1,no
45185,Villacañas,1,no
45188,Villaluenga De La Sagra,1,no
45189,Villamiel De Toledo,1,no
45195,Villarrubia De Santiago,1,no
45196,Villaseca De La Sagra,1,no
45197,Villasequilla,1,no
45200,Yébenes (Los),3,no
45201,Yeles,1,no
45205,Yuncos,1,no
46004,Agullent,1,no
46006,Albaida,1,no
46013,Alboraya,2,no
46014,Albuixech,1,yes
46017,Alzira,1,yes
46020,Alcúdia De Crespins (L'),1,yes
46021,Aldaia,1,yes
46022,Alfafar,1,yes
46029,Algemesí,1,yes
46051,Benaguasil,1,no
46060,Benifaió,1,yes
46062,Benigànim,1,no
46075,Bufali,1,no
46077,Buñol,3,yes
46080,Camporrobles,1,no
46083,Carcaixent,1,yes
46094,Catarroja,1,yes
46102,Quart De Poblet,1,yes
46105,Cullera,4,yes
46109,Cheste,1,yes
46110,Xirivella,2,yes
46111,Chiva,1,yes
46120,Estivella,1,yes
46128,Font De La Figuera (La),1,no
46131,Gandia,7,yes
46134,Gilet,1,yes
46143,Xeraco,1,yes
46145,Xàtiva,1,yes
46148,Loriguilla,1,yes
46159,Manises,4,yes
46160,Manuel,2,yes
46163,Massalfassar,1,yes
46164,Massamagrell,1,no
46165,Massanassa,1,yes
46166,Meliana,1,yes
46170,Mogente/Moixent,2,yes
46173,Montaverner,1,no
46174,Montesa,1,yes
46184,Ontinyent,1,no
46200,Pobla Del Duc (La),1,no
46203,Pobla Llarga (La),1,yes
46205,Puçol,1,yes
46213,Requena,4,yes
46220,Sagunto/Sagunt,2,yes
46229,Siete Aguas,1,yes
46230,Silla,1,yes
46233,Sollana,2,yes
46235,Sueca,1,yes
46238,Tavernes De La Valldigna,1,yes
46249,Utiel,2,yes
46250,Valencia,11,yes
46251,Vallada,1,yes
47011,Ataquines,1,no
47027,Cabezón De Pisuerga,1,no
47035,Carpio,1,no
47045,Castronuño,1,no
47055,Corcos,1,no
47057,Cubillas De Santa Marta,1,no
47065,Fresno El Viejo,1,no
47076,Laguna De Duero,1,no
47082,Matapozuelos,1,no
47085,Medina Del Campo,3,no
47101,Nava Del Rey,1,no
47104,Olmedo,1,no
47114,Peñafiel,1,no
47121,Pollos,1,no
47123,Pozal De Gallinas,1,no
47124,Pozaldez,1,no
47127,Quintanilla De Arriba,1,no
47129,Quintanilla De Onésimo,1,no
47150,San Román De Hornija,1,no
47157,Sardón De Duero,1,no
47173,Traspinedo,1,no
47175,Tudela De Duero,1,no
47182,Valdestillas,1,no
47186,Valladolid,4,no
47193,Viana De Cega,1,no
47228,Villaverde De Medina,1,no
48005,Arakaldo,1,yes
48008,Artzentales,1,yes
48011,Arrigorriaga,2,yes
48013,Barakaldo,1,yes
48015,Basauri,3,yes
48020,Bilbao,16,yes
48022,Karrantza Harana/Valle De Carranza,1,yes
48036,Galdakao,1,no
48045,Güeñes,6,yes
48071,Muskiz,1,yes
48074,Urduña/Orduña,1,yes
48078,Portugalete,1,yes
48081,Lezama,1,no
48082,Santurtzi,2,yes
48083,Ortuella,3,yes
48084,Sestao,3,yes
48090,Balmaseda,2,yes
48096,Zalla,8,yes
48902,Erandio,1,yes
48912,Alonsotegi,1,yes
49009,Andavías,1,no
49019,Barcial Del Barco,1,no
49021,Benavente,1,no
49036,Carbajales De Alba,1,no
49038,Casaseca De Campeán,1,no
49053,Coreses,1,no
49056,Cubillos,1,no
49058,Cubo De Tierra Del Vino (El),2,no
49076,Fresno De La Ribera,1,no
49091,Granja De Moreruela,1,no
49095,Hiniesta (La),1,no
49099,Losacio,1,no
49100,Lubián,1,no
49104,Mahide,2,no
49108,Manganeses De La Lampreana,1,no
49110,Manzanal De Arriba,1,no
49111,Manzanal Del Barco,1,no
49127,Morales Del Vino,2,no
49132,Moreruela De Los Infanzones,1,no
49145,Pedralba De La Pradería,1,no
49155,Piedrahita De Castro,1,no
49159,Pobladura Del Valle,1,no
49166,Puebla De Sanabria,3,no
49174,Requejo,1,no
49176,Riofrío De Aliste,2,no
49207,Santovenia,1,no
49208,San Vicente De La Cabeza,1,no
49219,Toro,3,no
49227,Valcabado,1,no
49238,Villabrázaro,1,no
49275,Zamora,1,no
50008,Alagón,1,no
50020,Alhama De Aragón,1,no
50034,Ariza,1,no
50038,Ateca,1,no
50040,Badules,1,no
50044,Bardallur,1,no
50056,Botorrita,1,no
50058,Bubierca,1,no
50062,Burgo De Ebro (El),1,no
50064,Cabañas De Ebro,1,no
50067,Calatayud,3,no
50068,Calatorao,1,no
50073,Cariñena,1,no
50074,Caspe,2,no
50079,Cervera De La Cañada,1,no
50081,Cetina,1,no
50084,Clarés De Ribota,1,no
50092,Chiprana,1,no
50094,Daroca,1,no
50098,Encinacorba,1,no
50099,Épila,1,no
50102,Fabara,1,no
50115,Fuentes De Ebro,1,no
50116,Fuentes De Jiloca,1,no
50118,Gallur,1,no
50119,Gelsa,1,no
50123,Grisén,1,no
50132,Joyosa (La),1,no
50143,Longares,1,no
50147,Luceni,1,no
50155,Malanquilla,1,no
50159,Maluenda,1,no
50161,Manchones,1,no
50163,María De Huerva,1,no
50172,Monreal De Ariza,1,no
50175,Morata De Jalón,1,no
50176,Morata De Jiloca,1,no
50177,Morés,2,no
50181,Muel,2,no
50184,Murero,1,no
50189,Nonaspe,1,no
50201,Paracuellos De Jiloca,1,no
50202,Paracuellos De La Ribera,1,no
50204,Pedrola,1,no
50208,Pina De Ebro,1,no
50209,Pinseque,1,no
50211,Plasencia De Jalón,1,no
50222,Quinto,1,no
50225,Ricla,1,no
50228,Rueda De Jalón,1,no
50231,Salillas De Jalón,1,no
50241,Sabiñán,1,no
50253,Terrer,1,no
50260,Torrelapaja,1,no
50272,Utebo,2,yes
50283,Villadoz,1,no
50284,Villafeliche,1,no
50288,Villanueva De Gállego,1,no
50289,Villanueva De Jiloca,1,no
50292,Villarreal De Huerva,1,no
50293,Villarroya De La Sierra,1,no
50296,Zaida (La),1,no
50297,Zaragoza,11,yes
50298,Zuera,2,no
51001,Ceuta,1,no
